Station,Date,CHLA,DO,SALINITY,TN,TP,WTEMP,NW14,W14,N14,SE14,E14,S14,SW14,NE14,James_discharge,James_acc_flow_30d,James_acc_flow_60d,James_acc_flow_90d,Potomac_discharge,Potomac_acc_flow_30d,Potomac_acc_flow_60d,Potomac_acc_flow_90d,Susquehanna_discharge,Susquehanna_acc_flow_30d,Susquehanna_acc_flow_60d,Susquehanna_acc_flow_90d
CB2.1,1985-11-14,5.1,9.6,2.11,1.571,0.029,13.8,0.0,5.831037115339441,5.4189655172413795,5.149873743378755,0.0,5.533159103919627,3.463076923076923,0.0,8170,831130.0,887040.0,1149480.0,19900,970380.0,1019563.0,1098913.0,29200,417756.0,885760.0,1105480.0
CB2.1,1985-12-11,1.0,13.1,0.0,1.6883,0.0499,4.3,0.0,0.0,0.0,2.8561377490765087,2.1888888888888887,5.197638798762335,1.8,0.0,7720,359640.0,1165520.0,1222290.0,13500,725600.0,1631020.0,1680613.0,51300,2395900.0,2761906.0,3218620.0
CB2.1,1986-03-12,3.4,11.7,0.0,1.977,0.062,7.1,4.447323020317273,6.264137931034482,3.1512852902281434,0.0,3.1812499999999995,0.0,0.0,3.2595797258297257,5900,256170.0,418490.0,566250.0,11400,722000.0,994900.0,1272600.0,55800,1866800.0,3126190.0,3988620.0
CB2.1,1986-03-26,1.5,12.1,0.56,1.631,0.0532,7.5,0.0,0.0,0.0,6.847534348659084,0.0,5.325714285714286,0.0,0.0,7420,326630.0,569140.0,689390.0,13700,844700.0,1481400.0,1647100.0,78500,3289400.0,5024200.0,5830220.0
CB2.1,1986-04-09,13.3,10.9,0.0,1.888,0.0473,12.8,5.143233309774268,5.382968833016059,3.318965198074787,0.0,0.0,0.0,0.0,0.0,4740,291850.0,558640.0,705870.0,8320,708260.0,1454360.0,1689560.0,42500,3086400.0,4995400.0,6142820.0
CB2.1,1986-04-23,3.0,10.8,0.0,1.532,0.0735,9.8,5.4773168961273475,6.451498098020336,0.0,0.0,0.0,0.0,0.0,0.0,4670,157000.0,489420.0,720760.0,16300,362610.0,1271110.0,1831010.0,85600,1894800.0,5362100.0,6940200.0
CB2.1,1986-05-14,22.4,9.8,0.0,1.584,0.0714,18.5,6.691666666666666,6.244594594594595,3.6031089743589737,5.384573941114788,5.833134218081587,3.834603750756201,3.380952380952381,0.0,3140,121040.0,401920.0,645410.0,4350,325480.0,976980.0,1717280.0,16100,1633900.0,4423000.0,6534400.0
CB2.1,1986-05-28,20.4,9.0,0.0,1.413,0.0556,22.0,0.0,4.3412455673758865,1.7344736842105262,5.564171293083507,0.0,3.3019714768959543,2.769323593073593,0.0,4860,136200.0,280320.0,596680.0,7140,213480.0,572220.0,1360320.0,46600,878880.0,2706780.0,5846580.0
CB2.1,1986-06-11,7.1,7.4,0.0,1.3685,0.066,24.9,0.0,0.0,0.0,5.7991585464158275,0.0,4.795493085909234,2.8307692307692305,0.0,2260,137040.0,260330.0,548030.0,4140,177340.0,510490.0,1208000.0,41900,888680.0,2544880.0,5573980.0
CB2.1,1986-06-25,19.7,8.5,0.0,1.29,0.0752,24.0,4.740280595950353,4.707803761279371,3.35,5.733412633334252,0.0,0.0,0.0,3.36957917669992,917,81048.0,215348.0,363718.0,1600,109800.0,328620.0,689330.0,18000,1004900.0,1886380.0,3736680.0
CB2.1,1986-07-17,8.3,7.0,0.07,1.0154999999999998,0.0688,26.2,4.738165541170676,0.0,3.1733450345938485,4.545901639344262,0.0,3.940607593037215,0.0,3.0785714285714287,536,31480.0,160160.0,275600.0,1490,58610.0,229550.0,514960.0,20200,549730.0,1642330.0,3027610.0
CB2.1,1986-07-30,15.1,7.6,0.0,0.9465,0.0672,28.4,4.5600000000000005,3.79779858134398,2.592289550072569,0.0,0.0,0.0,0.0,0.0,1700,35662.0,95902.0,235492.0,1280,57190.0,142860.0,347030.0,13900,542410.0,1469930.0,2291110.0
CB2.1,1986-08-13,19.0,7.9,0.0,1.2395,0.0648,25.3,0.0,0.0,3.197250104640389,0.0,4.443478260869566,0.0,0.0,4.045383073473271,994,37219.0,72522.0,207642.0,1150,44380.0,107370.0,283040.0,18800,688080.0,1362910.0,2313490.0
CB2.1,1986-08-27,12.0,9.2,0.32,1.414,0.0499,23.5,0.0,4.669376664113506,0.0,4.443143654591023,0.0,5.354356106386095,4.593000055500055,0.0,1360,53370.0,87017.0,155752.0,1750,43682.0,101172.0,194232.0,20400,603210.0,1129940.0,2077740.0
CB2.1,1986-09-10,16.6,7.8,0.59,1.1795,0.0501,21.7,0.0,0.0,0.0,4.093371415770609,0.0,4.683994749514094,0.0,0.0,2720,63434.0,99616.0,138482.0,1140,43322.0,88642.0,155332.0,10900,407950.0,1076860.0,1809560.0
CB2.1,1986-09-24,40.6,9.7,0.0,1.0805,0.0757,21.5,0.0,4.646551282051282,0.0,0.0,0.0,6.236660007318494,3.8319148163526022,0.0,1190,54160.0,108830.0,139888.0,668,32017.0,74959.0,132669.0,8080,261840.0,879550.0,1386980.0
CB2.1,1986-10-06,18.4,9.4,0.0,1.54,0.078,19.0,2.845238095238096,4.176458063917522,0.0,0.0,0.0,0.0,3.999270956323587,0.0,1010,47700.0,104324.0,138506.0,1090,28626.0,73388.0,121928.0,27500,256540.0,713850.0,1345470.0
CB2.1,1986-10-29,4.7,9.3,1.91,1.0,0.046,14.8,4.050943396226415,3.7752293577981657,3.0989245912831316,2.8454545454545452,0.0,3.1026965982713155,2.3306235036749743,0.0,2070,37061.0,88881.0,142031.0,974,30432.0,59384.0,103386.0,14800,493830.0,718650.0,1303530.0
CB2.1,1986-11-19,4.7,11.2,0.0,1.54,0.06,7.9,5.460145730214748,5.1703740307666415,3.918867924528302,4.5544133192389005,0.0,0.0,2.9588888888888896,0.0,2190,59750.0,95911.0,159271.0,2750,69299.0,98296.0,135734.0,35200,694998.0,1143548.0,1439438.0
CB2.1,1986-12-10,1.0,11.6,0.0,1.68,0.046,5.0,0.0,4.687438615165776,0.0,5.0189078282828286,0.0,3.5755914310528367,3.594011807975223,0.0,4860,121350.0,169367.0,206831.0,7360,195920.0,234710.0,262244.0,62300,2291500.0,2710338.0,3068758.0
CB2.1,1987-01-07,1.0,13.6,0.0,2.09,0.039,1.8,0.0,4.989390703229443,0.0,3.0806250000000004,0.0,4.543607352614705,5.97124322310576,0.0,4890,284120.0,402110.0,445237.0,6640,347230.0,533750.0,568773.0,30600,1511700.0,3706160.0,4131638.0
CB2.1,1987-02-26,3.5,12.9,0.93,2.23,0.035,1.8,4.256415880300141,5.642017151931195,5.167332294135462,1.5354166666666669,1.84,1.944444444444444,0.0,0.0,12400,298570.0,529330.0,800250.0,7880,375110.0,735830.0,1067750.0,19700,685440.0,1702640.0,3857140.0
CB2.1,1987-03-26,11.0,12.0,1.1,1.67,0.049,8.8,0.0,0.0,0.0,4.6191922580339995,2.010828215901745,3.752541721563461,0.0,3.629787234042553,5680,466290.0,754930.0,1021220.0,7270,498860.0,882010.0,1278430.0,38100,1616580.0,2308120.0,3419220.0
CB2.1,1987-04-08,9.8,12.8,0.0,1.74,0.108,7.3,5.1343251920651305,5.993028446221008,0.0,0.0,0.0,0.0,0.0,0.0,12800,308580.0,791500.0,1050220.0,64700,587060.0,1088570.0,1493220.0,206000,2297700.0,3282020.0,4118520.0
CB2.1,1987-04-22,10.9,11.8,0.11,1.51,0.051,14.0,0.0,5.2555555555555555,4.899754042963553,5.015740000308574,4.628547777150718,3.567765111726509,4.1,0.0,28700,810600.0,1295200.0,1590080.0,43700,1191800.0,1690020.0,2116440.0,54500,2737500.0,4301410.0,5002920.0
CB2.1,1987-05-05,22.4,10.8,0.09,1.76,0.065,14.1,4.259163461538462,7.33418016194332,6.309779830117177,3.3430409356725144,0.0,5.245160554643313,0.0,4.3476615646258505,17800,1058760.0,1372740.0,1856860.0,19500,1309900.0,1741360.0,2263270.0,45900,2497200.0,4336100.0,5230520.0
CB2.1,1987-05-20,28.6,8.5,0.64,1.399,0.091,18.4,0.0,0.0,5.495451426441881,0.0,0.0,0.0,0.0,5.55665419593687,6040,591140.0,1347570.0,1833890.0,9290,670600.0,1777380.0,2274690.0,26200,1087900.0,3757700.0,5305060.0
CB2.1,1987-06-03,18.2,7.7,0.0,1.456,0.057,25.0,0.0,0.0,3.1770833333333335,3.904918032786885,3.844694158093024,3.0562501998517693,0.0,0.0,5860,245000.0,1301660.0,1622940.0,6880,426640.0,1783140.0,2175700.0,17300,805890.0,3354690.0,5173290.0
CB2.1,1987-06-17,17.2,6.8,0.0,1.1,0.056,25.7,4.357930298719772,4.181747638326586,3.9394867165720826,0.0,0.0,4.384313725490196,4.118723157787985,0.0,3280,169330.0,967040.0,1518230.0,3860,267260.0,1160680.0,2044210.0,18100,597990.0,1776690.0,4378690.0
CB2.1,1987-07-08,7.1,7.7,0.0,0.941,0.045,26.5,3.376923076923077,4.309486166007906,2.7051282051282053,4.857880633356166,4.607142857142857,4.803788162541385,3.0749999999999997,0.0,3250,89350.0,294240.0,1353400.0,3550,164630.0,503510.0,1662610.0,26700,493870.0,1164260.0,3001860.0
CB2.1,1987-07-22,3.6,6.8,0.0,1.065,0.035,27.9,3.206329640519032,3.906379532303445,1.8441296439371937,0.0,0.0,3.348574879227053,0.0,3.0473684210526315,1360,70220.0,222250.0,743090.0,2030,156620.0,377200.0,957500.0,13100,589970.0,1107120.0,2121320.0
CB2.1,1987-08-05,13.8,6.9,0.9,1.096,0.056,28.8,3.4125,3.4996842120758527,3.286885151488642,0.0,0.0,4.40864999309263,4.310808087412207,0.0,1030,51271.0,144811.0,362831.0,1040,78380.0,251430.0,623420.0,7700,485140.0,959210.0,1668900.0
CB2.1,1987-08-19,11.1,7.0,1.58,0.913,0.052,27.5,4.28232905982906,3.314705882352941,4.261126341179887,4.631666666666666,4.170690235690236,4.21,3.05625,3.6783805072112337,947,30680.0,103670.0,264030.0,806,40443.0,200053.0,447243.0,5370,253370.0,836370.0,1394690.0
CB2.1,1987-09-03,7.3,8.4,2.3,0.844,0.049,22.8,0.0,0.0,3.3797171703152897,5.0797230206976405,0.0,0.0,0.0,0.0,476,27986.0,81677.0,179617.0,959,32440.0,114180.0,293230.0,12800,217960.0,728200.0,1182470.0
CB2.1,1987-09-16,14.5,6.6,0.0,1.34,0.084,23.5,2.338888888888889,0.0,4.68438086584148,4.4874939160806475,4.83768115942029,3.864914772727273,3.2558823529411764,5.177960222016651,9290,280922.0,313375.0,388685.0,12300,120312.0,164594.0,324934.0,46800,462280.0,735710.0,1308280.0
CB2.1,1987-10-07,1.0,8.9,0.0,1.8901,0.0512,15.1,0.0,6.383030303030303,0.0,8.150935347928872,0.0,7.409388719974506,5.043875873694746,0.0,2510,370390.0,397377.0,441755.0,3260,228270.0,259974.0,330984.0,25300,1018400.0,1234800.0,1655810.0
CB2.1,1987-10-21,3.8,10.9,3.54,1.302,0.0219,15.0,5.3775490196078435,4.7743799800158735,4.075013362327755,5.308018867924528,0.0,0.0,0.0,0.0,2100,108090.0,415175.0,445425.0,2080,117130.0,278208.0,314584.0,18400,703230.0,1389790.0,1615480.0
CB2.1,1987-11-18,25.4,13.9,0.0,1.525,0.0611,10.2,9.597142857142858,7.90208917167166,0.0,6.590352318669271,0.0,4.8908374861572534,4.582012345383863,0.0,3950,85120.0,203710.0,498585.0,6860,90750.0,219210.0,366494.0,30100,577620.0,1347650.0,1943260.0
CB2.1,1987-12-16,12.9,14.2,0.0,2.108,0.0572,4.1,0.0,5.982463876981207,0.0,0.0,0.0,0.0,4.371265673930147,0.0,6950,214940.0,296220.0,420900.0,7880,305470.0,387870.0,533190.0,32000,1209000.0,1758000.0,2602050.0
CB2.1,1988-03-18,3.3,12.8,0.0,1.7059,0.0457,5.6,0.0,7.763926829364696,3.9479166666666665,6.699713156827996,0.0,3.42731636562671,0.0,0.0,4100,141950.0,422390.0,589210.0,6720,282670.0,797540.0,1072000.0,62800,1342600.0,2913130.0,3665990.0
CB2.1,1988-03-30,4.9,11.3,0.0,1.6721,0.0314,11.3,5.642596153846155,0.0,2.8247835497835494,7.532846050585575,4.304105033826397,4.941626984126984,0.0,0.0,6900,144490.0,338560.0,587090.0,7590,250320.0,610700.0,1013680.0,91800,1435600.0,3035930.0,3760090.0
CB2.1,1988-04-13,3.7,10.7,0.4,1.949,0.0692,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5670,161580.0,311490.0,586100.0,17500,324370.0,616240.0,1112390.0,41600,1549300.0,2764300.0,4245580.0
CB2.1,1988-04-27,6.1,10.0,0.0,1.523,0.0462,12.3,0.0,0.0,0.0,6.845230698151875,0.0,5.041666666666667,0.0,0.0,4740,162440.0,300660.0,499000.0,5950,354190.0,604250.0,971850.0,25100,1269990.0,2584990.0,4193920.0
CB2.1,1988-05-11,20.2,12.1,0.0,1.149,0.0377,17.5,6.572727272727273,5.964663059069783,4.940951793606743,7.440484797250574,4.28452380952381,0.0,5.666630043466999,0.0,9100,168490.0,327800.0,483410.0,30900,497680.0,800950.0,1098220.0,42100,940690.0,2520890.0,3714190.0
CB2.1,1988-05-25,8.2,8.7,0.0,1.672,0.0827,18.7,4.767581940138005,4.974679487179487,3.714035087719298,5.016071428571428,4.54323580234028,4.217142857142857,3.62,5.384444444444444,8710,224340.0,394970.0,525800.0,61000,1060610.0,1420290.0,1669510.0,104000,1689400.0,2989490.0,4296290.0
CB2.1,1988-06-08,31.4,9.0,0.0,1.449,0.0528,21.9,0.0,0.0,4.860213261343852,0.0,0.0,0.0,0.0,5.504839212701604,3850,222110.0,382980.0,539980.0,7790,1045550.0,1537030.0,1794550.0,24700,1811300.0,2766990.0,4356790.0
CB2.1,1988-07-07,12.4,7.2,0.24,1.116,0.0474,25.3,6.093462157809984,0.0,5.367114634909704,6.335417055240199,0.0,5.021396489657359,0.0,0.0,941,68071.0,295681.0,453501.0,1410,120090.0,1222150.0,1693330.0,5120,315560.0,2144560.0,3102450.0
CB2.1,1988-07-20,39.5,6.3,0.0,1.126,0.0847,28.9,0.0,0.0,0.0,5.881866666666667,0.0,4.6125710398054895,3.5848739495798316,0.0,1010,44077.0,201407.0,397887.0,1970,61730.0,659900.0,1479490.0,7160,198150.0,1498320.0,2718510.0
CB2.1,1988-08-10,4.2,5.7,0.27,1.169,0.0511,29.7,0.0,3.1904761904761907,0.0,5.514409940887121,3.030746474028208,4.389055666000164,3.4720628415300547,1.25,1100,54170.0,112117.0,317317.0,1250,69700.0,165520.0,1137580.0,5660,341110.0,605170.0,2353700.0
CB2.1,1988-08-24,4.9,6.3,1.4,1.171,0.0593,24.8,0.0,4.697418743890518,0.0,7.164661202185793,0.0,6.182962962962963,4.972816091954023,0.0,667,43633.0,88310.0,201440.0,1680,47230.0,116490.0,412610.0,5440,289700.0,518400.0,1229750.0
CB2.1,1988-09-08,2.7,6.5,0.01,1.3859,0.0411,22.2,4.296825396825397,0.0,3.9333333333333336,7.44679880964042,5.6146324077695455,0.0,0.0,3.146486256798757,2260,36908.0,91048.0,151095.0,4270,56850.0,126640.0,228340.0,26200,340580.0,684030.0,948520.0
CB2.1,1988-09-20,9.9,7.5,0.56,1.225,0.0561,21.3,0.0,0.0,0.0,5.197009276120255,0.0,6.146891600473289,0.0,0.0,985,42452.0,93059.0,134936.0,1480,66560.0,123680.0,188000.0,9390,400010.0,719480.0,921130.0
CB2.1,1988-10-05,2.7,7.2,2.37,1.1305,0.0443,19.4,4.9375,5.3651583710407245,6.160975609756098,4.537142857142857,2.9400000000000004,0.0,3.4235294117647057,5.193637066399582,1110,39313.0,74771.0,128237.0,1490,61490.0,112310.0,181720.0,10900,341000.0,634200.0,967060.0
CB2.1,1988-10-19,13.8,10.1,1.06,1.239,0.0452,12.9,5.584773467475882,7.0529406972955355,5.607142857142857,0.0,0.0,0.0,0.0,0.0,1170,36259.0,78470.0,129733.0,1110,47970.0,114510.0,175190.0,4500,231650.0,627510.0,961340.0
CB2.1,1988-11-21,7.7,11.2,0.0,1.43,0.0504,8.3,0.0,5.925329914317289,0.0,0.0,0.0,0.0,6.059100319969884,0.0,2160,58317.0,94739.0,137832.0,4060,63650.0,109980.0,178390.0,43900,591880.0,810220.0,1225610.0
CB2.1,1988-12-07,4.2,12.3,0.0,1.801,0.0514,4.3,0.0,0.0,0.0,6.660804777348753,0.0,5.5052874472646165,4.805331509661493,0.0,2540,94660.0,133787.0,171750.0,2330,124150.0,166490.0,223010.0,25300,956700.0,1224790.0,1511100.0
CB2.1,1989-01-19,2.8,13.5,0.0,1.7151,0.0399,2.2,4.4875,4.99916447493806,0.0,5.162259794300993,4.38,4.822223981584249,2.8872491052299,0.0,9220,117110.0,206400.0,263867.0,14200,190280.0,303300.0,365010.0,37500,675640.0,1420850.0,1980530.0
CB2.1,1989-02-14,8.7,14.6,0.16,2.262,0.035,2.1,5.2690909090909095,7.48955223880597,5.021269478199279,5.662946379632427,2.9052631578947365,3.9098225984768713,4.5,3.008695652173913,2660,126470.0,218820.0,310800.0,3920,206190.0,339990.0,458110.0,17400,671450.0,1222850.0,2051300.0
CB2.1,1989-03-22,9.9,12.2,0.04,1.895,0.0433,6.1,6.184895348816883,6.2559716599190285,7.372018192777687,0.0,0.0,0.0,0.0,3.2933333333333334,6510,281400.0,391140.0,517800.0,13500,455810.0,623300.0,833500.0,42500,981100.0,1573150.0,2271380.0
CB2.1,1989-04-05,7.2,11.3,0.0,1.61,0.0701,9.5,6.441666666666666,7.90566037735849,5.571186440677966,7.332986630281676,0.0,6.8062420738442215,6.13611111111111,0.0,5720,340550.0,501950.0,632410.0,16200,673000.0,891310.0,1126330.0,118000,1908700.0,2733100.0,3419320.0
CB2.1,1989-04-19,6.0,10.4,0.0,1.449,0.0413,13.2,5.804024908963225,6.3194805194805195,5.624451605797343,6.284246575342467,0.0,4.744,0.0,4.0323529411764705,5460,267330.0,549610.0,659620.0,9250,514810.0,964820.0,1133310.0,38600,2415500.0,3360100.0,3964550.0
CB2.1,1989-05-03,2.6,8.3,0.33,1.616,0.0602,15.4,4.448221906116642,6.277715587428632,0.0,0.0,0.0,0.0,4.033333333333333,0.0,64700,332440.0,671830.0,828210.0,29800,303700.0,956210.0,1169540.0,26300,1513700.0,3202000.0,4024400.0
CB2.1,1989-05-17,3.4,11.3,0.0,1.635,0.0856,11.7,5.268325778190329,6.313513513513513,4.595380063423691,0.0,0.0,4.579411206077872,0.0,0.0,14400,768080.0,1035820.0,1316270.0,89200,938540.0,1466300.0,1902720.0,217000,2425500.0,4817400.0,5751400.0
CB2.1,1989-06-14,13.5,7.7,0.0,1.451,0.0511,23.0,0.0,5.420701411085433,4.615,5.026164631388512,4.056182336182336,0.0,4.164384769292332,2.7142857142857144,8270,233510.0,985250.0,1252150.0,9540,672820.0,1490350.0,2038520.0,30100,2146300.0,4268100.0,6647000.0
CB2.1,1989-06-28,5.2,8.1,0.0,1.49,0.0748,24.5,3.193935328517372,2.2503881400544254,0.0,4.723593505198689,4.3,5.000887358949068,2.378787878787879,0.0,6520,230300.0,995900.0,1211550.0,13000,396090.0,1633780.0,1963690.0,76100,2052500.0,5316100.0,7337400.0
CB2.1,1989-07-12,65.5,11.5,0.0,1.82,0.0738,27.3,5.222183908045977,0.0,5.063372354355801,0.0,3.340909090909091,0.0,0.0,3.8412985907925927,6520,231900.0,486340.0,1211840.0,7200,392760.0,1123340.0,1879310.0,36100,2219100.0,4654200.0,6496600.0
CB2.1,1989-07-26,17.6,8.6,0.0,2.324,0.0609,27.0,3.692307692307693,2.1470588235294117,0.0,5.109442956832198,5.189708577712611,4.097434850291784,2.081125356125356,4.473529411764706,5550,246710.0,472980.0,1272390.0,13300,367250.0,764340.0,1982430.0,37500,1543000.0,3503900.0,6717000.0
CB2.1,1989-08-16,3.6,5.7,1.86,1.6477,0.0534,24.8,0.0,0.0,0.0,2.3550506276376826,3.3214285714285716,3.6351302785265047,4.053497923074825,0.0,3140,170070.0,419130.0,632060.0,4190,310680.0,699530.0,1171220.0,15300,839020.0,3044620.0,4741820.0
CB2.1,1989-08-30,1.795,5.9,1.4,1.615,0.05955,25.6,0.0,4.5563593940042555,0.0,4.840277777777778,0.0,5.361054054054054,4.305014529498935,0.0,5460,138570.0,384830.0,619880.0,8620,192730.0,555440.0,951080.0,12100,424440.0,1719740.0,3819640.0
CB2.1,1989-09-13,2.5,6.0,2.37,1.3429,0.0378,24.6,0.0,0.0,5.388255045511715,0.0,4.143667439445681,0.0,0.0,5.342087604100308,3030,127820.0,329710.0,553760.0,2750,165650.0,489660.0,875200.0,6170,307700.0,1196920.0,3437420.0
CB2.1,1989-09-27,17.9,9.3,0.42,1.559,0.0484,17.9,6.08495056134575,4.592348008385744,6.643788067312085,0.0,0.0,0.0,0.0,5.73572676450035,31300,280790.0,417320.0,664450.0,9290,154260.0,348970.0,709520.0,25700,292330.0,730370.0,2101770.0
CB2.1,1989-10-11,18.5,8.9,0.24,1.821,0.0643,14.6,5.1398809523809526,5.867199617337801,0.0,6.822528735632183,0.0,6.065944975668061,4.354636585291865,4.88125,7500,456980.0,585800.0,792250.0,5150,192490.0,359490.0,692110.0,12000,335860.0,656960.0,1612150.0
CB2.1,1989-10-24,15.0,9.3,0.0,1.93,0.0978,14.1,3.5271855921855924,5.390932596404294,8.639415312919406,5.901052631578947,3.483333333333333,0.0,4.327777777777778,4.731831212016971,14000,470930.0,703620.0,840210.0,16000,268980.0,437250.0,628300.0,78600,666210.0,925030.0,1428300.0
CB2.1,1989-11-14,8.7,10.5,0.0,1.876,0.0486,11.4,0.0,0.0,0.0,6.721958852062279,0.0,6.582413073464434,0.0,0.0,5040,287040.0,752110.0,884000.0,5110,246660.0,445830.0,608780.0,29100,1009580.0,1349730.0,1637280.0
CB2.1,1989-12-13,3.0,14.3,0.37,1.7648,0.0551,0.2,5.8063741289198605,7.687179487179487,7.761329436964627,0.0,0.0,0.0,0.0,0.0,5030,246760.0,534210.0,999220.0,4370,240200.0,485650.0,683410.0,21400,994050.0,1979080.0,2319670.0
CB2.1,1990-01-10,4.1,14.0,0.7,2.282,0.042,1.5,0.0,6.170314826209855,0.0,5.258649470087241,0.0,3.755092997280497,3.1427114723082217,0.0,16800,316960.0,563910.0,853190.0,14200,191800.0,434040.0,677360.0,24400,415320.0,1415770.0,2370890.0
CB2.1,1990-02-07,4.8,14.2,0.0,1.958,0.0533,4.1,0.0,7.628409358089809,0.0,5.450545450422113,0.0,3.986604743083004,3.552,0.0,19600,359070.0,653500.0,903730.0,21200,486260.0,657530.0,900050.0,129000,1899800.0,2286570.0,3316870.0
CB2.1,1990-03-07,2.1,12.9,0.0,1.7422,0.0475,3.3,6.167203646679127,0.0,5.668024161238759,0.0,0.0,0.0,0.0,2.5277777777777777,7790,374860.0,724330.0,998130.0,7200,404200.0,881160.0,1029000.0,39700,2280400.0,3941900.0,4333770.0
CB2.1,1990-03-20,10.2,10.4,0.0,2.052,0.0435,11.0,4.558074045407637,5.4531975220679385,0.0,6.504065040650406,0.0,0.0,4.464285714285714,0.0,13500,273380.0,674200.0,1041030.0,7120,249670.0,798310.0,1061280.0,53100,1461600.0,4067200.0,4573980.0
CB2.1,1990-04-04,12.5,11.9,0.0,1.629,0.0589,8.4,0.0,7.746719251710177,0.0,0.0,0.0,0.0,6.218846479810459,0.0,18200,302490.0,691210.0,1048880.0,20100,249990.0,681080.0,1150940.0,53100,1176600.0,3594300.0,5075130.0
CB2.1,1990-04-18,4.0,12.8,0.0,1.429,0.0487,8.8,5.296317510471036,7.586534240533957,5.1625,0.0,0.0,0.0,0.0,1.9919642857142856,10600,368630.0,639510.0,1036910.0,11500,369430.0,625980.0,1169910.0,60800,1787400.0,3280600.0,5829100.0
CB2.1,1990-05-16,23.6,10.0,0.0,1.687,0.054,19.0,0.0,0.0,0.0,6.924268756829331,0.0,6.193609762978855,0.0,0.0,7600,238990.0,616420.0,878500.0,11100,291540.0,651780.0,924720.0,58800,1255400.0,2994300.0,4569500.0
CB2.1,1990-05-31,4.5,9.3,0.0,1.4,0.0588,17.9,5.367741935483871,5.847349878092706,5.410373112403783,4.726922311657866,0.0,0.0,0.0,0.0,40600,372210.0,694630.0,969500.0,58900,395030.0,760550.0,983180.0,77200,1752400.0,3414600.0,4535200.0
CB2.1,1990-06-13,3.0,6.2,0.0,1.637,0.0832,22.2,7.184848484848485,6.315058823529411,0.0,6.504339012935997,1.4,6.149583591170497,4.356884057971015,0.0,5470,408280.0,656460.0,1019410.0,6480,470810.0,766850.0,1109750.0,34600,1714600.0,3021400.0,4653700.0
CB2.1,1990-06-27,8.2,7.3,0.0,1.289,0.0473,25.0,0.0,0.0,0.0,5.1811507505934475,0.0,4.116950732809502,0.0,0.0,3220,323280.0,591900.0,934110.0,3110,411000.0,694010.0,1065880.0,21600,1036600.0,2676100.0,4349400.0
CB2.1,1990-07-18,19.8,8.8,0.0,1.407,0.0632,26.5,0.0,0.0,0.0,5.968302571993334,0.0,5.221879577509713,5.294879024801793,0.0,7320,103060.0,497170.0,724300.0,15500,151900.0,596070.0,882180.0,59100,752240.0,2200140.0,3542940.0
CB2.1,1990-08-01,7.5,7.0,0.24,1.262,0.0535,25.7,5.420523250225316,4.790798201536812,5.875238095238095,0.0,0.0,0.0,0.0,0.0,1940,96810.0,267590.0,675210.0,2420,184050.0,398700.0,856150.0,19800,860790.0,1642740.0,3471640.0
CB2.1,1990-08-15,6.0,7.0,0.07,1.237,0.0425,26.7,5.074595141700405,4.003272432932469,4.366188448722696,5.761184690108691,2.3374999999999995,4.997535329440157,3.346756041756042,0.0,2280,86210.0,184320.0,583040.0,2200,158570.0,288800.0,742630.0,19300,785640.0,1464380.0,3054780.0
CB2.1,1990-08-29,11.605,8.3,0.0,1.352,0.058,27.0,3.8,3.3105717537014807,4.999166666666667,3.247916666666667,0.0,4.081787159566294,2.8449613697065708,0.0,2990,74780.0,173080.0,384350.0,7100,123560.0,308040.0,594000.0,27400,655520.0,1504730.0,2384260.0
CB2.1,1990-09-12,14.1,7.6,0.05,1.558,0.1055,24.3,0.0,3.546341463414634,5.846031746031747,4.633580821508246,0.0,5.129219779676289,3.1479792361883576,0.0,1250,70800.0,163480.0,259880.0,1720,117970.0,300700.0,413300.0,17200,630080.0,1515920.0,2103460.0
CB2.1,1990-09-26,13.5,9.6,0.0,1.365,0.0436,17.8,5.395320512820512,0.0,3.5615384615384613,5.975638015373864,0.0,6.827311668278114,4.275757575757575,0.0,1250,54970.0,127650.0,227200.0,2750,99300.0,213780.0,397420.0,19400,579590.0,1207210.0,2047450.0
CB2.1,1990-10-17,3.7,8.8,0.0,1.762,0.0639,17.9,0.0,0.0,0.0,6.919985436678174,0.0,5.7037949742495595,4.428,0.0,7500,109670.0,179890.0,253370.0,17100,190880.0,314150.0,435010.0,87100,971570.0,1589410.0,2248880.0
CB2.1,1990-11-13,3.0,12.2,0.0,2.106,0.1083,5.6,5.394841269841271,7.204465156809488,0.0,0.0,0.0,0.0,0.0,0.0,5980,351110.0,431290.0,501180.0,9730,597020.0,714050.0,831860.0,118000,2527900.0,3188160.0,3812640.0
CB2.1,1990-12-12,1.8,12.8,0.0,1.4991,0.0456,4.5,0.0,0.0,0.0,8.274598017550991,0.0,5.7944141109732925,0.0,0.0,4860,154660.0,525590.0,581790.0,8490,238000.0,866790.0,944710.0,56300,1888200.0,4427100.0,4975260.0
CB2.1,1991-01-09,1.5,14.5,0.0,1.71,0.0497,0.6,5.278974294396611,4.170967741935483,6.929188293599699,0.0,0.0,0.0,0.0,0.0,11200,332400.0,496610.0,864000.0,21300,683240.0,931390.0,1539670.0,55600,2702500.0,4599700.0,7083600.0
