YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2001 01 06 10 275  6.2  6.6 99.00 99.00 99.00 999 1004.2   1.5   1.6 999.0 99.0 99.00
2001 01 06 11 267  5.6  5.9 99.00 99.00 99.00 999 1004.9   1.0   1.6 999.0 99.0 99.00
2001 01 06 12 250  3.1  3.2 99.00 99.00 99.00 999 1005.7   0.5   1.6 999.0 99.0 99.00
2001 01 06 13 278  2.9  3.3 99.00 99.00 99.00 999 1006.1   0.8   1.9 999.0 99.0 99.00
2001 01 06 14 304  7.0  7.9 99.00 99.00 99.00 999 1007.3   1.7   1.3 999.0 99.0 99.00
2001 01 06 15 302  8.3 10.3 99.00 99.00 99.00 999 1007.9   2.5   1.2 999.0 99.0 99.00
2001 01 06 16 298 10.1 11.5 99.00 99.00 99.00 999 1008.2   2.6   1.0 999.0 99.0 99.00
2001 01 06 17 301  8.3  9.4 99.00 99.00 99.00 999 1008.1   2.6   1.1 999.0 99.0 99.00
2001 01 06 18 308 11.8 13.6 99.00 99.00 99.00 999 1007.8   2.7   0.9 999.0 99.0 99.00
2001 01 06 19 309  9.9 11.8 99.00 99.00 99.00 999 1008.2   3.4   0.8 999.0 99.0 99.00
2001 01 06 20 306  8.4  9.6 99.00 99.00 99.00 999 1008.6   3.8   0.8 999.0 99.0 99.00
2001 01 06 21 300  7.7  8.6 99.00 99.00 99.00 999 1008.9   4.0   1.0 999.0 99.0 99.00
2001 01 06 22 295  6.6  7.3 99.00 99.00 99.00 999 1009.6   3.3   1.0 999.0 99.0 99.00
2001 01 06 23 324  5.3  5.8 99.00 99.00 99.00 999 1010.4   3.2   1.0 999.0 99.0 99.00
2001 01 07 00 296  3.6  4.1 99.00 99.00 99.00 999 1010.9   2.9   1.1 999.0 99.0 99.00
2001 01 07 01 301  2.4  2.6 99.00 99.00 99.00 999 1011.4   2.7   1.1 999.0 99.0 99.00
2001 01 07 02 344  1.0  1.1 99.00 99.00 99.00 999 1011.5   2.6   1.1 999.0 99.0 99.00
2001 01 07 03  29  0.8  0.8 99.00 99.00 99.00 999 1011.3   2.6   1.0 999.0 99.0 99.00
2001 01 07 04 200  4.1  4.2 99.00 99.00 99.00 999 1011.3   0.5   0.9 999.0 99.0 99.00
2001 01 07 05 204  3.2  3.3 99.00 99.00 99.00 999 1011.1   0.6   1.4 999.0 99.0 99.00
2001 01 07 06 209  2.3  2.3 99.00 99.00 99.00 999 1010.9   0.4   1.6 999.0 99.0 99.00
2001 01 07 07 184  5.5  5.9 99.00 99.00 99.00 999 1011.1   0.6   1.7 999.0 99.0 99.00
2001 01 07 08 186  5.0  5.3 99.00 99.00 99.00 999 1011.0   1.0   1.7 999.0 99.0 99.00
2001 01 07 09 183  5.3  5.9 99.00 99.00 99.00 999 1011.2   1.0   1.8 999.0 99.0 99.00
2001 01 07 10 168  3.7  4.1 99.00 99.00 99.00 999 1011.3   0.8   1.7 999.0 99.0 99.00
2001 01 07 11 174  4.5  4.8 99.00 99.00 99.00 999 1011.5   0.8   1.8 999.0 99.0 99.00
2001 01 07 12 172  4.7  5.1 99.00 99.00 99.00 999 1011.4   0.6   1.9 999.0 99.0 99.00
2001 01 07 13 175  3.9  4.2 99.00 99.00 99.00 999 1011.6   1.0   2.4 999.0 99.0 99.00
2001 01 07 14 187  3.1  3.3 99.00 99.00 99.00 999 1012.0   0.8   2.4 999.0 99.0 99.00
2001 01 07 15 183  2.6  2.8 99.00 99.00 99.00 999 1012.4   0.6   2.4 999.0 99.0 99.00
2001 01 07 16 184  3.6  3.9 99.00 99.00 99.00 999 1012.6   0.7   2.4 999.0 99.0 99.00
2001 01 07 17 195  3.7  3.9 99.00 99.00 99.00 999 1011.9   0.9   2.3 999.0 99.0 99.00
2001 01 07 18 197  3.0  3.2 99.00 99.00 99.00 999 1010.8   1.2   2.3 999.0 99.0 99.00
2001 01 07 19 192  3.9  4.1 99.00 99.00 99.00 999 1010.7   2.2   2.2 999.0 99.0 99.00
2001 01 07 20 159  2.7  2.8 99.00 99.00 99.00 999 1010.6   3.0   2.1 999.0 99.0 99.00
2001 01 07 21 154  1.2  1.2 99.00 99.00 99.00 999 1010.8   3.5   2.0 999.0 99.0 99.00
2001 01 07 22 181  1.9  2.1 99.00 99.00 99.00 999 1011.0   2.9   1.8 999.0 99.0 99.00
2001 01 07 23 174  4.3  4.6 99.00 99.00 99.00 999 1011.3   2.3   1.9 999.0 99.0 99.00
2001 01 08 00 166  1.5  1.9 99.00 99.00 99.00 999 1011.5   1.9   2.0 999.0 99.0 99.00
2001 01 08 01 114  0.8  1.5 99.00 99.00 99.00 999 1011.5   2.2   2.1 999.0 99.0 99.00
2001 01 08 02   9  1.1  1.2 99.00 99.00 99.00 999 1011.6   2.0   2.1 999.0 99.0 99.00
2001 01 08 03  24  3.8  3.9 99.00 99.00 99.00 999 1011.3   1.5   2.2 999.0 99.0 99.00
2001 01 08 04  19  4.0  4.1 99.00 99.00 99.00 999 1011.2   1.2   2.1 999.0 99.0 99.00
2001 01 08 05   1  4.0  4.2 99.00 99.00 99.00 999 1011.1   1.0   1.9 999.0 99.0 99.00
2001 01 08 06   6  4.4  4.7 99.00 99.00 99.00 999 1011.0   0.9   1.9 999.0 99.0 99.00
2001 01 08 07  12  4.5  4.7 99.00 99.00 99.00 999 1010.6   0.9   2.1 999.0 99.0 99.00
2001 01 08 08   9  3.6  3.8 99.00 99.00 99.00 999 1010.3   1.1   2.1 999.0 99.0 99.00
2001 01 08 09   4  3.6  4.0 99.00 99.00 99.00 999 1009.9   0.9   2.0 999.0 99.0 99.00
2001 01 08 10   0  5.1  5.4 99.00 99.00 99.00 999 1009.4   0.7   1.9 999.0 99.0 99.00
2001 01 08 11  13  5.1  5.6 99.00 99.00 99.00 999 1009.5   1.1   1.9 999.0 99.0 99.00
2001 01 08 12   5  4.9  5.1 99.00 99.00 99.00 999 1010.0   1.1   1.9 999.0 99.0 99.00
2001 01 08 13   1  6.9  7.1 99.00 99.00 99.00 999 1010.1   1.1   1.7 999.0 99.0 99.00
2001 01 08 14   1  3.0  3.4 99.00 99.00 99.00 999 1010.7   1.3   1.7 999.0 99.0 99.00
2001 01 08 15 355  4.1  4.5 99.00 99.00 99.00 999 1010.5   1.3   1.9 999.0 99.0 99.00
2001 01 08 16   4  3.5  3.7 99.00 99.00 99.00 999 1009.8   0.7   1.8 999.0 99.0 99.00
2001 01 08 17   6  3.9  4.4 99.00 99.00 99.00 999 1008.5   0.6   2.0 999.0 99.0 99.00
2001 01 08 18 339  4.8  5.4 99.00 99.00 99.00 999 1007.4   0.7   2.0 999.0 99.0 99.00
2001 01 08 19   6  2.8  3.1 99.00 99.00 99.00 999 1006.9   0.9   2.0 999.0 99.0 99.00
2001 01 08 20 343  4.0  4.2 99.00 99.00 99.00 999 1006.7   1.1   2.1 999.0 99.0 99.00
2001 01 08 21 329  4.6  4.8 99.00 99.00 99.00 999 1007.0   1.8   2.2 999.0 99.0 99.00
2001 01 08 22 326  5.8  6.2 99.00 99.00 99.00 999 1007.3   1.7   2.1 999.0 99.0 99.00
