YYYY MM DD hh  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2004 01 06 15 305  8.7  9.9 99.00 99.00 99.00 999 1021.8   3.9   4.7  -5.7 99.0 99.00
2004 01 06 16 306  9.9 11.6 99.00 99.00 99.00 999 1022.1   2.7   4.8  -5.9 99.0 99.00
2004 01 06 17 295  9.7 11.4 99.00 99.00 99.00 999 1021.2   3.2   4.9  -6.9 99.0 99.00
2004 01 06 18 291  9.0 11.3 99.00 99.00 99.00 999 1020.4   4.1   5.0  -8.0 99.0 99.00
2004 01 06 19 288  9.5 11.4 99.00 99.00 99.00 999 1020.0   4.1   5.1  -7.1 99.0 99.00
2004 01 06 20 279  9.7 12.1 99.00 99.00 99.00 999 1020.1   4.2   5.1  -6.4 99.0 99.00
2004 01 06 21 287 12.4 14.5 99.00 99.00 99.00 999 1020.7   3.0   5.1  -4.3 99.0 99.00
2004 01 06 22 308 11.2 13.2 99.00 99.00 99.00 999 1021.9   2.2   5.0  -8.6 99.0 99.00
2004 01 06 23 311 10.7 13.1 99.00 99.00 99.00 999 1023.2   0.4   4.9 -13.5 99.0 99.00
2004 01 07 00 304 12.4 14.0 99.00 99.00 99.00 999 1024.1  -0.1   5.0 -13.6 99.0 99.00
2004 01 07 01 300  9.6 11.1 99.00 99.00 99.00 999 1025.3  -1.3   5.0 -15.2 99.0 99.00
2004 01 07 02 316  9.4 12.4 99.00 99.00 99.00 999 1025.5  -2.2   4.9 -15.2 99.0 99.00
2004 01 07 03 312  7.1  8.1 99.00 99.00 99.00 999 1026.5  -2.9   4.8 -15.0 99.0 99.00
2004 01 07 04 301  8.4 10.2 99.00 99.00 99.00 999 1026.4  -3.0   4.7 -13.8 99.0 99.00
2004 01 07 05 287  8.0 10.1 99.00 99.00 99.00 999 1026.7  -3.7   4.8 -15.1 99.0 99.00
2004 01 07 06 286 11.6 13.7 99.00 99.00 99.00 999 1026.5  -4.3   4.7 -16.0 99.0 99.00
2004 01 07 07 281 13.1 14.7 99.00 99.00 99.00 999 1026.4  -4.7   4.3 -16.2 99.0 99.00
2004 01 07 08 296  8.4  9.9 99.00 99.00 99.00 999 1026.7  -4.8   4.4 -14.3 99.0 99.00
2004 01 07 09 309  9.6 12.0 99.00 99.00 99.00 999 1026.9  -5.4   4.3 -15.3 99.0 99.00
2004 01 07 10 284 11.5 14.3 99.00 99.00 99.00 999 1027.2  -5.7   4.3 -15.3 99.0 99.00
2004 01 07 11 296  8.6 11.5 99.00 99.00 99.00 999 1027.6  -6.0   4.2 -14.2 99.0 99.00
2004 01 07 12 289  8.9 10.3 99.00 99.00 99.00 999 1028.1  -6.2   4.1 -14.7 99.0 99.00
2004 01 07 13 285 10.6 11.7 99.00 99.00 99.00 999 1028.7  -6.1   4.1 -15.0 99.0 99.00
2004 01 07 14 273 10.1 12.3 99.00 99.00 99.00 999 1029.8  -5.9   4.0 -16.4 99.0 99.00
2004 01 07 15 283 12.1 13.4 99.00 99.00 99.00 999 1029.5  -5.4   4.1 -15.9 99.0 99.00
2004 01 07 16 286 11.4 14.4 99.00 99.00 99.00 999 1028.7  -4.7   4.5 -15.0 99.0 99.00
2004 01 07 17 286  8.7 11.3 99.00 99.00 99.00 999 1027.8  -4.4   4.5 -16.7 99.0 99.00
2004 01 07 18 273 10.0 11.6 99.00 99.00 99.00 999 1026.1  -3.2   4.0 -15.0 99.0 99.00
2004 01 07 19 292 11.0 13.6 99.00 99.00 99.00 999 1025.7  -2.6   3.7 -15.3 99.0 99.00
2004 01 07 20 268 13.2 15.4 99.00 99.00 99.00 999 1026.3  -1.8   4.0 -13.9 99.0 99.00
2004 01 07 21 280 11.1 13.7 99.00 99.00 99.00 999 1026.7  -1.3   4.1 -13.5 99.0 99.00
2004 01 07 22 282  9.4 10.6 99.00 99.00 99.00 999 1027.5  -1.6   4.3 -13.3 99.0 99.00
2004 01 07 23 276 10.8 11.8 99.00 99.00 99.00 999 1027.5  -2.0   4.2 -12.9 99.0 99.00
2004 01 08 00 290  8.9 10.4 99.00 99.00 99.00 999 1028.3  -2.4   4.1 -13.1 99.0 99.00
2004 01 08 01 280  9.0 11.1 99.00 99.00 99.00 999 1028.8  -2.6   4.0 -13.2 99.0 99.00
2004 01 08 02 300 12.4 14.4 99.00 99.00 99.00 999 1028.2  -2.6   3.9 -13.2 99.0 99.00
2004 01 08 03 279  7.7  9.2 99.00 99.00 99.00 999 1028.7  -2.8   3.7 -12.7 99.0 99.00
2004 01 08 04 286  7.4  8.2 99.00 99.00 99.00 999 1028.6  -2.8   3.6 -12.8 99.0 99.00
2004 01 08 05 287  6.1  6.8 99.00 99.00 99.00 999 1028.3  -3.0   3.7 -12.3 99.0 99.00
2004 01 08 06 273  4.6  5.5 99.00 99.00 99.00 999 1028.6  -3.3   3.8 -12.6 99.0 99.00
2004 01 08 07 285  6.5  7.6 99.00 99.00 99.00 999 1028.9  -3.0   3.7 -11.4 99.0 99.00
2004 01 08 08 283  9.6 11.4 99.00 99.00 99.00 999 1028.9  -2.8   3.7 -12.2 99.0 99.00
2004 01 08 09 278  6.7  8.6 99.00 99.00 99.00 999 1028.7  -2.8   3.4 -12.8 99.0 99.00
2004 01 08 10 274  4.3  5.4 99.00 99.00 99.00 999 1028.7  -2.9   3.6 -11.9 99.0 99.00
2004 01 08 11 268  5.4  6.7 99.00 99.00 99.00 999 1028.5  -2.6   3.6 -12.0 99.0 99.00
2004 01 08 12 264  6.3  7.1 99.00 99.00 99.00 999 1028.8  -2.6   3.8 -12.4 99.0 99.00
2004 01 08 13 252  6.4  7.2 99.00 99.00 99.00 999 1029.5  -2.8   3.4 -12.3 99.0 99.00
2004 01 08 14 276  6.1  6.7 99.00 99.00 99.00 999 1030.1  -2.2   2.8 -12.5 99.0 99.00
2004 01 08 15 296  6.1  6.9 99.00 99.00 99.00 999 1029.9  -1.6   3.1 -12.4 99.0 99.00
2004 01 08 16 281  4.8  6.0 99.00 99.00 99.00 999 1029.2  -1.1   3.1 -12.2 99.0 99.00
2004 01 08 17 274  6.6  7.4 99.00 99.00 99.00 999 1027.6  -0.6   3.1 -12.4 99.0 99.00
2004 01 08 18 257  5.4  6.6 99.00 99.00 99.00 999 1026.8  -0.2   3.1 -12.7 99.0 99.00
2004 01 08 19 263  6.9  7.8 99.00 99.00 99.00 999 1026.3   0.0   3.3 -14.8 99.0 99.00
2004 01 08 20 254  5.1  6.2 99.00 99.00 99.00 999 1026.1   0.6   3.2 -13.2 99.0 99.00
2004 01 08 21 269  3.2  3.8 99.00 99.00 99.00 999 1025.9   0.9   3.3 -13.9 99.0 99.00
2004 01 08 22 252  4.1  5.2 99.00 99.00 99.00 999 1026.0   1.2   3.4 -11.8 99.0 99.00
2004 01 08 23 213  3.6  4.0 99.00 99.00 99.00 999 1025.7   1.3   3.4 -11.7 99.0 99.00
2004 01 09 00 215  2.4  2.7 99.00 99.00 99.00 999 1025.2   1.2   3.3 -11.2 99.0 99.00
2004 01 09 01 217  3.3  3.7 99.00 99.00 99.00 999 1025.1   1.3   2.8 -11.2 99.0 99.00
2004 01 09 02 238  4.0  4.4 99.00 99.00 99.00 999 1025.0   1.3   3.2 -10.2 99.0 99.00
2004 01 09 03 249  5.7  6.5 99.00 99.00 99.00 999 1024.8   1.3   3.1  -8.1 99.0 99.00
2004 01 09 04 249  4.9  5.3 99.00 99.00 99.00 999 1024.4   1.0   3.3  -7.2 99.0 99.00
2004 01 09 05 249  4.9  5.5 99.00 99.00 99.00 999 1024.2   0.8   3.3  -6.2 99.0 99.00
2004 01 09 06 247  4.9  5.5 99.00 99.00 99.00 999 1023.7   0.5   3.2  -4.7 99.0 99.00
2004 01 09 07 277  4.4  4.6 99.00 99.00 99.00 999 1024.1   0.2   3.1  -4.9 99.0 99.00
2004 01 09 08 304  4.2  4.8 99.00 99.00 99.00 999 1024.4   0.0   3.1  -5.0 99.0 99.00
2004 01 09 09 275  3.7  4.4 99.00 99.00 99.00 999 1023.8  -0.5   3.4  -5.1 99.0 99.00
2004 01 09 10 278  3.1  3.5 99.00 99.00 99.00 999 1023.5  -0.5   3.2  -5.1 99.0 99.00
2004 01 09 11 357  6.4  6.9 99.00 99.00 99.00 999 1023.5  -1.8   3.4  -4.0 99.0 99.00
