YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
86 01 01 00 200 07.7 09.3 99.00 99.00 99.00 999 1011.0  05.4  03.4 999.0 99.0
86 01 01 01 210 08.3 09.8 99.00 99.00 99.00 999 1010.8  05.7  03.2 999.0 99.0
86 01 01 02 210 08.8 10.8 99.00 99.00 99.00 999 1010.9  06.3  03.2 999.0 99.0
86 01 01 03 220 06.7 08.3 99.00 99.00 99.00 999 1010.8  06.2  03.2 999.0 99.0
86 01 01 04 230 03.1 03.6 99.00 99.00 99.00 999 1010.4  05.5  03.2 999.0 99.0
86 01 01 05 250 04.1 04.6 99.00 99.00 99.00 999 1010.9  05.5  03.3 999.0 99.0
86 01 01 06 230 03.6 03.6 99.00 99.00 99.00 999 1010.5  05.3  04.0 999.0 99.0
86 01 01 07 230 03.6 04.1 99.00 99.00 99.00 999 1011.2  05.2  03.8 999.0 99.0
86 01 01 08 270 04.1 04.1 99.00 99.00 99.00 999 1012.1  04.8  03.6 999.0 99.0
86 01 01 09 280 04.1 04.6 99.00 99.00 99.00 999 1012.3  04.2  03.8 999.0 99.0
86 01 01 10 300 05.1 05.7 99.00 99.00 99.00 999 1012.9  03.9  03.6 999.0 99.0
86 01 01 11 310 07.2 08.3 99.00 99.00 99.00 999 1014.1  03.9  03.5 999.0 99.0
86 01 01 12 310 07.7 09.3 99.00 99.00 99.00 999 1016.0  03.4  03.7 999.0 99.0
86 01 01 13 300 06.7 07.7 99.00 99.00 99.00 999 1017.5  02.4  03.7 999.0 99.0
86 01 01 14 310 04.6 05.7 99.00 99.00 99.00 999 1019.0  02.4  03.6 999.0 99.0
86 01 01 15 300 07.2 08.3 99.00 99.00 99.00 999 1019.8  02.5  03.6 999.0 99.0
86 01 01 16 280 05.7 06.7 99.00 99.00 99.00 999 1020.4  02.3  03.2 999.0 99.0
86 01 01 17 330 06.2 07.2 99.00 99.00 99.00 999 1019.5  02.6  03.1 999.0 99.0
86 01 01 18 300 04.6 05.7 99.00 99.00 99.00 999 1019.2  02.9  03.1 999.0 99.0
86 01 01 19 000 02.1 02.1 99.00 99.00 99.00 999 1019.4  03.3  03.1 999.0 99.0
86 01 01 21 270 03.6 04.1 99.00 99.00 99.00 999 1021.0  04.0  03.2 999.0 99.0
86 01 01 22 290 02.6 02.6 99.00 99.00 99.00 999 1021.5  03.9  03.2 999.0 99.0
86 01 01 23 270 02.6 02.6 99.00 99.00 99.00 999 1022.3  03.4  03.2 999.0 99.0
86 01 02 00 280 01.0 01.5 99.00 99.00 99.00 999 1022.9  02.5  03.3 999.0 99.0
86 01 02 01 000 00.0 00.0 99.00 99.00 99.00 999 1023.1  02.2  03.3 999.0 99.0
86 01 02 02 200 01.0 01.5 99.00 99.00 99.00 999 1023.3  01.7  03.2 999.0 99.0
86 01 02 03 210 01.5 02.1 99.00 99.00 99.00 999 1023.4  01.8  03.1 999.0 99.0
86 01 02 04 200 02.6 03.1 99.00 99.00 99.00 999 1023.7  01.9  02.7 999.0 99.0
86 01 02 05 180 04.6 05.1 99.00 99.00 99.00 999 1023.5  02.5  03.0 999.0 99.0
86 01 02 06 190 03.1 03.1 99.00 99.00 99.00 999 1023.3  02.6  02.9 999.0 99.0
86 01 02 07 230 01.0 01.5 99.00 99.00 99.00 999 1023.9  01.6  03.2 999.0 99.0
86 01 02 08 270 01.0 01.0 99.00 99.00 99.00 999 1024.1  01.2  03.1 999.0 99.0
86 01 02 09 210 02.6 03.1 99.00 99.00 99.00 999 1023.9  01.2  02.8 999.0 99.0
86 01 02 10 190 05.7 06.2 99.00 99.00 99.00 999 1024.3  02.4  02.8 999.0 99.0
86 01 02 11 200 04.1 04.6 99.00 99.00 99.00 999 1024.8  01.5  02.8 999.0 99.0
86 01 02 12 180 04.6 05.1 99.00 99.00 99.00 999 1024.8  01.2  03.0 999.0 99.0
86 01 02 13 190 06.7 07.2 99.00 99.00 99.00 999 1025.6  01.5  02.9 999.0 99.0
86 01 02 14 190 05.7 06.2 99.00 99.00 99.00 999 1026.1  02.3  03.0 999.0 99.0
86 01 02 15 190 04.1 04.6 99.00 99.00 99.00 999 1026.4  02.9  03.1 999.0 99.0
86 01 02 16 180 03.6 04.1 99.00 99.00 99.00 999 1026.2  03.4  03.1 999.0 99.0
86 01 02 17 170 05.1 05.7 99.00 99.00 99.00 999 1024.9  03.9  03.2 999.0 99.0
86 01 02 18 160 07.2 07.2 99.00 99.00 99.00 999 1023.6  05.3  03.2 999.0 99.0
86 01 02 19 160 07.7 08.3 99.00 99.00 99.00 999 1023.0  05.1  03.2 999.0 99.0
86 01 02 20 160 07.2 07.7 99.00 99.00 99.00 999 1022.5  05.8  03.4 999.0 99.0
86 01 02 21 170 06.7 07.2 99.00 99.00 99.00 999 1022.9  05.6  03.4 999.0 99.0
86 01 02 22 150 06.7 07.2 99.00 99.00 99.00 999 1022.2  05.5  03.4 999.0 99.0
86 01 02 23 160 07.7 08.8 99.00 99.00 99.00 999 1022.0  05.9  03.4 999.0 99.0
86 01 03 00 160 06.7 07.7 99.00 99.00 99.00 999 1021.8  05.5  03.4 999.0 99.0
86 01 03 01 170 06.2 06.2 99.00 99.00 99.00 999 1021.5  04.5  03.2 999.0 99.0
86 01 03 02 170 06.7 07.2 99.00 99.00 99.00 999 1021.2  05.0  03.2 999.0 99.0
86 01 03 03 170 06.2 06.7 99.00 99.00 99.00 999 1020.3  04.8  03.2 999.0 99.0
86 01 03 04 160 05.7 06.7 99.00 99.00 99.00 999 1019.4  04.6  03.2 999.0 99.0
86 01 03 05 170 06.2 06.7 99.00 99.00 99.00 999 1017.9  04.7  03.2 999.0 99.0
86 01 03 06 170 04.6 04.6 99.00 99.00 99.00 999 1016.7  04.4  03.2 999.0 99.0
86 01 03 07 160 04.1 04.6 99.00 99.00 99.00 999 1015.9  05.1  03.3 999.0 99.0
86 01 03 08 150 04.1 04.1 99.00 99.00 99.00 999 1014.8  05.4  03.5 999.0 99.0
86 01 03 09 140 04.6 05.1 99.00 99.00 99.00 999 1013.0  04.7  03.5 999.0 99.0
86 01 03 10 140 03.6 03.6 99.00 99.00 99.00 999 1012.0  04.8  03.4 999.0 99.0
86 01 03 11 150 04.6 05.1 99.00 99.00 99.00 999 1011.2  05.1  03.4 999.0 99.0
86 01 03 12 190 03.1 03.1 99.00 99.00 99.00 999 1010.8  04.9  03.4 999.0 99.0
86 01 03 13 160 02.6 02.6 99.00 99.00 99.00 999 1010.0  05.5  03.3 999.0 99.0
86 01 03 14 210 02.1 02.1 99.00 99.00 99.00 999 1009.2  06.4  03.4 999.0 99.0
86 01 03 15 000 00.0 00.5 99.00 99.00 99.00 999 1009.1  05.7  03.5 999.0 99.0
86 01 03 16 000 00.0 00.5 99.00 99.00 99.00 999 1007.5  06.0  03.4 999.0 99.0
86 01 03 17 000 00.0 00.0 99.00 99.00 99.00 999 1006.2  06.6  03.3 999.0 99.0
86 01 03 18 170 02.1 02.6 99.00 99.00 99.00 999 1005.3  06.8  03.4 999.0 99.0
86 01 03 19 160 03.1 03.6 99.00 99.00 99.00 999 1005.2  06.6  03.6 999.0 99.0
86 01 03 20 200 04.6 05.1 99.00 99.00 99.00 999 1005.7  09.1  03.7 999.0 99.0
86 01 03 21 290 09.8 10.8 99.00 99.00 99.00 999 1007.6  11.6  03.9 999.0 99.0
86 01 03 22 290 08.8 09.8 99.00 99.00 99.00 999 1009.1  10.4  03.8 999.0 99.0
86 01 03 23 290 10.8 16.0 99.00 99.00 99.00 999 1010.6  09.3  03.7 999.0 99.0
86 01 04 00 280 09.8 11.3 99.00 99.00 99.00 999 1012.2  07.9  03.7 999.0 99.0
86 01 04 01 280 06.7 07.2 99.00 99.00 99.00 999 1013.3  07.1  03.7 999.0 99.0
86 01 04 02 280 03.6 03.6 99.00 99.00 99.00 999 1014.1  06.2  03.7 999.0 99.0
86 01 04 03 270 03.6 03.6 99.00 99.00 99.00 999 1015.1  06.0  03.8 999.0 99.0
86 01 04 04 240 03.6 04.1 99.00 99.00 99.00 999 1015.6  05.4  03.8 999.0 99.0
86 01 04 05 280 05.1 05.7 99.00 99.00 99.00 999 1016.4  05.1  03.8 999.0 99.0
86 01 04 06 280 07.2 09.3 99.00 99.00 99.00 999 1017.5  05.6  03.8 999.0 99.0
86 01 04 07 280 07.7 08.8 99.00 99.00 99.00 999 1018.4  05.3  03.7 999.0 99.0
86 01 04 08 290 06.2 07.2 99.00 99.00 99.00 999 1019.8  04.8  03.5 999.0 99.0
86 01 04 09 290 05.1 05.7 99.00 99.00 99.00 999 1020.0  04.2  03.5 999.0 99.0
86 01 04 10 310 06.2 07.2 99.00 99.00 99.00 999 1020.1  03.9  03.5 999.0 99.0
86 01 04 11 300 03.6 04.1 99.00 99.00 99.00 999 1021.1  03.5  03.4 999.0 99.0
86 01 04 12 280 02.1 02.1 99.00 99.00 99.00 999 1021.4  03.0  03.4 999.0 99.0
86 01 04 13 330 01.0 02.1 99.00 99.00 99.00 999 1021.5  02.6  03.4 999.0 99.0
86 01 04 14 290 02.6 03.1 99.00 99.00 99.00 999 1022.6  02.8  03.6 999.0 99.0
86 01 04 15 300 02.1 02.1 99.00 99.00 99.00 999 1023.0  03.0  03.6 999.0 99.0
86 01 04 16 000 00.0 00.0 99.00 99.00 99.00 999 1022.7  03.9  03.6 999.0 99.0
86 01 04 17 170 00.5 00.5 99.00 99.00 99.00 999 1021.8  04.0  03.5 999.0 99.0
86 01 04 18 150 01.0 01.0 99.00 99.00 99.00 999 1020.6  03.7  03.5 999.0 99.0
86 01 04 19 110 00.5 00.5 99.00 99.00 99.00 999 1019.7  03.6  03.5 999.0 99.0
86 01 04 20 170 01.5 02.1 99.00 99.00 99.00 999 1019.4  03.9  03.6 999.0 99.0
86 01 04 21 160 01.5 02.1 99.00 99.00 99.00 999 1019.3  03.7  03.5 999.0 99.0
86 01 04 22 160 03.6 04.1 99.00 99.00 99.00 999 1018.6  03.9  03.5 999.0 99.0
