#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 04 04 15 00 273 12.4 14.7 99.00 99.00 99.00 999 1006.7  11.0   8.5   0.0 99.0 99.00
2009 04 04 16 00 277 14.0 16.1 99.00 99.00 99.00 999 1006.4  11.8   8.6   0.0 99.0 99.00
2009 04 04 18 00 280 13.2 15.3 99.00 99.00 99.00 999 1006.0  14.7   8.6 999.0 99.0 99.00
2009 04 05 00 00 264  4.5  4.8 99.00 99.00 99.00 999 1009.2  15.8   8.7   1.4 99.0 99.00
2009 04 05 01 00 285  8.1  9.1 99.00 99.00 99.00 999 1009.6  15.3   8.7   0.8 99.0 99.00
2009 04 05 02 00 262  7.1  7.9 99.00 99.00 99.00 999 1010.6  14.5   8.8   0.6 99.0 99.00
2009 04 05 03 00 280  7.4  9.0 99.00 99.00 99.00 999 1010.9  14.1   8.8   0.7 99.0 99.00
2009 04 05 04 00 281  7.7  8.4 99.00 99.00 99.00 999 1011.3  13.2   8.8   1.2 99.0 99.00
2009 04 05 05 00 294  6.4  7.6 99.00 99.00 99.00 999 1011.8  12.7   8.8   1.0 99.0 99.00
2009 04 05 06 00 281  4.2  4.7 99.00 99.00 99.00 999 1012.4  11.8   8.9   2.0 99.0 99.00
2009 04 05 07 00 282  5.0  5.2 99.00 99.00 99.00 999 1012.6  11.5   9.0   1.9 99.0 99.00
2009 04 05 08 00 260  2.6  2.8 99.00 99.00 99.00 999 1012.6  10.6   8.9   1.9 99.0 99.00
2009 04 05 09 00 284  4.0  4.7 99.00 99.00 99.00 999 1012.7  10.5   8.8   2.0 99.0 99.00
2009 04 05 10 00 290  3.4  4.4 99.00 99.00 99.00 999 1013.3  10.0   8.8   2.0 99.0 99.00
2009 04 05 11 00 301  5.7  7.7 99.00 99.00 99.00 999 1013.6   9.9   8.8   0.3 99.0 99.00
2009 04 05 12 00 286  4.4  5.3 99.00 99.00 99.00 999 1014.4   9.8   8.8   1.0 99.0 99.00
2009 04 05 13 00 293  4.6  5.1 99.00 99.00 99.00 999 1014.7  10.4   8.9   0.6 99.0 99.00
2009 04 05 14 00 267  3.1  3.4 99.00 99.00 99.00 999 1014.3  11.0   9.0   0.0 99.0 99.00
2009 04 05 15 00 293  3.4  4.0 99.00 99.00 99.00 999 1014.2  11.5   9.0   0.3 99.0 99.00
2009 04 05 16 00 135  2.5  3.0 99.00 99.00 99.00 999 1013.5  11.8   9.0   1.0 99.0 99.00
2009 04 05 17 00 130  3.5  3.5 99.00 99.00 99.00 999 1012.6  11.8   9.1   0.5 99.0 99.00
2009 04 05 18 00 137  4.5  4.6 99.00 99.00 99.00 999 1011.3  11.5   9.1   5.4 99.0 99.00
2009 04 05 19 00 144  5.0  5.0 99.00 99.00 99.00 999 1010.5  13.6   9.2   2.5 99.0 99.00
2009 04 05 20 00 144  4.2  4.4 99.00 99.00 99.00 999 1009.6  14.1   9.8   4.4 99.0 99.00
2009 04 05 21 00 164  4.6  4.7 99.00 99.00 99.00 999 1009.1  13.8  10.1   4.9 99.0 99.00
2009 04 05 22 00 173  4.0  4.5 99.00 99.00 99.00 999 1008.8  12.5  10.1   8.1 99.0 99.00
2009 04 05 23 00 157  4.6  5.0 99.00 99.00 99.00 999 1008.1  13.2  10.0   8.3 99.0 99.00
2009 04 06 00 00 151  7.3  7.8 99.00 99.00 99.00 999 1007.3  13.5   9.3   8.2 99.0 99.00
2009 04 06 01 00 142  4.6  4.7 99.00 99.00 99.00 999 1007.1  13.1   9.4   7.9 99.0 99.00
2009 04 06 02 00 150  5.9  6.1 99.00 99.00 99.00 999 1006.3  12.9   9.5   8.4 99.0 99.00
2009 04 06 03 00 138  4.2  4.4 99.00 99.00 99.00 999 1005.3  12.1   9.3   9.2 99.0 99.00
2009 04 06 04 00 141  4.3  4.5 99.00 99.00 99.00 999 1004.2  11.7   9.4   9.6 99.0 99.00
2009 04 06 05 00 137  4.1  4.2 99.00 99.00 99.00 999 1003.4  11.9   9.5  10.0 99.0 99.00
2009 04 06 06 00 134  4.4  4.6 99.00 99.00 99.00 999 1001.9  12.1   9.7  10.9 99.0 99.00
2009 04 06 07 00 137  5.4  5.8 99.00 99.00 99.00 999 1000.2  12.5   9.5  11.8 99.0 99.00
2009 04 06 08 00 154  7.1  7.6 99.00 99.00 99.00 999  999.1  12.4   9.5  11.9 99.0 99.00
2009 04 06 10 00 160  9.0  9.9 99.00 99.00 99.00 999  997.2  13.3   9.5  12.3 99.0 99.00
2009 04 06 11 00 157  8.5  8.8 99.00 99.00 99.00 999  997.3  12.9   9.6  12.8 99.0 99.00
2009 04 06 12 00 160  8.2  8.6 99.00 99.00 99.00 999  997.3  12.8   9.6  12.8 99.0 99.00
2009 04 06 13 00 160  5.3  5.6 99.00 99.00 99.00 999  996.6  12.5   9.4  12.4 99.0 99.00
2009 04 06 14 00 160  2.7  3.0 99.00 99.00 99.00 999  996.1  11.7   9.6  11.7 99.0 99.00
2009 04 06 15 00 313  3.0  3.3 99.00 99.00 99.00 999  995.9  13.4   9.7  13.4 99.0 99.00
2009 04 06 16 00   0  0.0  0.0 99.00 99.00 99.00 999  995.9  12.3   9.8  12.4 99.0 99.00
2009 04 06 17 00 201  2.2  2.9 99.00 99.00 99.00 999  992.6  14.3   9.4  12.4 99.0 99.00
2009 04 06 18 00 154  4.8  5.1 99.00 99.00 99.00 999  991.7  13.2   9.4  11.9 99.0 99.00
2009 04 06 19 00 172  3.1  3.2 99.00 99.00 99.00 999  991.2  12.8   9.5  12.1 99.0 99.00
2009 04 06 20 00 162  5.3  5.9 99.00 99.00 99.00 999  990.6  12.6   9.6  12.4 99.0 99.00
2009 04 06 21 00 267  2.7  3.0 99.00 99.00 99.00 999  991.2  13.8   9.8  11.3 99.0 99.00
2009 04 06 22 00 282  3.9  4.3 99.00 99.00 99.00 999  991.7  14.8   9.9   9.5 99.0 99.00
2009 04 06 23 00 278  9.4 11.2 99.00 99.00 99.00 999  992.3  14.3   9.9   6.2 99.0 99.00
2009 04 07 00 00 301  9.7 12.1 99.00 99.00 99.00 999  992.7  13.5 999.0   5.0 99.0 99.00
2009 04 07 01 00 999 99.0 11.4 99.00 99.00 99.00 999 9999.0 999.0   9.8   4.9 99.0 99.00
2009 04 07 02 00 288 11.2 14.1 99.00 99.00 99.00 999  994.1 999.0   9.8   3.3 99.0 99.00
2009 04 07 04 00 279 11.1 13.2 99.00 99.00 99.00 999  995.2   8.8   9.4   1.3 99.0 99.00
2009 04 07 05 00 281  9.5 12.5 99.00 99.00 99.00 999 9999.0   7.6 999.0   0.4 99.0 99.00
2009 04 07 06 00 294 11.6 13.6 99.00 99.00 99.00 999  996.3   6.1   9.5  -1.0 99.0 99.00
2009 04 07 08 00 300  7.3  8.6 99.00 99.00 99.00 999  997.2   5.0   9.2  -1.5 99.0 99.00
2009 04 07 09 00 267  8.4  9.7 99.00 99.00 99.00 999  997.8   4.8   9.0  -1.7 99.0 99.00
2009 04 07 11 00 275  7.6  9.3 99.00 99.00 99.00 999  998.8   4.3   9.0  -2.8 99.0 99.00
2009 04 07 12 00 281  7.9  9.6 99.00 99.00 99.00 999  999.4   4.4   9.2  -3.4 99.0 99.00
2009 04 07 13 00 276  7.1  9.4 99.00 99.00 99.00 999  999.7   4.7   9.2  -3.4 99.0 99.00
2009 04 07 14 00 275  8.6  9.7 99.00 99.00 99.00 999 1000.0   5.4   9.2  -3.0 99.0 99.00
2009 04 07 16 00 294  8.9  9.8 99.00 99.00 99.00 999 1000.4   6.2   9.2  -3.2 99.0 99.00
2009 04 07 17 00 277  8.9 10.4 99.00 99.00 99.00 999 1000.4   6.4   9.2  -3.9 99.0 99.00
2009 04 07 18 00 277  9.3 11.5 99.00 99.00 99.00 999 1000.2   6.7   9.3  -3.2 99.0 99.00
2009 04 07 22 00 282  8.5  9.2 99.00 99.00 99.00 999 1002.0   6.9   9.2  -3.7 99.0 99.00
2009 04 08 00 00 281  8.0  9.1 99.00 99.00 99.00 999 1003.8   5.9   9.5  -1.8 99.0 99.00
2009 04 08 02 00 275 10.2 11.8 99.00 99.00 99.00 999 1005.5   5.5   9.0  -3.5 99.0 99.00
2009 04 08 03 00 276  4.6  5.7 99.00 99.00 99.00 999 1006.4   5.3   9.1  -2.0 99.0 99.00
2009 04 08 04 00 266  5.1  6.2 99.00 99.00 99.00 999 1007.1   4.9   9.0  -2.9 99.0 99.00
2009 04 08 05 00 245  4.4  5.6 99.00 99.00 99.00 999 1007.2   4.9   8.9  -2.9 99.0 99.00
2009 04 08 06 00 251  4.6  6.2 99.00 99.00 99.00 999 1007.0   4.8   8.9  -2.8 99.0 99.00
2009 04 08 07 00 246  4.6  5.4 99.00 99.00 99.00 999 1006.3   5.0   8.8  -2.9 99.0 99.00
2009 04 08 08 00 214  5.0  5.9 99.00 99.00 99.00 999 1006.4   4.6   8.8  -2.2 99.0 99.00
2009 04 08 09 00 232  4.7  5.6 99.00 99.00 99.00 999 1006.8   4.6   8.8  -1.4 99.0 99.00
2009 04 08 10 00 234  6.9  8.5 99.00 99.00 99.00 999 1007.5   4.8   8.8  -1.0 99.0 99.00
2009 04 08 11 00 244  7.5  8.3 99.00 99.00 99.00 999 1008.0   4.4   8.7  -1.4 99.0 99.00
2009 04 08 12 00 244  6.5  7.2 99.00 99.00 99.00 999 1008.3   4.4   8.7  -1.5 99.0 99.00
2009 04 08 13 00 220  5.7  7.2 99.00 99.00 99.00 999 1008.6   4.7   8.6  -1.5 99.0 99.00
2009 04 08 14 00 219  9.1 10.1 99.00 99.00 99.00 999 1008.2   6.2   8.6  -2.6 99.0 99.00
2009 04 08 15 00 219  7.2  8.5 99.00 99.00 99.00 999 1007.8   7.5   8.7  -2.0 99.0 99.00
2009 04 08 16 00 229  7.6  8.8 99.00 99.00 99.00 999 1007.2   8.3   8.9  -1.7 99.0 99.00
2009 04 08 17 00 257  8.5  9.7 99.00 99.00 99.00 999 1006.9   9.2   8.9  -3.2 99.0 99.00
2009 04 08 18 00 242  8.2  8.9 99.00 99.00 99.00 999 1006.4   9.8   9.0  -3.2 99.0 99.00
2009 04 08 19 00 264  7.7  8.9 99.00 99.00 99.00 999 1005.8  10.8   8.9  -3.1 99.0 99.00
2009 04 08 20 00 245  7.3  9.4 99.00 99.00 99.00 999 1005.5  10.7   8.9  -1.0 99.0 99.00
2009 04 08 21 00 224  5.4  6.5 99.00 99.00 99.00 999 1005.6  11.2   8.9  -1.8 99.0 99.00
2009 04 08 22 00 235  7.8  9.8 99.00 99.00 99.00 999 1005.6  11.7   8.9  -1.7 99.0 99.00
2009 04 08 23 00 241  5.3  5.5 99.00 99.00 99.00 999 1006.3  12.1   8.8  -2.0 99.0 99.00
2009 04 09 00 00 237  5.8  7.4 99.00 99.00 99.00 999 1007.0  12.1   8.8  -2.9 99.0 99.00
2009 04 09 01 00 218  2.9  3.2 99.00 99.00 99.00 999 1008.1  11.1   9.0   1.5 99.0 99.00
2009 04 09 02 00 233  2.7  2.8 99.00 99.00 99.00 999 1009.1  11.1   8.8  -0.9 99.0 99.00
2009 04 09 03 00 220  2.8  2.9 99.00 99.00 99.00 999 1009.4  10.8   8.9  -3.1 99.0 99.00
2009 04 09 04 00 225  2.1  2.4 99.00 99.00 99.00 999 1009.8   9.8   8.8   0.8 99.0 99.00
2009 04 09 05 00 202  3.0  3.2 99.00 99.00 99.00 999 1010.0   8.7   8.8   4.2 99.0 99.00
2009 04 09 06 00 224  2.8  3.0 99.00 99.00 99.00 999 1010.0   8.3   8.8   1.3 99.0 99.00
2009 04 09 07 00 224  2.0  2.1 99.00 99.00 99.00 999 1009.8   7.9   8.8   2.1 99.0 99.00
2009 04 09 08 00 217  2.4  2.7 99.00 99.00 99.00 999 1010.1   7.4   8.8   3.3 99.0 99.00
2009 04 09 09 00 238  1.9  2.1 99.00 99.00 99.00 999 1010.5   7.9   8.7   1.7 99.0 99.00
2009 04 09 10 00   0  0.0  0.0 99.00 99.00 99.00 999 1011.0   7.6   8.8   3.1 99.0 99.00
2009 04 09 11 00   0  0.0  0.0 99.00 99.00 99.00 999 1011.8   7.7   8.8   2.7 99.0 99.00
2009 04 09 12 00   0  0.0  0.0 99.00 99.00 99.00 999 1012.5   7.7   8.7   2.1 99.0 99.00
2009 04 09 13 00   0  0.0  0.0 99.00 99.00 99.00 999 1012.9   8.4   8.7   0.5 99.0 99.00
2009 04 09 14 00   0  0.0  0.0 99.00 99.00 99.00 999 1013.3   9.1   8.8   3.8 99.0 99.00
2009 04 09 15 00   0  0.0  0.0 99.00 99.00 99.00 999 1013.5  11.0   8.9  -1.0 99.0 99.00
2009 04 09 16 00 116  2.1  2.5 99.00 99.00 99.00 999 1013.2  11.3   9.1   1.9 99.0 99.00
2009 04 09 17 00 147  4.1  4.3 99.00 99.00 99.00 999 1012.6  12.1   9.1  -3.1 99.0 99.00
2009 04 09 18 00 141  4.2  4.3 99.00 99.00 99.00 999 1012.5  12.2   9.2  -1.1 99.0 99.00
2009 04 09 19 00 154  3.2  3.6 99.00 99.00 99.00 999 1012.2  12.4   9.3   3.0 99.0 99.00
2009 04 09 20 00 151  4.6  4.7 99.00 99.00 99.00 999 1011.7  13.4   9.1   0.6 99.0 99.00
2009 04 09 21 00 152  4.2  4.4 99.00 99.00 99.00 999 1011.9  12.7   9.3   2.8 99.0 99.00
2009 04 09 22 00 149  4.4  4.5 99.00 99.00 99.00 999 1012.3  13.8   9.5   0.3 99.0 99.00
2009 04 09 23 00 163  4.2  4.4 99.00 99.00 99.00 999 1013.1  12.9  10.1   3.8 99.0 99.00
2009 04 10 00 00 186  5.4  6.0 99.00 99.00 99.00 999 1013.7  11.6  10.0   6.5 99.0 99.00
2009 04 10 01 00 160  6.9  7.2 99.00 99.00 99.00 999 1014.1  12.1   9.9   4.6 99.0 99.00
2009 04 10 02 00 155  5.1  5.4 99.00 99.00 99.00 999 1015.0  11.4  10.1   6.4 99.0 99.00
2009 04 10 03 00 165  3.6  3.7 99.00 99.00 99.00 999 1015.8  10.8   9.6   7.7 99.0 99.00
2009 04 10 04 00 166  3.1  3.3 99.00 99.00 99.00 999 1016.2  10.8   9.5   6.8 99.0 99.00
2009 04 10 05 00 156  4.0  4.2 99.00 99.00 99.00 999 1016.4  10.5   9.7   8.9 99.0 99.00
2009 04 10 06 00 164  4.4  4.6 99.00 99.00 99.00 999 1016.7  10.4   9.6   9.9 99.0 99.00
2009 04 10 07 00 148  3.3  3.4 99.00 99.00 99.00 999 1016.1  10.3   9.5   9.6 99.0 99.00
2009 04 10 08 00 135  3.9  4.1 99.00 99.00 99.00 999 1015.6  10.1   9.7   9.6 99.0 99.00
2009 04 10 09 00 152  2.9  3.2 99.00 99.00 99.00 999 1015.8   9.8   9.5   9.7 99.0 99.00
2009 04 10 10 00 141  2.3  2.5 99.00 99.00 99.00 999 1016.4   9.7   9.4   9.6 99.0 99.00
2009 04 10 11 00 129  3.4  3.5 99.00 99.00 99.00 999 1016.1   9.7   9.3   9.6 99.0 99.00
2009 04 10 12 00 118  3.3  3.4 99.00 99.00 99.00 999 1016.6  10.1   9.2  10.0 99.0 99.00
2009 04 10 13 00  93  3.4  3.5 99.00 99.00 99.00 999 1016.3  10.6   9.3  10.2 99.0 99.00
2009 04 10 14 00  76  3.3  3.4 99.00 99.00 99.00 999 1015.9  10.4   9.5  10.1 99.0 99.00
2009 04 10 15 00  80  2.6  2.7 99.00 99.00 99.00 999 1015.3  11.7   9.7  10.4 99.0 99.00
2009 04 10 16 00 135  3.6  4.0 99.00 99.00 99.00 999 1014.6  14.0   9.7  10.7 99.0 99.00
2009 04 10 17 00 154  7.0  7.6 99.00 99.00 99.00 999 1013.0  13.6   9.9  12.6 99.0 99.00
2009 04 10 18 00 169  3.8  4.3 99.00 99.00 99.00 999 1012.8  13.7   9.9  12.7 99.0 99.00
2009 04 10 19 00 186  3.5  3.6 99.00 99.00 99.00 999 1012.3  12.8  10.1  12.6 99.0 99.00
2009 04 10 20 00 261  1.8  2.0 99.00 99.00 99.00 999 1011.0  13.0  10.1  12.8 99.0 99.00
2009 04 10 21 00   0  0.0  0.0 99.00 99.00 99.00 999 1009.3  15.3   9.7  13.3 99.0 99.00
2009 04 10 22 00 170  3.8  4.3 99.00 99.00 99.00 999 1008.9  16.2   9.9  11.4 99.0 99.00
2009 04 10 23 00 312  0.9  1.8 99.00 99.00 99.00 999 1009.1  18.0  10.4  11.2 99.0 99.00
2009 04 11 00 00 220  5.9  8.1 99.00 99.00 99.00 999 1009.1  19.3  10.1   8.3 99.0 99.00
2009 04 11 01 00 229  5.3  5.8 99.00 99.00 99.00 999 1009.9  20.6  10.0   9.0 99.0 99.00
2009 04 11 02 00 220  4.4  4.5 99.00 99.00 99.00 999 1010.0  20.4  10.3   9.1 99.0 99.00
2009 04 11 03 00 213  4.5  4.6 99.00 99.00 99.00 999 1010.0  19.0  10.3   9.5 99.0 99.00
2009 04 11 04 00 181  4.5  4.6 99.00 99.00 99.00 999 1009.9  17.9  10.2   9.5 99.0 99.00
2009 04 11 05 00 195  4.4  4.9 99.00 99.00 99.00 999 1009.8  15.3  10.4  10.4 99.0 99.00
2009 04 11 06 00 194  4.9  5.0 99.00 99.00 99.00 999 1009.3  16.1  10.2  11.3 99.0 99.00
2009 04 11 07 00 166  3.4  4.0 99.00 99.00 99.00 999 1008.1  14.5  10.1  11.5 99.0 99.00
2009 04 11 08 00 137  4.4  4.8 99.00 99.00 99.00 999 1007.1  14.0  10.0  11.5 99.0 99.00
2009 04 11 09 00 352  6.0  6.5 99.00 99.00 99.00 999 1006.3  11.9   9.8  11.8 99.0 99.00
2009 04 11 10 00  52  2.8  3.0 99.00 99.00 99.00 999 1006.6  11.1   9.9  11.1 99.0 99.00
2009 04 11 11 00   6  6.5  7.4 99.00 99.00 99.00 999 1006.4   9.9   9.8   9.9 99.0 99.00
2009 04 11 12 00   0  6.8  8.0 99.00 99.00 99.00 999 1007.0   9.5   9.8   9.6 99.0 99.00
2009 04 11 13 00   5  7.6  8.0 99.00 99.00 99.00 999 1007.1   9.6   9.9   9.6 99.0 99.00
2009 04 11 14 00 353  8.1  8.8 99.00 99.00 99.00 999 1007.6   9.4  10.4   9.4 99.0 99.00
2009 04 11 15 00 355  8.2  8.9 99.00 99.00 99.00 999 1008.7   9.4  10.0   9.4 99.0 99.00
2009 04 11 16 00 346  7.5  8.3 99.00 99.00 99.00 999 1009.8   9.4   9.7   9.4 99.0 99.00
2009 04 11 17 00 348  8.8 10.2 99.00 99.00 99.00 999 1010.5   9.4   9.8   9.4 99.0 99.00
2009 04 11 18 00 348  8.5  9.6 99.00 99.00 99.00 999 1011.5   9.6   9.7   9.5 99.0 99.00
2009 04 11 19 00 342  8.3 10.3 99.00 99.00 99.00 999 1012.2  10.0   9.7   9.6 99.0 99.00
2009 04 11 20 00 326  8.9 10.4 99.00 99.00 99.00 999 1012.5   9.3   9.8   8.5 99.0 99.00
2009 04 11 21 00 327  6.8  7.8 99.00 99.00 99.00 999 1013.2   9.7   9.9   7.9 99.0 99.00
2009 04 11 22 00 352  4.8  5.2 99.00 99.00 99.00 999 1014.2  11.2   9.9   8.1 99.0 99.00
2009 04 11 23 00  25  3.8  4.0 99.00 99.00 99.00 999 1014.5  10.9   9.9   8.0 99.0 99.00
2009 04 12 00 00   8  1.0  1.1 99.00 99.00 99.00 999 1015.1  10.8   9.9   7.7 99.0 99.00
2009 04 12 01 00   0  0.0  0.0 99.00 99.00 99.00 999 1016.3  10.3   9.8   8.4 99.0 99.00
2009 04 12 02 00 347  7.0  7.6 99.00 99.00 99.00 999 1017.2  11.3   9.8   3.1 99.0 99.00
2009 04 12 03 00   0  8.9 10.5 99.00 99.00 99.00 999 1018.1  10.4   9.8   0.7 99.0 99.00
2009 04 12 04 00 356  9.3 10.3 99.00 99.00 99.00 999 1019.1   9.1   9.8  -0.7 99.0 99.00
2009 04 12 05 00 359 10.1 12.0 99.00 99.00 99.00 999 1019.9   8.1   9.8  -0.4 99.0 99.00
2009 04 12 06 00 359  9.8 11.1 99.00 99.00 99.00 999 1020.3   7.3   9.6  -1.5 99.0 99.00
2009 04 12 07 00 351 10.1 11.4 99.00 99.00 99.00 999 1020.8   6.8   9.6  -3.1 99.0 99.00
2009 04 12 08 00 343  8.1  8.9 99.00 99.00 99.00 999 1021.6   6.4   9.6  -3.7 99.0 99.00
2009 04 12 09 00 325  7.6  8.2 99.00 99.00 99.00 999 1022.2   6.1   9.6  -4.5 99.0 99.00
2009 04 12 10 00 300  4.8  5.3 99.00 99.00 99.00 999 1023.1   5.0   9.5  -3.7 99.0 99.00
2009 04 12 11 00 309  4.9  6.0 99.00 99.00 99.00 999 1023.5   4.6   9.6  -4.0 99.0 99.00
2009 04 12 12 00 292  5.4  6.2 99.00 99.00 99.00 999 1024.0   5.1   9.5  -3.9 99.0 99.00
2009 04 12 13 00 297  4.6  5.8 99.00 99.00 99.00 999 1024.2   5.6   9.5  -4.1 99.0 99.00
2009 04 12 14 00 331  5.1  5.9 99.00 99.00 99.00 999 1023.9   5.6   9.5  -5.6 99.0 99.00
2009 04 12 15 00 336  7.2  8.1 99.00 99.00 99.00 999 1024.3   6.4   9.7  -4.6 99.0 99.00
2009 04 12 16 00 292  6.6  7.4 99.00 99.00 99.00 999 1024.6   7.1   9.7  -5.2 99.0 99.00
2009 04 12 17 00 289  9.1 11.2 99.00 99.00 99.00 999 1023.6   7.9   9.8  -6.1 99.0 99.00
2009 04 12 18 00 283  8.3  9.9 99.00 99.00 99.00 999 1023.3   8.5   9.9  -4.6 99.0 99.00
2009 04 12 19 00 307  6.7  8.9 99.00 99.00 99.00 999 1023.0   9.5  10.1  -5.8 99.0 99.00
2009 04 12 20 00 300  5.3  7.5 99.00 99.00 99.00 999 1022.1  10.1  10.3  -4.2 99.0 99.00
2009 04 12 21 00 317  6.2  7.8 99.00 99.00 99.00 999 1021.3  10.9  10.3  -5.9 99.0 99.00
2009 04 12 22 00 316  6.9  8.1 99.00 99.00 99.00 999 1021.2  11.6   9.9  -5.4 99.0 99.00
2009 04 12 23 00 305  5.6  6.2 99.00 99.00 99.00 999 1021.6  12.0   9.7  -5.9 99.0 99.00
2009 04 13 00 00 304  5.3  5.9 99.00 99.00 99.00 999 1022.2  11.7   9.8  -4.5 99.0 99.00
2009 04 13 01 00 310  3.0  3.2 99.00 99.00 99.00 999 1022.8  11.1   9.8  -4.3 99.0 99.00
2009 04 13 02 00 314  2.9  3.1 99.00 99.00 99.00 999 1023.3  10.6   9.8  -2.3 99.0 99.00
2009 04 13 03 00 345  2.9  3.2 99.00 99.00 99.00 999 1024.0  10.0  10.1  -2.7 99.0 99.00
2009 04 13 04 00  22  8.5  9.4 99.00 99.00 99.00 999 1024.4   8.5  10.1  -3.7 99.0 99.00
2009 04 13 05 00  21  6.7  8.1 99.00 99.00 99.00 999 1025.7   8.0   9.6  -4.2 99.0 99.00
2009 04 13 06 00  20  7.8  8.9 99.00 99.00 99.00 999 1025.6   7.3   9.7  -5.2 99.0 99.00
2009 04 13 07 00  12  6.5  7.2 99.00 99.00 99.00 999 1025.6   6.6   9.7  -4.9 99.0 99.00
2009 04 13 08 00   4  5.9  6.8 99.00 99.00 99.00 999 1025.3   6.3   9.6  -5.2 99.0 99.00
2009 04 13 09 00  66  2.8  3.2 99.00 99.00 99.00 999 1025.5   5.7   9.6  -5.1 99.0 99.00
2009 04 13 10 00  71  2.5  2.8 99.00 99.00 99.00 999 1025.3   5.5   9.7  -4.3 99.0 99.00
2009 04 13 11 00  69  1.6  2.0 99.00 99.00 99.00 999 1025.8   5.5   9.8  -4.8 99.0 99.00
2009 04 13 12 00 315  2.8  3.1 99.00 99.00 99.00 999 1026.4   5.4   9.7  -4.5 99.0 99.00
2009 04 13 13 00   0  0.0  0.0 99.00 99.00 99.00 999 1026.2   5.8   9.5  -4.7 99.0 99.00
2009 04 13 14 00   0  0.0  0.0 99.00 99.00 99.00 999 1026.1   6.0   9.5  -5.5 99.0 99.00
2009 04 13 15 00   0  0.0  0.0 99.00 99.00 99.00 999 1025.5   6.5   9.7  -5.2 99.0 99.00
2009 04 13 16 00   0  0.0  0.0 99.00 99.00 99.00 999 1024.7   6.3  10.0  -4.6 99.0 99.00
2009 04 13 17 00 141  3.1  3.6 99.00 99.00 99.00 999 1023.8   6.7  10.0  -4.1 99.0 99.00
2009 04 13 18 00 121  2.8  3.2 99.00 99.00 99.00 999 1022.7   7.1  10.1  -2.6 99.0 99.00
2009 04 13 19 00 136  3.5  4.1 99.00 99.00 99.00 999 1021.6   7.9  10.1  -2.2 99.0 99.00
2009 04 13 20 00 150  3.6  4.1 99.00 99.00 99.00 999 1020.6   8.6   9.9  -0.8 99.0 99.00
2009 04 13 21 00 153  4.6  4.8 99.00 99.00 99.00 999 1020.2   8.8   9.8  -0.7 99.0 99.00
2009 04 13 22 00 164  5.4  7.1 99.00 99.00 99.00 999 1020.1   9.2   9.9   1.9 99.0 99.00
2009 04 13 23 00 161  7.7  8.2 99.00 99.00 99.00 999 1019.4   9.1  10.2   2.5 99.0 99.00
2009 04 14 00 00 147  6.0  7.1 99.00 99.00 99.00 999 1018.7   8.7  10.0   2.9 99.0 99.00
2009 04 14 01 00 154  5.4  6.0 99.00 99.00 99.00 999 1019.5   8.4  10.0   4.6 99.0 99.00
2009 04 14 02 00 152  7.2  8.1 99.00 99.00 99.00 999 1019.3   8.2   9.8   7.3 99.0 99.00
2009 04 14 03 00 128  4.2  4.8 99.00 99.00 99.00 999 1019.0   7.9   9.8   7.3 99.0 99.00
2009 04 14 04 00 131  3.5  3.8 99.00 99.00 99.00 999 1019.0   7.3   9.8   7.2 99.0 99.00
2009 04 14 05 00 103  3.7  4.1 99.00 99.00 99.00 999 1018.6   7.2   9.8   7.1 99.0 99.00
2009 04 14 06 00  98  5.0  5.8 99.00 99.00 99.00 999 1017.4   6.6   9.9   6.6 99.0 99.00
2009 04 14 07 00 105  5.4  5.6 99.00 99.00 99.00 999 1016.6   6.5   9.7   6.5 99.0 99.00
2009 04 14 08 00 102  5.0  5.7 99.00 99.00 99.00 999 1016.0   6.7   9.9   6.7 99.0 99.00
2009 04 14 09 00  89  5.0  5.7 99.00 99.00 99.00 999 1015.3   7.3   9.9   7.3 99.0 99.00
2009 04 14 10 00  88  5.6  5.9 99.00 99.00 99.00 999 1015.1   7.3   9.8   7.3 99.0 99.00
2009 04 14 11 00  70  6.2  7.2 99.00 99.00 99.00 999 1015.1   7.3   9.7   7.3 99.0 99.00
2009 04 14 12 00  50  6.3  6.8 99.00 99.00 99.00 999 1014.7   7.1   9.8   7.1 99.0 99.00
2009 04 14 13 00  39  6.0  6.6 99.00 99.00 99.00 999 1013.7   7.5   9.7   7.4 99.0 99.00
2009 04 14 14 00  28  5.7  6.5 99.00 99.00 99.00 999 1013.2   7.7   9.7   7.7 99.0 99.00
2009 04 14 15 00  25  6.9  7.3 99.00 99.00 99.00 999 1012.3   8.1   9.7   8.1 99.0 99.00
2009 04 14 16 00   3  5.3  6.4 99.00 99.00 99.00 999 1011.7   8.4   9.8   8.4 99.0 99.00
2009 04 14 17 00  16  6.5  7.2 99.00 99.00 99.00 999 1010.6   8.9   9.6   8.9 99.0 99.00
2009 04 14 18 00  20  5.7  6.4 99.00 99.00 99.00 999 1010.9   9.2   9.7   9.2 99.0 99.00
2009 04 14 19 00  19  5.3  6.2 99.00 99.00 99.00 999 1010.6   9.3   9.8   9.4 99.0 99.00
2009 04 14 20 00  25  7.6  8.0 99.00 99.00 99.00 999 1009.2   9.5   9.7   9.5 99.0 99.00
