#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 01 01 23 00 234  2.4  2.8 99.00 99.00 99.00 999 1027.4   0.3   3.7 -11.7 99.0 99.00
2009 01 02 00 00 230  2.7  3.2 99.00 99.00 99.00 999 1027.3   0.3   3.7 -11.5 99.0 99.00
2009 01 02 01 00 218  3.9  4.4 99.00 99.00 99.00 999 1026.7   0.2   3.8 -10.6 99.0 99.00
2009 01 02 02 00 217  4.6  5.1 99.00 99.00 99.00 999 1026.1   0.0   3.7 -10.2 99.0 99.00
2009 01 02 03 00 197  6.6  7.6 99.00 99.00 99.00 999 1025.2   0.3   3.4  -9.9 99.0 99.00
2009 01 02 04 00 193  8.4  9.0 99.00 99.00 99.00 999 1024.4   0.5   3.5  -8.0 99.0 99.00
2009 01 02 05 00 190 10.1 11.3 99.00 99.00 99.00 999 1023.0   0.8   3.6  -7.5 99.0 99.00
2009 01 02 06 00 199 10.3 11.2 99.00 99.00 99.00 999 1022.4   0.6   3.4 999.0 99.0 99.00
2009 01 02 07 00 188 10.8 11.8 99.00 99.00 99.00 999 1021.3   0.5   3.4  -8.3 99.0 99.00
2009 01 02 08 00 192 10.6 11.8 99.00 99.00 99.00 999 1020.7   0.7   3.5  -7.3 99.0 99.00
2009 01 02 09 00 196 10.7 11.8 99.00 99.00 99.00 999 1019.5   0.7   3.8  -7.3 99.0 99.00
2009 01 02 10 00 196 10.1 11.3 99.00 99.00 99.00 999 1018.5   0.9   3.8  -7.4 99.0 99.00
2009 01 02 12 00 195 11.1 12.3 99.00 99.00 99.00 999 1016.7   1.2   3.7  -7.5 99.0 99.00
2009 01 02 13 00 207  9.7 11.3 99.00 99.00 99.00 999 1016.3   1.4   3.7  -7.9 99.0 99.00
2009 01 02 14 00 222  6.8  7.7 99.00 99.00 99.00 999 1016.6   1.5   3.9  -8.2 99.0 99.00
2009 01 02 15 00 222  8.8 10.5 99.00 99.00 99.00 999 1016.0   1.9   4.0  -7.2 99.0 99.00
2009 01 02 16 00 225  9.7 10.7 99.00 99.00 99.00 999 1015.4   2.2   4.1  -7.0 99.0 99.00
2009 01 02 17 00 220  8.6  9.4 99.00 99.00 99.00 999 1014.4   1.3   4.0  -2.4 99.0 99.00
2009 01 02 18 00 214  5.1  5.9 99.00 99.00 99.00 999 1013.5   1.8   4.0  -2.4 99.0 99.00
2009 01 02 19 00 206  4.5  4.8 99.00 99.00 99.00 999 1012.0   2.4   4.3  -1.5 99.0 99.00
2009 01 02 20 00 158  2.6  2.8 99.00 99.00 99.00 999 1011.5   3.5   4.1  -0.6 99.0 99.00
2009 01 02 21 00 160  6.4  7.2 99.00 99.00 99.00 999 1010.6   4.1   3.8   1.6 99.0 99.00
2009 01 02 22 00 188  7.7  8.1 99.00 99.00 99.00 999 1010.5   4.3   3.9 999.0 99.0 99.00
2009 01 02 23 00 203  7.2  7.9 99.00 99.00 99.00 999 1010.6   4.1   3.9   1.4 99.0 99.00
2009 01 03 00 00 199  6.6  7.1 99.00 99.00 99.00 999 1010.4   4.0   3.9   1.5 99.0 99.00
2009 01 03 01 00 227  8.6 10.0 99.00 99.00 99.00 999 1010.4   5.3   3.8   0.8 99.0 99.00
2009 01 03 02 00 228  7.3  8.2 99.00 99.00 99.00 999 1010.5   4.8   3.8   1.0 99.0 99.00
2009 01 03 03 00 244  6.7  7.8 99.00 99.00 99.00 999 1011.0   5.1   3.9   1.2 99.0 99.00
2009 01 03 04 00 245  6.4  7.8 99.00 99.00 99.00 999 1011.6   5.7   3.7   0.9 99.0 99.00
2009 01 03 05 00 229  3.8  4.2 99.00 99.00 99.00 999 1011.9   5.2   3.6   1.1 99.0 99.00
2009 01 03 06 00 262  2.5  2.7 99.00 99.00 99.00 999 1013.0   4.4   3.7   1.2 99.0 99.00
2009 01 03 07 00 297  4.9  5.3 99.00 99.00 99.00 999 1014.1   4.9   4.0  -0.4 99.0 99.00
2009 01 03 08 00 315  6.6  7.3 99.00 99.00 99.00 999 1014.8   5.0   3.9  -2.8 99.0 99.00
2009 01 03 09 00 346  5.4  6.3 99.00 99.00 99.00 999 1016.2   4.0   3.8  -5.5 99.0 99.00
2009 01 03 10 00 329  7.9  9.0 99.00 99.00 99.00 999 1016.6   3.1   3.8  -7.5 99.0 99.00
2009 01 03 11 00 340  5.0  5.9 99.00 99.00 99.00 999 1017.7   2.8   3.7  -6.6 99.0 99.00
2009 01 03 12 00 332  2.9  3.4 99.00 99.00 99.00 999 1019.5   1.9   3.5  -6.7 99.0 99.00
2009 01 03 13 00 303  2.3  2.5 99.00 99.00 99.00 999 1020.6   1.6   3.5  -7.2 99.0 99.00
2009 01 03 14 00 346  2.8  3.1 99.00 99.00 99.00 999 1021.3   1.9   3.0  -6.8 99.0 99.00
2009 01 03 15 00   5  4.3  4.7 99.00 99.00 99.00 999 1021.6   2.2   3.0  -6.5 99.0 99.00
2009 01 03 16 00  26  4.4  6.4 99.00 99.00 99.00 999 1021.1   2.0   3.3  -4.9 99.0 99.00
2009 01 03 17 00 351  6.8  8.0 99.00 99.00 99.00 999 1019.9   4.1   3.3  -7.8 99.0 99.00
2009 01 03 18 00 308  6.5  7.5 99.00 99.00 99.00 999 1019.4   5.5   3.5 -10.5 99.0 99.00
2009 01 03 19 00 314  7.3  8.2 99.00 99.00 99.00 999 1019.0   6.2   3.4 999.0 99.0 99.00
2009 01 03 20 00 353  5.5  5.9 99.00 99.00 99.00 999 1019.4   6.1   3.4  -9.1 99.0 99.00
2009 01 03 21 00 306  5.8  7.1 99.00 99.00 99.00 999 1019.6   6.6   3.5 -11.1 99.0 99.00
2009 01 03 22 00 317  3.4  3.9 99.00 99.00 99.00 999 1020.4   6.0   3.4  -9.9 99.0 99.00
2009 01 03 23 00 329  3.0  3.2 99.00 99.00 99.00 999 1021.0   5.3   3.3 -10.7 99.0 99.00
2009 01 04 00 00   1  4.4  4.6 99.00 99.00 99.00 999 1021.6   4.5   3.3  -7.9 99.0 99.00
2009 01 04 01 00 351  3.3  3.6 99.00 99.00 99.00 999 1022.1   3.6   3.2  -6.3 99.0 99.00
2009 01 04 02 00   0  3.4  3.6 99.00 99.00 99.00 999 1021.9   2.8   3.5  -4.8 99.0 99.00
2009 01 04 03 00 357  1.9  2.2 99.00 99.00 99.00 999 1022.8   3.1   3.5  -7.6 99.0 99.00
2009 01 04 04 00 313  0.9  0.9 99.00 99.00 99.00 999 1023.0   2.0   3.5  -5.2 99.0 99.00
2009 01 04 05 00 314  2.4  2.5 99.00 99.00 99.00 999 1022.7   1.7   3.1  -7.2 99.0 99.00
2009 01 04 06 00 311  2.2  2.4 99.00 99.00 99.00 999 1022.6   1.5   3.0  -5.9 99.0 99.00
2009 01 04 07 00 293  1.2  1.4 99.00 99.00 99.00 999 1022.7   0.7   3.0  -3.4 99.0 99.00
2009 01 04 08 00 332  1.6  1.8 99.00 99.00 99.00 999 1022.5   0.7   2.6  -7.3 99.0 99.00
2009 01 04 09 00 297  1.1  1.2 99.00 99.00 99.00 999 1022.4   0.6   2.4  -3.7 99.0 99.00
2009 01 04 10 00 287  0.8  0.8 99.00 99.00 99.00 999 1022.1   0.4   2.6  -3.3 99.0 99.00
2009 01 04 11 00 309  1.3  1.4 99.00 99.00 99.00 999 1022.3   0.0   2.6  -2.4 99.0 99.00
2009 01 04 12 00 308  1.5  1.7 99.00 99.00 99.00 999 1022.4  -0.4   3.0  -4.7 99.0 99.00
2009 01 04 13 00 304  2.1  2.3 99.00 99.00 99.00 999 1022.7  -0.2   3.2  -4.8 99.0 99.00
2009 01 04 14 00 305  2.0  2.2 99.00 99.00 99.00 999 1023.3   0.5   3.3  -4.7 99.0 99.00
2009 01 04 15 00 278  2.2  2.3 99.00 99.00 99.00 999 1023.4   0.9   3.3  -4.7 99.0 99.00
2009 01 04 16 00   0  0.0  0.0 99.00 99.00 99.00 999 1022.9   3.2   3.3  -4.7 99.0 99.00
2009 01 04 17 00 152  1.9  2.1 99.00 99.00 99.00 999 1021.6   2.1   3.3  -5.1 99.0 99.00
2009 01 04 18 00 134  2.5  2.7 99.00 99.00 99.00 999 1020.7   2.5   3.4  -4.5 99.0 99.00
2009 01 04 19 00 148  2.9  3.0 99.00 99.00 99.00 999 1019.9   3.1   3.1  -4.3 99.0 99.00
2009 01 04 20 00 169  1.5  1.6 99.00 99.00 99.00 999 1019.9   3.6   3.2  -2.3 99.0 99.00
2009 01 04 21 00 148  3.5  3.7 99.00 99.00 99.00 999 1019.3   3.8   3.2  -1.9 99.0 99.00
2009 01 04 22 00 199  1.9  2.1 99.00 99.00 99.00 999 1019.6   3.8   3.3  -0.6 99.0 99.00
2009 01 04 23 00 184  3.6  3.9 99.00 99.00 99.00 999 1019.3   3.8   3.3   1.6 99.0 99.00
2009 01 05 00 00 189  5.6  6.2 99.00 99.00 99.00 999 1019.7   3.9   3.4   1.1 99.0 99.00
2009 01 05 01 00 179  6.1  6.5 99.00 99.00 99.00 999 1019.1   3.9   3.2   1.5 99.0 99.00
2009 01 05 02 00 173  4.1  4.3 99.00 99.00 99.00 999 1018.8   3.7   3.4   2.4 99.0 99.00
2009 01 05 03 00 173  4.8  5.0 99.00 99.00 99.00 999 1018.1   3.7   3.3   2.6 99.0 99.00
2009 01 05 04 00 185  4.5  4.7 99.00 99.00 99.00 999 1017.7   3.9   3.2   3.3 99.0 99.00
2009 01 05 05 00 196  3.4  3.7 99.00 99.00 99.00 999 1016.8   3.8   3.2   3.4 99.0 99.00
2009 01 05 06 00 188  2.9  3.1 99.00 99.00 99.00 999 1016.3   3.9   3.2   3.7 99.0 99.00
2009 01 05 07 00 162  2.2  2.5 99.00 99.00 99.00 999 1015.8   3.8   3.1   3.7 99.0 99.00
2009 01 05 08 00 183  2.7  2.9 99.00 99.00 99.00 999 1015.8   4.0   3.1   3.9 99.0 99.00
2009 01 05 09 00 202  2.3  2.7 99.00 99.00 99.00 999 1015.4   3.8   3.2   3.7 99.0 99.00
2009 01 05 10 00 233  0.9  1.2 99.00 99.00 99.00 999 1015.5   3.8   3.1   3.7 99.0 99.00
2009 01 05 11 00   2  4.3  4.5 99.00 99.00 99.00 999 1016.0   3.8   3.1   3.7 99.0 99.00
2009 01 05 12 00 284  0.1  0.2 99.00 99.00 99.00 999 1016.1   3.7   3.1   3.5 99.0 99.00
2009 01 05 13 00 254  1.2  1.3 99.00 99.00 99.00 999 1016.3   3.2   3.4   3.1 99.0 99.00
2009 01 05 14 00 301  1.8  1.9 99.00 99.00 99.00 999 1017.5   4.0   3.5   2.4 99.0 99.00
2009 01 05 15 00 311  1.4  1.6 99.00 99.00 99.00 999 1017.7   4.8   3.4   2.6 99.0 99.00
2009 01 05 16 00 281  1.5  1.8 99.00 99.00 99.00 999 1017.6   5.0   3.5   3.5 99.0 99.00
2009 01 05 17 00 254  0.5  0.8 99.00 99.00 99.00 999 1016.8   4.7   3.5   4.2 99.0 99.00
2009 01 05 18 00  51  0.8  1.1 99.00 99.00 99.00 999 1016.3   5.3   3.5   3.9 99.0 99.00
2009 01 05 19 00 142  2.2  2.4 99.00 99.00 99.00 999 1016.1   6.0   3.4   3.9 99.0 99.00
2009 01 05 20 00 152  2.8  3.0 99.00 99.00 99.00 999 1015.7   6.1   3.3   3.4 99.0 99.00
2009 01 05 21 00 186  0.2  0.5 99.00 99.00 99.00 999 1015.9   5.4   3.4   3.6 99.0 99.00
2009 01 05 22 00 237  2.3  2.4 99.00 99.00 99.00 999 1016.5   6.0   3.5   4.0 99.0 99.00
2009 01 05 23 00 266  1.1  1.6 99.00 99.00 99.00 999 1017.0   5.9   3.3   3.9 99.0 99.00
2009 01 06 00 00 355  3.4  4.4 99.00 99.00 99.00 999 1017.2   6.8   3.3   0.5 99.0 99.00
2009 01 06 01 00 332  5.9  6.5 99.00 99.00 99.00 999 1018.0   7.1   3.3  -2.8 99.0 99.00
2009 01 06 02 00 333  5.1  5.4 99.00 99.00 99.00 999 1018.5   6.4   3.2  -3.1 99.0 99.00
2009 01 06 03 00 353  3.0  3.3 99.00 99.00 99.00 999 1018.7   5.7   3.4  -1.9 99.0 99.00
2009 01 06 04 00 345  4.4  4.9 99.00 99.00 99.00 999 1018.3   5.4   3.4  -4.1 99.0 99.00
2009 01 06 05 00 357  3.3  3.4 99.00 99.00 99.00 999 1017.7   5.1   3.4  -4.9 99.0 99.00
2009 01 06 06 00 351  3.5  3.6 99.00 99.00 99.00 999 1017.7   4.9   3.3  -5.5 99.0 99.00
2009 01 06 07 00   5  3.4  3.5 99.00 99.00 99.00 999 1017.6   4.2   3.1  -5.2 99.0 99.00
2009 01 06 08 00  34  2.2  2.5 99.00 99.00 99.00 999 1017.7   3.8   3.1  -2.5 99.0 99.00
2009 01 06 09 00  15  3.0  3.2 99.00 99.00 99.00 999 1017.9   2.9   3.2  -0.3 99.0 99.00
2009 01 06 10 00  26  5.5  5.8 99.00 99.00 99.00 999 1017.4   3.0   3.0  -3.6 99.0 99.00
2009 01 06 11 00  33  5.3  5.5 99.00 99.00 99.00 999 1017.4   2.7   3.0  -3.8 99.0 99.00
2009 01 06 12 00  49  4.8  5.1 99.00 99.00 99.00 999 1017.3   2.0   3.0  -3.1 99.0 99.00
2009 01 06 13 00  70  3.8  4.5 99.00 99.00 99.00 999 1018.3   1.5   3.0  -2.1 99.0 99.00
2009 01 06 14 00  91  5.1  5.7 99.00 99.00 99.00 999 1018.1   1.2   3.0  -1.6 99.0 99.00
2009 01 06 15 00  81  4.3  5.0 99.00 99.00 99.00 999 1017.8   1.2   3.3  -1.0 99.0 99.00
2009 01 06 16 00  66  3.8  4.1 99.00 99.00 99.00 999 1018.2   1.0   3.3  -0.2 99.0 99.00
2009 01 06 17 00  73  3.7  4.1 99.00 99.00 99.00 999 1016.3   0.5   3.2   0.1 99.0 99.00
2009 01 06 18 00  22  5.5  6.0 99.00 99.00 99.00 999 1014.4   0.8   3.2   0.7 99.0 99.00
2009 01 06 19 00  28  6.8  7.7 99.00 99.00 99.00 999 1013.5   0.5   3.1   0.4 99.0 99.00
2009 01 06 20 00  30  6.4  6.7 99.00 99.00 99.00 999 1013.9   0.4   3.1   0.3 99.0 99.00
2009 01 06 21 00  32  8.0  8.7 99.00 99.00 99.00 999 1013.0   0.3   3.1   0.2 99.0 99.00
2009 01 06 22 00  34  6.8  7.4 99.00 99.00 99.00 999 1013.0   0.3   3.1   0.2 99.0 99.00
2009 01 06 23 00  34  5.5  6.1 99.00 99.00 99.00 999 1012.7   0.6   3.0   0.5 99.0 99.00
2009 01 07 00 00  44  7.1  8.2 99.00 99.00 99.00 999 1011.6   0.6   3.0   0.5 99.0 99.00
2009 01 07 01 00  19  5.3  5.8 99.00 99.00 99.00 999 1012.1   0.7   3.1   0.6 99.0 99.00
2009 01 07 02 00  30  5.3  5.7 99.00 99.00 99.00 999 1010.7   0.7   3.0   0.6 99.0 99.00
2009 01 07 03 00  11  5.0  5.7 99.00 99.00 99.00 999 1009.1   0.7   3.1   0.6 99.0 99.00
2009 01 07 04 00  17  7.5  8.1 99.00 99.00 99.00 999 1007.1   0.8   3.1   0.8 99.0 99.00
2009 01 07 05 00  15  6.4  7.4 99.00 99.00 99.00 999 1005.9   0.9   3.0   0.8 99.0 99.00
2009 01 07 06 00  16  7.3  8.2 99.00 99.00 99.00 999 1004.2   1.2   3.0   1.2 99.0 99.00
2009 01 07 07 00  13  5.8  6.2 99.00 99.00 99.00 999 1003.1   1.3   3.0   1.2 99.0 99.00
2009 01 07 08 00  63  3.4  4.1 99.00 99.00 99.00 999 1002.2   2.2   3.0   2.2 99.0 99.00
2009 01 07 09 00 357  1.9  2.1 99.00 99.00 99.00 999 1001.1   1.5   3.1   1.5 99.0 99.00
2009 01 07 10 00 144  2.6  2.9 99.00 99.00 99.00 999  998.6   1.8   3.1   1.8 99.0 99.00
2009 01 07 11 00 159  1.3  1.6 99.00 99.00 99.00 999  997.7   2.3   3.1   2.3 99.0 99.00
2009 01 07 12 00 203  2.0  2.4 99.00 99.00 99.00 999  996.8   2.9   3.1   3.0 99.0 99.00
2009 01 07 13 00 328  2.3  2.7 99.00 99.00 99.00 999  997.3   1.7   3.0   1.8 99.0 99.00
2009 01 07 14 00  11  1.9  2.2 99.00 99.00 99.00 999  995.9   1.5   3.0   1.5 99.0 99.00
2009 01 07 15 00 289  1.1  1.2 99.00 99.00 99.00 999  995.8   1.6   3.2   1.6 99.0 99.00
2009 01 07 16 00 234  0.1  0.4 99.00 99.00 99.00 999  994.7   1.8   3.2   1.9 99.0 99.00
2009 01 07 17 00 120  8.5 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2009 01 07 18 00 184  5.9  6.2 99.00 99.00 99.00 999  988.3   3.0   3.5   3.2 99.0 99.00
2009 01 07 19 00 285  6.5  7.2 99.00 99.00 99.00 999  990.3   3.8   3.3   3.9 99.0 99.00
2009 01 07 20 00 338  4.8  5.0 99.00 99.00 99.00 999  990.1   3.6   3.2   3.7 99.0 99.00
2009 01 07 21 00 119  1.7  1.8 99.00 99.00 99.00 999  989.8   3.3   3.1   3.3 99.0 99.00
2009 01 07 22 00 201  2.1  2.4 99.00 99.00 99.00 999  989.7   3.4   3.2   3.5 99.0 99.00
2009 01 07 23 00 225  3.0  3.3 99.00 99.00 99.00 999  989.7   3.3   3.2   3.4 99.0 99.00
2009 01 08 00 00 316  6.2  7.1 99.00 99.00 99.00 999  990.0   4.0   3.2   4.2 99.0 99.00
2009 01 08 02 00 101  0.7  0.9 99.00 99.00 99.00 999  992.4   3.9   3.2   3.9 99.0 99.00
2009 01 08 03 00 271  5.3  5.9 99.00 99.00 99.00 999  994.5   5.3   3.3   5.3 99.0 99.00
2009 01 08 04 00 247  6.0  6.4 99.00 99.00 99.00 999  995.6   4.8   3.3   4.7 99.0 99.00
2009 01 08 05 00 255  5.4  6.0 99.00 99.00 99.00 999  996.5   4.4   3.2   3.3 99.0 99.00
2009 01 08 06 00 237  4.6  5.1 99.00 99.00 99.00 999  996.8   3.8   3.2   3.3 99.0 99.00
2009 01 08 07 00 226  5.1  5.9 99.00 99.00 99.00 999  997.2   3.6   3.2   2.2 99.0 99.00
2009 01 08 08 00 218  4.7  5.2 99.00 99.00 99.00 999  998.4   3.3   3.0   1.1 99.0 99.00
2009 01 08 09 00 226  8.6  9.4 99.00 99.00 99.00 999  998.9   3.8   3.0   0.7 99.0 99.00
2009 01 08 10 00 232  8.8 10.5 99.00 99.00 99.00 999  999.9   3.7   3.1   0.8 99.0 99.00
2009 01 08 11 00 230  9.3 10.4 99.00 99.00 99.00 999 1000.4   3.5   3.3   0.4 99.0 99.00
2009 01 08 12 00 226  9.7 10.7 99.00 99.00 99.00 999 1001.0   3.8   3.3  -0.6 99.0 99.00
2009 01 08 13 00 222  9.4 11.0 99.00 99.00 99.00 999 1001.4   3.5   3.3  -0.8 99.0 99.00
2009 01 08 14 00 231  8.4  9.6 99.00 99.00 99.00 999 1002.3   3.8   3.4  -0.9 99.0 99.00
2009 01 08 15 00 238  6.6  7.5 99.00 99.00 99.00 999 1002.6   4.1   3.2  -0.5 99.0 99.00
2009 01 08 16 00 999 99.0 11.8 99.00 99.00 99.00 999 1002.2   4.5   3.4  -1.7 99.0 99.00
2009 01 08 19 00 298  9.8 11.5 99.00 99.00 99.00 999 1002.6   4.1   3.8  -5.9 99.0 99.00
2009 01 08 20 00 298  9.2 11.0 99.00 99.00 99.00 999 1003.5   4.6 999.0  -6.8 99.0 99.00
2009 01 08 22 00 309  8.2  8.9 99.00 99.00 99.00 999 1005.7   3.7   3.9  -6.5 99.0 99.00
2009 01 09 05 00 312  7.9  9.0 99.00 99.00 99.00 999 1012.0  -0.2   3.1  -7.1 99.0 99.00
2009 01 09 06 00 315  5.9  7.0 99.00 99.00 99.00 999 1012.8  -0.7   2.9  -6.7 99.0 99.00
2009 01 09 07 00 309  7.2  8.4 99.00 99.00 99.00 999 1013.7  -0.9   2.8  -7.7 99.0 99.00
2009 01 09 08 00 310  8.4  9.5 99.00 99.00 99.00 999 1014.6  -1.2   2.7  -7.9 99.0 99.00
2009 01 09 09 00 295  6.7  8.0 99.00 99.00 99.00 999 1015.6  -1.3   2.6  -7.4 99.0 99.00
2009 01 09 10 00 305  6.6  7.2 99.00 99.00 99.00 999 1016.3  -1.4   2.6  -7.2 99.0 99.00
2009 01 09 11 00 279  6.0  7.2 99.00 99.00 99.00 999 1018.0  -1.6   2.7  -7.7 99.0 99.00
2009 01 09 12 00 296  5.8  6.5 99.00 99.00 99.00 999 1019.1  -1.8   2.6  -7.8 99.0 99.00
2009 01 09 13 00 282  4.8  5.9 99.00 99.00 99.00 999 1020.3  -1.8   2.7  -7.7 99.0 99.00
2009 01 09 14 00 282  7.0  8.5 99.00 99.00 99.00 999 1021.3  -1.1   2.7  -7.2 99.0 99.00
2009 01 09 15 00 281  9.0 12.0 99.00 99.00 99.00 999 1022.0  -0.3   2.8  -7.6 99.0 99.00
2009 01 09 16 00 284 10.6 11.7 99.00 99.00 99.00 999 1021.9   0.0   2.9  -7.7 99.0 99.00
2009 01 09 17 00 279  9.2  9.7 99.00 99.00 99.00 999 1021.4   0.4   2.9  -7.6 99.0 99.00
2009 01 09 18 00 298  6.9  7.7 99.00 99.00 99.00 999 1020.9   1.0   2.9  -7.3 99.0 99.00
2009 01 09 19 00 286  8.0  9.8 99.00 99.00 99.00 999 1021.2   1.5   3.0  -7.8 99.0 99.00
2009 01 09 20 00 304  5.1  5.7 99.00 99.00 99.00 999 1021.4   1.9   3.2  -7.9 99.0 99.00
2009 01 09 21 00 303  6.0  6.9 99.00 99.00 99.00 999 1022.5   2.4   3.3  -7.3 99.0 99.00
2009 01 09 22 00 323  2.7  3.6 99.00 99.00 99.00 999 1023.0   2.3   3.2  -6.5 99.0 99.00
2009 01 09 23 00 336  2.9  3.2 99.00 99.00 99.00 999 1023.7   2.0   3.0  -6.9 99.0 99.00
2009 01 10 00 00 332  2.4  2.6 99.00 99.00 99.00 999 1024.6   1.6   2.8  -6.8 99.0 99.00
2009 01 10 01 00 338  1.3  1.5 99.00 99.00 99.00 999 1024.9   1.3   2.9  -5.9 99.0 99.00
2009 01 10 02 00   0  2.0  2.3 99.00 99.00 99.00 999 1025.0   1.2   2.9  -6.0 99.0 99.00
2009 01 10 03 00 357  1.2  1.5 99.00 99.00 99.00 999 1025.8   1.2   2.9  -6.1 99.0 99.00
2009 01 10 04 00  39  2.6  2.9 99.00 99.00 99.00 999 1025.7   1.0   2.9  -4.8 99.0 99.00
2009 01 10 05 00  77  3.6  4.2 99.00 99.00 99.00 999 1025.8   0.7   2.8  -4.7 99.0 99.00
2009 01 10 06 00  79  2.8  3.2 99.00 99.00 99.00 999 1025.9   0.4   2.9  -5.1 99.0 99.00
2009 01 10 07 00  87  3.9  4.2 99.00 99.00 99.00 999 1025.7   0.3   3.1  -5.0 99.0 99.00
2009 01 10 08 00  85  4.8  5.1 99.00 99.00 99.00 999 1025.9   0.1   3.0  -5.6 99.0 99.00
2009 01 10 09 00  96  4.6  5.3 99.00 99.00 99.00 999 1026.1   0.1   3.0  -5.4 99.0 99.00
2009 01 10 10 00  81  5.8  6.2 99.00 99.00 99.00 999 1025.9   0.0   2.9  -5.4 99.0 99.00
2009 01 10 11 00  87  5.1  5.8 99.00 99.00 99.00 999 1025.7   0.0   2.8  -5.7 99.0 99.00
2009 01 10 12 00  91  5.9  6.5 99.00 99.00 99.00 999 1025.9   0.0   2.8  -5.3 99.0 99.00
2009 01 10 13 00 107  7.3  8.4 99.00 99.00 99.00 999 1025.0   0.1   2.7  -5.0 99.0 99.00
2009 01 10 14 00  90  5.8  6.2 99.00 99.00 99.00 999 1025.0   0.2   2.7  -4.7 99.0 99.00
2009 01 10 15 00  85  4.8  5.9 99.00 99.00 99.00 999 1024.7   0.8   2.7  -4.1 99.0 99.00
2009 01 10 16 00  80  5.1  5.9 99.00 99.00 99.00 999 1023.4   1.5   2.8  -4.1 99.0 99.00
2009 01 10 17 00  66  3.8  4.2 99.00 99.00 99.00 999 1021.7   2.3   2.8  -2.8 99.0 99.00
2009 01 10 18 00  16  3.0  3.1 99.00 99.00 99.00 999 1020.2   2.9   2.9  -1.5 99.0 99.00
2009 01 10 19 00  16  5.0  5.2 99.00 99.00 99.00 999 1017.8   2.7   2.9   0.0 99.0 99.00
2009 01 10 20 00 330  4.8  5.0 99.00 99.00 99.00 999 1018.0   3.6   2.9  -0.5 99.0 99.00
2009 01 10 21 00  26  2.1  2.2 99.00 99.00 99.00 999 1016.7   3.4   2.9  -1.1 99.0 99.00
2009 01 10 22 00 350  4.7  4.9 99.00 99.00 99.00 999 1016.7   2.5   2.9   1.1 99.0 99.00
