YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
88 01 06 00 290 08.3 10.3 99.00 99.00 99.00 999 1029.5 -06.8  02.3 999.0 99.0
88 01 06 01 290 06.2 07.7 99.00 99.00 99.00 999 1030.3 -07.2  02.1 999.0 99.0
88 01 06 02 290 06.7 08.3 99.00 99.00 99.00 999 1030.4 -07.7  01.8 999.0 99.0
88 01 06 03 310 07.2 08.3 99.00 99.00 99.00 999 1031.1 -08.3  01.2 999.0 99.0
88 01 06 04 310 07.2 08.3 99.00 99.00 99.00 999 1031.2 -09.0  01.5 999.0 99.0
88 01 06 05 320 06.7 08.3 99.00 99.00 99.00 999 1031.2 -09.3  01.5 999.0 99.0
88 01 06 06 310 05.7 07.2 99.00 99.00 99.00 999 1031.0 -09.9  01.5 999.0 99.0
88 01 06 07 310 04.6 06.2 99.00 99.00 99.00 999 1031.5 -10.2  01.4 999.0 99.0
88 01 06 08 310 04.1 05.1 99.00 99.00 99.00 999 1031.6 -10.4  01.4 999.0 99.0
88 01 06 09 310 07.2 09.3 99.00 99.00 99.00 999 1031.8 -10.2  01.3 999.0 99.0
88 01 06 10 290 07.7 09.3 99.00 99.00 99.00 999 1032.1 -10.2  01.3 999.0 99.0
88 01 06 11 280 07.7 09.3 99.00 99.00 99.00 999 1032.5 -10.6  00.9 999.0 99.0
88 01 06 12 290 06.7 08.3 99.00 99.00 99.00 999 1033.2 -10.4  00.5 999.0 99.0
88 01 06 13 290 07.7 09.8 99.00 99.00 99.00 999 1033.6 -10.9  00.4 999.0 99.0
88 01 06 14 290 08.3 09.3 99.00 99.00 99.00 999 1034.3 -10.8  00.8 999.0 99.0
88 01 06 15 310 09.8 11.3 99.00 99.00 99.00 999 1034.3 -10.2  00.7 999.0 99.0
88 01 06 16 310 07.7 09.3 99.00 99.00 99.00 999 1034.2 -09.7  00.6 999.0 99.0
88 01 06 17 300 08.8 10.8 99.00 99.00 99.00 999 1033.7 -09.2  00.6 999.0 99.0
88 01 06 18 280 06.2 08.3 99.00 99.00 99.00 999 1033.1 -08.7  00.7 999.0 99.0
88 01 06 19 300 07.2 08.8 99.00 99.00 99.00 999 1032.8 -08.3  00.9 999.0 99.0
88 01 06 20 300 06.7 09.8 99.00 99.00 99.00 999 1032.5 -07.7  01.3 999.0 99.0
88 01 06 21 310 08.3 09.3 99.00 99.00 99.00 999 1032.5 -07.3  01.3 999.0 99.0
88 01 06 22 280 06.7 08.3 99.00 99.00 99.00 999 1033.1 -07.0  01.1 999.0 99.0
88 01 06 23 300 07.7 08.8 99.00 99.00 99.00 999 1034.1 -07.2  01.0 999.0 99.0
88 01 07 00 300 07.2 09.3 99.00 99.00 99.00 999 1035.2 -07.5  00.7 999.0 99.0
88 01 07 01 300 07.7 09.8 99.00 99.00 99.00 999 1035.9 -07.8  00.7 999.0 99.0
88 01 07 02 310 07.2 08.8 99.00 99.00 99.00 999 1036.3 -08.5  00.5 999.0 99.0
88 01 07 03 300 07.2 08.3 99.00 99.00 99.00 999 1037.0 -08.8  00.6 999.0 99.0
88 01 07 04 310 07.2 09.3 99.00 99.00 99.00 999 1037.1 -09.4  00.7 999.0 99.0
88 01 07 05 310 06.7 07.7 99.00 99.00 99.00 999 1037.6 -09.7  00.6 999.0 99.0
88 01 07 06 320 05.1 06.2 99.00 99.00 99.00 999 1036.5 -10.2  00.5 999.0 99.0
88 01 07 07 320 04.6 05.7 99.00 99.00 99.00 999 1038.1 -10.2  00.6 999.0 99.0
88 01 07 08 310 03.6 05.1 99.00 99.00 99.00 999 1038.7 -10.6  00.4 999.0 99.0
88 01 07 09 310 05.7 07.2 99.00 99.00 99.00 999 1038.4 -10.5  00.4 999.0 99.0
88 01 07 10 310 06.2 07.2 99.00 99.00 99.00 999 1038.8 -10.5  00.3 999.0 99.0
88 01 07 11 310 04.1 05.1 99.00 99.00 99.00 999 1039.9 -10.5  00.2 999.0 99.0
88 01 07 12 300 05.1 06.2 99.00 99.00 99.00 999 1040.9 -10.3  00.0 999.0 99.0
88 01 07 13 290 04.6 05.1 99.00 99.00 99.00 999 1040.9 -10.0  00.2 999.0 99.0
88 01 07 14 300 03.1 04.1 99.00 99.00 99.00 999 1041.1 -10.0  00.4 999.0 99.0
88 01 07 15 290 02.6 03.6 99.00 99.00 99.00 999 1041.3 -09.4 999.0 999.0 99.0
88 01 07 16 010 03.6 04.6 99.00 99.00 99.00 999 1040.6 -08.0  00.0 999.0 99.0
88 01 07 17 020 04.6 05.7 99.00 99.00 99.00 999 1039.1 -07.5  00.0 999.0 99.0
88 01 07 18 010 05.7 06.7 99.00 99.00 99.00 999 1037.8 -07.3  00.0 999.0 99.0
88 01 07 19 020 04.1 05.1 99.00 99.00 99.00 999 1037.0 -07.0  00.1 999.0 99.0
88 01 07 20 020 05.1 06.2 99.00 99.00 99.00 999 1036.3 -06.8  00.1 999.0 99.0
88 01 07 21 070 02.6 03.1 99.00 99.00 99.00 999 1036.0 -06.7  00.2 999.0 99.0
88 01 07 22 000 00.0 00.5 99.00 99.00 99.00 999 1036.2 -06.6  00.2 999.0 99.0
88 01 07 23 070 02.6 03.1 99.00 99.00 99.00 999 1035.9 -06.4  00.4 999.0 99.0
88 01 08 00 080 02.6 04.1 99.00 99.00 99.00 999 1035.7 -06.4  00.6 999.0 99.0
88 01 08 01 080 02.6 03.1 99.00 99.00 99.00 999 1035.4 -07.0  00.6 999.0 99.0
88 01 08 02 090 03.6 04.6 99.00 99.00 99.00 999 1035.0 -07.4  00.6 999.0 99.0
88 01 08 03 070 04.6 05.7 99.00 99.00 99.00 999 1034.2 -07.6  00.6 999.0 99.0
88 01 08 04 060 06.2 07.2 99.00 99.00 99.00 999 1032.6 -07.8  00.4 999.0 99.0
88 01 08 05 040 07.2 08.3 99.00 99.00 99.00 999 1030.5 -07.3  00.1 999.0 99.0
88 01 08 06 040 07.7 08.8 99.00 99.00 99.00 999 1028.9 -07.3  00.2 999.0 99.0
88 01 08 07 030 08.8 10.3 99.00 99.00 99.00 999 1027.8 -07.0  00.3 999.0 99.0
88 01 08 08 030 10.8 11.9 99.00 99.00 99.00 999 1026.5 -06.5  00.4 999.0 99.0
88 01 08 09 030 10.3 11.9 99.00 99.00 99.00 999 1025.7 -06.7  00.3 999.0 99.0
88 01 08 10 010 11.3 12.4 99.00 99.00 99.00 999 1024.1 -06.1  00.2 999.0 99.0
88 01 08 11 360 09.3 10.8 99.00 99.00 99.00 999 1023.7 -06.3  00.3 999.0 99.0
88 01 08 12 360 12.4 13.4 99.00 99.00 99.00 999 1022.4 -05.6  00.2 999.0 99.0
88 01 08 13 360 11.3 12.4 99.00 99.00 99.00 999 1021.8 -05.2  00.4 999.0 99.0
88 01 08 14 360 11.3 12.9 99.00 99.00 99.00 999 1020.9 -05.2  00.4 999.0 99.0
88 01 08 15 360 11.9 13.4 99.00 99.00 99.00 999 1020.1 -05.0  00.5 999.0 99.0
88 01 08 16 350 09.3 10.8 99.00 99.00 99.00 999 1019.7 -04.7  00.3 999.0 99.0
88 01 08 17 350 11.3 12.4 99.00 99.00 99.00 999 1017.4 -04.5  00.2 999.0 99.0
88 01 08 18 340 08.8 10.3 99.00 99.00 99.00 999 1016.7 -04.0  00.2 999.0 99.0
88 01 08 19 330 07.2 08.8 99.00 99.00 99.00 999 1016.4 -03.6  00.4 999.0 99.0
88 01 08 20 330 06.7 07.7 99.00 99.00 99.00 999 1016.1 -03.2  00.5 999.0 99.0
88 01 08 21 330 06.2 07.2 99.00 99.00 99.00 999 1016.5 -03.1  00.7 999.0 99.0
88 01 08 22 330 07.7 08.3 99.00 99.00 99.00 999 1016.4 -03.2  00.4 999.0 99.0
88 01 08 23 330 06.2 06.7 99.00 99.00 99.00 999 1016.5 -03.1  00.4 999.0 99.0
88 01 09 00 310 05.1 05.7 99.00 99.00 99.00 999 1017.3 -03.0  00.4 999.0 99.0
88 01 09 01 300 04.6 05.7 99.00 99.00 99.00 999 1017.8 -02.7  00.7 999.0 99.0
88 01 09 03 310 05.7 06.2 99.00 99.00 99.00 999 1017.5 -02.9  00.8 999.0 99.0
88 01 09 04 300 05.1 05.7 99.00 99.00 99.00 999 1017.8 -03.2  00.7 999.0 99.0
88 01 09 05 300 03.6 04.6 99.00 99.00 99.00 999 1018.4 -03.0  00.3 999.0 99.0
88 01 09 06 310 04.6 05.1 99.00 99.00 99.00 999 1018.6 -02.8  00.0 999.0 99.0
88 01 09 07 300 04.6 05.7 99.00 99.00 99.00 999 1019.5 -02.4  00.6 999.0 99.0
88 01 09 08 310 03.6 04.1 99.00 99.00 99.00 999 1019.8 -02.5  00.7 999.0 99.0
88 01 09 09 290 03.6 04.1 99.00 99.00 99.00 999 1020.5 -02.6  00.6 999.0 99.0
88 01 09 10 300 05.1 06.2 99.00 99.00 99.00 999 1020.9 -03.1  00.0 999.0 99.0
88 01 09 11 280 04.1 04.6 99.00 99.00 99.00 999 1021.4 -03.3  00.7 999.0 99.0
88 01 09 12 250 03.6 04.1 99.00 99.00 99.00 999 1023.9 -03.5  00.7 999.0 99.0
88 01 09 13 310 03.1 04.1 99.00 99.00 99.00 999 1023.7 -03.9  00.6 999.0 99.0
88 01 09 14 310 04.6 04.6 99.00 99.00 99.00 999 1025.5 -04.0  00.6 999.0 99.0
88 01 09 15 320 04.6 05.7 99.00 99.00 99.00 999 1025.4 -03.6  00.6 999.0 99.0
88 01 09 16 330 05.7 06.7 99.00 99.00 99.00 999 1025.0 -03.1  00.4 999.0 99.0
88 01 09 17 330 03.6 04.1 99.00 99.00 99.00 999 1024.5 -03.0  00.5 999.0 99.0
88 01 09 18 300 03.6 04.1 99.00 99.00 99.00 999 1024.3 -02.4  00.6 999.0 99.0
88 01 09 19 330 03.6 04.1 99.00 99.00 99.00 999 1024.1 -01.8  00.6 999.0 99.0
88 01 09 20 300 04.6 05.1 99.00 99.00 99.00 999 1024.7 -01.5  00.7 999.0 99.0
88 01 09 21 310 03.6 04.1 99.00 99.00 99.00 999 1025.3 -01.6  00.7 999.0 99.0
88 01 09 22 310 01.0 01.5 99.00 99.00 99.00 999 1025.2 -01.7  00.7 999.0 99.0
88 01 09 23 310 02.1 02.6 99.00 99.00 99.00 999 1025.3 -01.8  01.3 999.0 99.0
88 01 10 00 300 02.6 02.6 99.00 99.00 99.00 999 1025.7 -01.9  01.0 999.0 99.0
88 01 10 01 290 02.1 02.1 99.00 99.00 99.00 999 1025.8 -02.4  01.0 999.0 99.0
88 01 10 02 320 01.5 02.1 99.00 99.00 99.00 999 1025.8 -02.5  00.9 999.0 99.0
88 01 10 03 300 01.5 01.5 99.00 99.00 99.00 999 1026.2 -02.7  00.7 999.0 99.0
88 01 10 04 280 02.1 02.6 99.00 99.00 99.00 999 1026.6 -03.4  00.5 999.0 99.0
88 01 10 05 310 04.1 04.6 99.00 99.00 99.00 999 1026.6 -04.1  00.5 999.0 99.0
88 01 10 06 340 05.1 05.7 99.00 99.00 99.00 999 1026.2 -03.7  00.5 999.0 99.0
88 01 10 07 340 04.6 05.1 99.00 99.00 99.00 999 1027.0 -04.2  00.4 999.0 99.0
88 01 10 08 340 05.1 05.7 99.00 99.00 99.00 999 1027.8 -03.9  00.4 999.0 99.0
88 01 10 09 340 05.7 06.2 99.00 99.00 99.00 999 1027.7 -04.3  00.4 999.0 99.0
88 01 10 10 310 04.1 05.1 99.00 99.00 99.00 999 1028.2 -05.4  00.4 999.0 99.0
88 01 10 11 320 04.6 05.7 99.00 99.00 99.00 999 1028.4 -05.7  00.3 999.0 99.0
88 01 10 12 310 03.1 04.1 99.00 99.00 99.00 999 1029.5 -06.3  00.0 999.0 99.0
88 01 10 13 320 04.6 05.1 99.00 99.00 99.00 999 1030.1 -06.1  00.1 999.0 99.0
88 01 10 14 340 04.6 05.7 99.00 99.00 99.00 999 1030.5 -04.8  00.4 999.0 99.0
88 01 10 15 350 06.2 07.2 99.00 99.00 99.00 999 1031.7 -04.2  00.7 999.0 99.0
88 01 10 16 360 05.7 06.7 99.00 99.00 99.00 999 1031.9 -03.7  00.7 999.0 99.0
88 01 10 17 010 05.1 05.7 99.00 99.00 99.00 999 1031.4 -03.3  00.5 999.0 99.0
88 01 10 18 020 05.7 06.2 99.00 99.00 99.00 999 1030.6 -03.1  00.4 999.0 99.0
88 01 10 19 030 04.1 05.1 99.00 99.00 99.00 999 1030.7 -02.8  00.4 999.0 99.0
88 01 10 20 040 04.1 05.1 99.00 99.00 99.00 999 1030.5 -02.7  00.4 999.0 99.0
88 01 10 21 040 04.1 04.6 99.00 99.00 99.00 999 1030.9 -02.2  00.4 999.0 99.0
88 01 10 22 040 03.1 04.1 99.00 99.00 99.00 999 1031.4 -02.1  00.2 999.0 99.0
88 01 10 23 010 02.6 03.6 99.00 99.00 99.00 999 1032.2 -02.1  00.1 999.0 99.0
88 01 11 00 020 02.6 03.1 99.00 99.00 99.00 999 1032.7 -02.1  00.2 999.0 99.0
88 01 11 01 090 02.6 03.1 99.00 99.00 99.00 999 1032.8 -02.7  00.4 999.0 99.0
88 01 11 02 080 02.6 03.1 99.00 99.00 99.00 999 1032.2 -03.0  00.4 999.0 99.0
88 01 11 03 070 03.1 03.6 99.00 99.00 99.00 999 1032.0 -03.4  00.3 999.0 99.0
88 01 11 04 070 03.6 04.1 99.00 99.00 99.00 999 1032.3 -03.5  00.1 999.0 99.0
88 01 11 05 070 02.6 02.6 99.00 99.00 99.00 999 1032.7 -04.1  00.1 999.0 99.0
88 01 11 06 050 03.1 03.6 99.00 99.00 99.00 999 1032.2 -04.1  00.0 999.0 99.0
88 01 11 07 070 02.6 03.1 99.00 99.00 99.00 999 1032.4 -04.2 999.0 999.0 99.0
88 01 11 08 070 01.5 02.1 99.00 99.00 99.00 999 1032.3 -05.0 999.0 999.0 99.0
88 01 11 09 050 01.0 01.5 99.00 99.00 99.00 999 1031.8 -05.2 999.0 999.0 99.0
88 01 11 10 040 01.5 02.1 99.00 99.00 99.00 999 1031.6 -05.2 999.0 999.0 99.0
88 01 11 11 000 00.0 01.0 99.00 99.00 99.00 999 1032.1 -05.9 999.0 999.0 99.0
88 01 11 12 330 00.5 01.0 99.00 99.00 99.00 999 1032.3 -06.5 999.0 999.0 99.0
88 01 11 13 000 00.0 00.0 99.00 99.00 99.00 999 1032.6 -06.2  00.0 999.0 99.0
88 01 11 14 000 00.0 00.5 99.00 99.00 99.00 999 1032.2 -04.7  00.1 999.0 99.0
88 01 11 15 100 01.0 01.5 99.00 99.00 99.00 999 1032.5 -04.9  00.1 999.0 99.0
88 01 11 16 100 03.1 03.6 99.00 99.00 99.00 999 1031.7 -04.0  00.0 999.0 99.0
88 01 11 17 050 00.5 01.0 99.00 99.00 99.00 999 1030.7 -03.9  00.2 999.0 99.0
88 01 11 18 020 01.5 02.1 99.00 99.00 99.00 999 1029.5 -03.6  00.1 999.0 99.0
88 01 11 19 010 02.6 03.1 99.00 99.00 99.00 999 1029.0 -03.2  00.3 999.0 99.0
