#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 01 01 22 00 293  5.4  5.9 99.00 99.00 99.00 999 1020.0  11.4   6.8   2.5 99.0 99.00
2019 01 01 23 00 289  5.9  6.4 99.00 99.00 99.00 999 1021.4  10.7   6.8   2.8 99.0 99.00
2019 01 02 00 00 298  5.1  5.5 99.00 99.00 99.00 999 1022.6  10.2   6.7   1.7 99.0 99.00
2019 01 02 01 00 308  6.1  6.7 99.00 99.00 99.00 999 1023.2   9.6   6.6   1.2 99.0 99.00
2019 01 02 02 00 311  4.6  5.4 99.00 99.00 99.00 999 1023.8   8.6   6.6   1.6 99.0 99.00
2019 01 02 03 00 323  5.9  6.8 99.00 99.00 99.00 999 1023.6   8.3   6.6   1.6 99.0 99.00
2019 01 02 04 00 338  3.9  4.1 99.00 99.00 99.00 999 1023.4   7.7   6.6   2.2 99.0 99.00
2019 01 02 05 00 321  2.8  2.9 99.00 99.00 99.00 999 1023.8   7.5   6.6   1.5 99.0 99.00
2019 01 02 06 00 335  5.2  5.4 99.00 99.00 99.00 999 1023.9   7.3   6.6   0.7 99.0 99.00
2019 01 02 07 00 341  4.3  4.5 99.00 99.00 99.00 999 1024.6   6.6   6.6   2.3 99.0 99.00
2019 01 02 08 00 357  3.8  3.9 99.00 99.00 99.00 999 1024.9   6.3   6.6   1.9 99.0 99.00
2019 01 02 09 00  10  3.8  4.2 99.00 99.00 99.00 999 1024.8   6.4   6.3   2.0 99.0 99.00
2019 01 02 10 00  34  1.7  2.0 99.00 99.00 99.00 999 1025.2   6.3   6.3   2.7 99.0 99.00
2019 01 02 11 00 155  0.5  0.7 99.00 99.00 99.00 999 1026.1   6.2   6.4   2.3 99.0 99.00
2019 01 02 12 00 126  0.5  0.6 99.00 99.00 99.00 999 1027.1   6.2   6.4   2.1 99.0 99.00
2019 01 02 21 00 161  1.9  2.0 99.00 99.00 99.00 999 1024.2   6.2   6.6   3.3 99.0 99.00
2019 01 02 22 00 121  3.6  3.7 99.00 99.00 99.00 999 1022.8   6.3   6.6   3.1 99.0 99.00
2019 01 02 23 00 144  1.1  1.3 99.00 99.00 99.00 999 1022.9   6.3   6.6   3.8 99.0 99.00
2019 01 03 00 00 107  0.6  0.7 99.00 99.00 99.00 999 1023.0   6.4   6.5   3.3 99.0 99.00
2019 01 03 01 00 113  3.1  3.4 99.00 99.00 99.00 999 1022.2   6.5   6.5   3.9 99.0 99.00
2019 01 03 02 00 137  5.7  6.2 99.00 99.00 99.00 999 1020.9   6.8   6.5   4.2 99.0 99.00
2019 01 03 03 00 143  3.1  3.4 99.00 99.00 99.00 999 1020.4   6.7   6.6   5.0 99.0 99.00
2019 01 03 04 00 151  4.7  4.9 99.00 99.00 99.00 999 1018.7   6.5   6.5   5.7 99.0 99.00
2019 01 03 05 00 158  4.2  4.5 99.00 99.00 99.00 999 1017.7   6.5   6.6   6.0 99.0 99.00
2019 01 03 06 00 150  4.9  5.3 99.00 99.00 99.00 999 1016.7   6.6   6.6   6.6 99.0 99.00
2019 01 03 07 00 151  6.2  6.9 99.00 99.00 99.00 999 1015.7   6.5   6.5   6.5 99.0 99.00
2019 01 03 08 00 172  2.1  2.4 99.00 99.00 99.00 999 1015.1   6.5   6.6   6.5 99.0 99.00
2019 01 03 09 00 187  2.2  2.3 99.00 99.00 99.00 999 1014.1   6.7   6.5   6.2 99.0 99.00
2019 01 03 10 00 206  1.0  1.1 99.00 99.00 99.00 999 1013.6   6.5   6.5   5.9 99.0 99.00
2019 01 03 11 00 247  2.4  2.6 99.00 99.00 99.00 999 1014.2   6.5   6.5   5.9 99.0 99.00
2019 01 03 12 00 236  3.3  3.4 99.00 99.00 99.00 999 1014.4   6.7   6.5   5.6 99.0 99.00
2019 01 03 13 00 251  3.8  3.9 99.00 99.00 99.00 999 1015.4   6.9   6.5   5.2 99.0 99.00
2019 01 03 14 00 293  3.1  3.4 99.00 99.00 99.00 999 1016.4   6.9   6.5   5.3 99.0 99.00
2019 01 03 15 00 283  3.8  4.2 99.00 99.00 99.00 999 1017.0   7.7   6.5   4.4 99.0 99.00
2019 01 03 16 00 319  5.8  6.8 99.00 99.00 99.00 999 1016.7   8.9   6.4   2.5 99.0 99.00
2019 01 03 18 00 324  4.9  5.4 99.00 99.00 99.00 999 1016.4   8.6   6.6   1.4 99.0 99.00
2019 01 03 19 00 300  5.4  7.1 99.00 99.00 99.00 999 1016.3   8.7   6.7  -0.9 99.0 99.00
2019 01 03 20 00 311  5.0  5.6 99.00 99.00 99.00 999 1016.6   8.3   6.6  -0.4 99.0 99.00
2019 01 03 21 00 331  4.5  4.8 99.00 99.00 99.00 999 1016.9   8.0   6.6  -0.7 99.0 99.00
2019 01 03 22 00 342  2.2  2.3 99.00 99.00 99.00 999 1017.1   7.5   6.6   0.0 99.0 99.00
2019 01 03 23 00   5  1.7  1.8 99.00 99.00 99.00 999 1018.1   7.1   6.6   1.0 99.0 99.00
2019 01 04 00 00 347  2.7  2.9 99.00 99.00 99.00 999 1018.5   6.6   6.6   0.0 99.0 99.00
2019 01 04 01 00  34  1.4  1.5 99.00 99.00 99.00 999 1019.2   5.8   6.6   3.1 99.0 99.00
2019 01 04 02 00 357  2.1  2.3 99.00 99.00 99.00 999 1019.8   5.8   6.5   1.8 99.0 99.00
2019 01 04 03 00  55  2.6  2.8 99.00 99.00 99.00 999 1019.7   5.3   6.4   1.2 99.0 99.00
2019 01 04 04 00  70  1.4  1.5 99.00 99.00 99.00 999 1019.8   5.0   6.3   0.6 99.0 99.00
2019 01 04 05 00 130  2.5  2.6 99.00 99.00 99.00 999 1018.9   5.0   6.2   1.0 99.0 99.00
2019 01 04 06 00 145  3.6  3.7 99.00 99.00 99.00 999 1019.2   4.9   6.2   0.2 99.0 99.00
2019 01 04 07 00 146  4.2  4.5 99.00 99.00 99.00 999 1019.2   5.0   6.4  -0.1 99.0 99.00
2019 01 04 08 00 156  6.5  7.0 99.00 99.00 99.00 999 1018.5   5.3   6.4  -0.4 99.0 99.00
2019 01 04 09 00 166  4.8  5.4 99.00 99.00 99.00 999 1018.5   5.4   6.4   1.2 99.0 99.00
2019 01 04 10 00 168  5.3  5.6 99.00 99.00 99.00 999 1018.6   5.5   6.4   1.2 99.0 99.00
2019 01 04 11 00 199  2.7  3.0 99.00 99.00 99.00 999 1018.6   4.6   6.3   2.7 99.0 99.00
2019 01 04 12 00 207  2.7  3.0 99.00 99.00 99.00 999 1018.1   4.3   6.3   2.0 99.0 99.00
2019 01 04 13 00 193  4.0  4.3 99.00 99.00 99.00 999 1018.5   4.5   6.2   2.7 99.0 99.00
2019 01 04 14 00 194  4.8  5.5 99.00 99.00 99.00 999 1018.9   5.3   6.2   3.7 99.0 99.00
2019 01 04 16 00 184  4.1  4.3 99.00 99.00 99.00 999 1017.5   6.0   6.2   3.6 99.0 99.00
2019 01 04 17 00 144  2.9  3.3 99.00 99.00 99.00 999 1016.4   5.9   6.3   5.1 99.0 99.00
2019 01 04 18 00 154  4.8  5.3 99.00 99.00 99.00 999 1015.7   6.5   6.3   6.3 99.0 99.00
2019 01 04 19 00 149  6.8  7.4 99.00 99.00 99.00 999 1014.6   6.8   6.3   6.8 99.0 99.00
2019 01 04 20 00 143  6.6  6.7 99.00 99.00 99.00 999 1014.0   7.4   6.4   5.2 99.0 99.00
2019 01 04 21 00 160  4.1  4.2 99.00 99.00 99.00 999 1014.0   7.6   6.4   4.2 99.0 99.00
2019 01 04 22 00 133  5.7  6.2 99.00 99.00 99.00 999 1012.7   7.7   6.4   4.4 99.0 99.00
2019 01 04 23 00 153  4.3  4.4 99.00 99.00 99.00 999 1012.6   7.4   6.4   5.4 99.0 99.00
2019 01 05 00 00 135  5.5  5.8 99.00 99.00 99.00 999 1011.1   7.6   6.4   5.3 99.0 99.00
2019 01 05 01 00 105  4.6  5.1 99.00 99.00 99.00 999 1009.5   7.8   6.4   5.4 99.0 99.00
2019 01 05 02 00  81  2.7  3.0 99.00 99.00 99.00 999 1008.6   7.7   6.4   6.1 99.0 99.00
2019 01 05 03 00  21  2.2  2.4 99.00 99.00 99.00 999 1007.6   6.6   6.4   6.6 99.0 99.00
2019 01 05 04 00  16  4.3  4.6 99.00 99.00 99.00 999 1006.6   6.4   6.4   6.4 99.0 99.00
2019 01 05 05 00  23  5.3  5.6 99.00 99.00 99.00 999 1005.2   6.4   6.4   6.4 99.0 99.00
2019 01 05 06 00  25  5.2  5.5 99.00 99.00 99.00 999 1003.7   6.3   6.4   6.3 99.0 99.00
2019 01 05 07 00  26  4.1  4.4 99.00 99.00 99.00 999 1002.4   6.3   6.4   6.3 99.0 99.00
2019 01 05 08 00  47  2.5  2.9 99.00 99.00 99.00 999 1000.8   6.8   6.5   6.8 99.0 99.00
2019 01 05 09 00 311  3.6  3.8 99.00 99.00 99.00 999 1000.2   7.0   6.5   7.0 99.0 99.00
2019 01 05 10 00 290  4.0  4.3 99.00 99.00 99.00 999  999.6   6.9   6.5   6.9 99.0 99.00
2019 01 05 11 00 332  4.0  4.1 99.00 99.00 99.00 999  998.5   6.4   6.5   6.4 99.0 99.00
2019 01 05 12 00 332  3.3  3.6 99.00 99.00 99.00 999  998.5   6.3   6.4   6.3 99.0 99.00
2019 01 05 13 00 306  3.6  4.1 99.00 99.00 99.00 999  999.0   6.3   6.4   6.3 99.0 99.00
2019 01 05 14 00 276  3.5  3.9 99.00 99.00 99.00 999  999.8   6.5   6.4   6.5 99.0 99.00
2019 01 05 15 00 268  3.5  3.8 99.00 99.00 99.00 999  999.9   6.8   6.4   6.8 99.0 99.00
2019 01 05 16 00 258  5.4  6.1 99.00 99.00 99.00 999 1000.1   7.5   6.3   7.5 99.0 99.00
2019 01 05 17 00 268  6.7  7.7 99.00 99.00 99.00 999 1000.3   7.9   6.3   7.9 99.0 99.00
2019 01 05 18 00 280 12.4 14.4 99.00 99.00 99.00 999  999.9   9.4   6.4   6.4 99.0 99.00
2019 01 05 19 00 281 13.3 14.6 99.00 99.00 99.00 999 1000.8   9.5   6.5   5.5 99.0 99.00
2019 01 05 20 00 284 12.3 13.7 99.00 99.00 99.00 999 1002.5   9.1   6.5   5.3 99.0 99.00
2019 01 05 21 00 292  7.9  9.2 99.00 99.00 99.00 999 1004.0   8.9   6.6   6.0 99.0 99.00
2019 01 05 22 00 288  8.0  9.2 99.00 99.00 99.00 999 1005.3  10.1   6.6   4.9 99.0 99.00
2019 01 05 23 00 281  8.9  9.6 99.00 99.00 99.00 999 1006.4  10.5   6.6   4.2 99.0 99.00
2019 01 06 00 00 278  7.2  7.8 99.00 99.00 99.00 999 1007.8  10.6   6.6   3.3 99.0 99.00
2019 01 06 01 00 282  6.7  7.7 99.00 99.00 99.00 999 1008.8  10.0   6.6   3.5 99.0 99.00
2019 01 06 02 00 279  7.8  8.5 99.00 99.00 99.00 999 1009.6  10.1   6.6   2.7 99.0 99.00
2019 01 06 03 00 279  7.7  8.4 99.00 99.00 99.00 999 1010.3   9.8   6.5   2.6 99.0 99.00
2019 01 06 04 00 269  6.5  6.8 99.00 99.00 99.00 999 1011.0   9.2   6.5   2.7 99.0 99.00
2019 01 06 05 00 266  7.3  7.7 99.00 99.00 99.00 999 1011.1   9.0   6.5   2.6 99.0 99.00
2019 01 06 06 00 257  5.4  6.2 99.00 99.00 99.00 999 1011.5   9.1   6.4   2.3 99.0 99.00
2019 01 06 07 00 267  6.7  7.1 99.00 99.00 99.00 999 1012.5   8.9   6.2   2.2 99.0 99.00
2019 01 06 08 00 264  5.4  5.9 99.00 99.00 99.00 999 1012.9   9.8   6.1   1.6 99.0 99.00
2019 01 06 09 00 253  4.3  4.4 99.00 99.00 99.00 999 1013.4   8.5   6.0   1.5 99.0 99.00
2019 01 06 10 00 250  3.1  3.7 99.00 99.00 99.00 999 1013.5   7.9   6.4   1.6 99.0 99.00
2019 01 06 11 00 244  2.5  2.9 99.00 99.00 99.00 999 1013.7   7.5   6.4   2.7 99.0 99.00
2019 01 06 12 00 250  3.1  3.2 99.00 99.00 99.00 999 1015.1   7.6   6.4   1.3 99.0 99.00
2019 01 06 13 00 273  4.6  5.1 99.00 99.00 99.00 999 1016.0   8.4   6.3   1.8 99.0 99.00
2019 01 06 14 00 280  5.8  6.9 99.00 99.00 99.00 999 1017.1   9.1   6.0   1.8 99.0 99.00
2019 01 06 15 00 286  8.8  9.9 99.00 99.00 99.00 999 1017.8  10.2   6.2   1.6 99.0 99.00
2019 01 06 16 00 284  8.6  9.9 99.00 99.00 99.00 999 1018.0  10.2   6.3   1.4 99.0 99.00
2019 01 06 17 00 292  7.9  9.2 99.00 99.00 99.00 999 1018.1  10.6   6.3   0.4 99.0 99.00
2019 01 06 18 00 301  7.3  9.0 99.00 99.00 99.00 999 1018.1  10.7   6.4   0.6 99.0 99.00
2019 01 06 19 00 290  9.6 10.9 99.00 99.00 99.00 999 1018.3  11.2   6.5  -2.5 99.0 99.00
2019 01 06 20 00 295  9.4 11.7 99.00 99.00 99.00 999 1019.2  11.6   6.6  -3.4 99.0 99.00
2019 01 06 21 00 293  8.2 10.5 99.00 99.00 99.00 999 1020.3  11.1   6.7  -3.2 99.0 99.00
2019 01 06 22 00 293  8.1  8.8 99.00 99.00 99.00 999 1021.4  10.5   6.6  -3.3 99.0 99.00
2019 01 06 23 00 314  8.8 10.2 99.00 99.00 99.00 999 1022.7   9.1   6.6  -5.4 99.0 99.00
2019 01 07 00 00 316  7.6  8.5 99.00 99.00 99.00 999 1023.9   8.5   6.5  -4.4 99.0 99.00
2019 01 07 01 00 306  6.1  6.9 99.00 99.00 99.00 999 1025.4   7.9   6.5  -4.8 99.0 99.00
2019 01 07 02 00 304  4.9  5.4 99.00 99.00 99.00 999 1025.9   7.2   6.6  -4.5 99.0 99.00
2019 01 07 03 00 308  6.2  7.4 99.00 99.00 99.00 999 1026.9   6.9   6.5  -4.8 99.0 99.00
2019 01 07 04 00 308  5.2  6.1 99.00 99.00 99.00 999 1027.7   6.0   6.4  -4.2 99.0 99.00
2019 01 07 05 00 316  5.7  6.4 99.00 99.00 99.00 999 1028.2   5.4   6.3  -4.5 99.0 99.00
2019 01 07 06 00 327  4.9  5.5 99.00 99.00 99.00 999 1028.7   4.9   6.3  -4.7 99.0 99.00
2019 01 07 07 00 345  5.7  6.4 99.00 99.00 99.00 999 1029.4   4.5   6.2  -3.6 99.0 99.00
2019 01 07 08 00  17  7.7  8.1 99.00 99.00 99.00 999 1030.2   3.6   6.1  -3.6 99.0 99.00
2019 01 07 09 00  16  8.3  9.5 99.00 99.00 99.00 999 1030.2   3.0   6.1  -4.8 99.0 99.00
2019 01 07 10 00  27  7.5  8.3 99.00 99.00 99.00 999 1030.6   2.6   6.0  -4.8 99.0 99.00
2019 01 07 11 00  11  7.5  8.1 99.00 99.00 99.00 999 1031.5   2.1   6.0  -6.6 99.0 99.00
2019 01 07 12 00  28  7.4  8.3 99.00 99.00 99.00 999 1032.5   1.8   6.0  -5.1 99.0 99.00
2019 01 07 13 00  31  6.5  7.6 99.00 99.00 99.00 999 1033.6   1.2   6.0  -5.9 99.0 99.00
2019 01 07 14 00  28  5.6  6.0 99.00 99.00 99.00 999 1034.5   1.0   5.9  -6.3 99.0 99.00
2019 01 07 15 00  20  4.9  5.6 99.00 99.00 99.00 999 1034.1   1.0   6.0  -7.7 99.0 99.00
2019 01 07 16 00  40  3.4  3.9 99.00 99.00 99.00 999 1033.5   1.2   5.9  -7.1 99.0 99.00
2019 01 07 17 00  45  4.2  4.9 99.00 99.00 99.00 999 1031.8   1.4   5.9  -7.2 99.0 99.00
2019 01 07 18 00  67  2.7  3.2 99.00 99.00 99.00 999 1031.6   1.6   5.9  -8.4 99.0 99.00
2019 01 07 19 00  81  2.2  3.1 99.00 99.00 99.00 999 1031.3   1.8   5.9  -8.5 99.0 99.00
2019 01 07 20 00 114  3.2  3.7 99.00 99.00 99.00 999 1031.2   1.8   6.0  -7.3 99.0 99.00
2019 01 07 21 00 116  3.7  4.1 99.00 99.00 99.00 999 1030.8   2.3   6.0  -6.8 99.0 99.00
2019 01 07 22 00 123  4.0  4.7 99.00 99.00 99.00 999 1030.2   2.6   6.0  -5.7 99.0 99.00
2019 01 07 23 00 144  7.3  8.1 99.00 99.00 99.00 999 1029.2   3.1   6.0  -5.7 99.0 99.00
2019 01 08 00 00 142  8.2  9.1 99.00 99.00 99.00 999 1028.3   3.5   6.0  -3.5 99.0 99.00
2019 01 08 01 00 134  9.5 10.3 99.00 99.00 99.00 999 1027.9   3.6   6.0  -3.2 99.0 99.00
2019 01 08 02 00 145  9.2 10.2 99.00 99.00 99.00 999 1027.0   3.2   5.9  -1.7 99.0 99.00
2019 01 08 03 00 140  6.8  7.6 99.00 99.00 99.00 999 1026.9   3.2   5.9  -0.7 99.0 99.00
2019 01 08 04 00 133  8.6  9.4 99.00 99.00 99.00 999 1024.9   3.3   5.9   0.0 99.0 99.00
2019 01 08 05 00 146  7.1  7.7 99.00 99.00 99.00 999 1024.5   3.9   5.8   1.2 99.0 99.00
2019 01 08 06 00 211  2.3  2.6 99.00 99.00 99.00 999 1025.5   4.2   5.8   2.2 99.0 99.00
2019 01 08 07 00 146  5.6  6.0 99.00 99.00 99.00 999 1023.7   4.2   5.8   3.7 99.0 99.00
2019 01 08 08 00 144  8.1  9.4 99.00 99.00 99.00 999 1021.4   4.8   5.9   4.8 99.0 99.00
2019 01 08 09 00 174  6.2  6.5 99.00 99.00 99.00 999 1021.3   5.2   5.8   5.1 99.0 99.00
2019 01 08 10 00 163  6.7  7.3 99.00 99.00 99.00 999 1020.4   5.5   5.9   5.5 99.0 99.00
2019 01 08 11 00 162  8.0  8.6 99.00 99.00 99.00 999 1019.6   5.8   5.9   5.7 99.0 99.00
2019 01 08 12 00 156  6.9  7.6 99.00 99.00 99.00 999 1018.6   6.0   5.9   6.0 99.0 99.00
2019 01 08 13 00 167  6.6  7.3 99.00 99.00 99.00 999 1018.4   6.0   5.9   5.9 99.0 99.00
2019 01 08 14 00 174  4.9  5.2 99.00 99.00 99.00 999 1018.5   6.1   6.0   6.1 99.0 99.00
2019 01 08 15 00 166  4.8  5.1 99.00 99.00 99.00 999 1017.5   6.2   6.1   6.2 99.0 99.00
2019 01 08 16 00 172  4.7  5.1 99.00 99.00 99.00 999 1016.6   6.3   6.1   6.3 99.0 99.00
2019 01 08 17 00 132  4.3  4.6 99.00 99.00 99.00 999 1014.1   6.5   6.1   6.5 99.0 99.00
2019 01 08 18 00 133  4.9  5.3 99.00 99.00 99.00 999 1012.3   7.2   6.1   7.1 99.0 99.00
2019 01 08 19 00 114  3.7  4.1 99.00 99.00 99.00 999 1010.9   8.2   6.2   7.3 99.0 99.00
2019 01 08 20 00 147  6.9  7.3 99.00 99.00 99.00 999 1009.7   9.3   6.3   8.0 99.0 99.00
2019 01 08 21 00 158  5.0  5.6 99.00 99.00 99.00 999 1008.9   8.8   6.3   8.3 99.0 99.00
2019 01 08 22 00 162  6.4  6.5 99.00 99.00 99.00 999 1008.6   9.0   6.4   8.3 99.0 99.00
2019 01 08 23 00 159  7.7  7.9 99.00 99.00 99.00 999 1007.9   9.8   6.3   8.5 99.0 99.00
2019 01 09 00 00 187  5.7  5.9 99.00 99.00 99.00 999 1007.3   8.6   6.3   8.4 99.0 99.00
2019 01 09 01 00 141  7.6  8.0 99.00 99.00 99.00 999 1005.3   9.5   6.2   8.8 99.0 99.00
2019 01 09 02 00 151  8.6  9.5 99.00 99.00 99.00 999 1003.7   9.8   6.2   8.7 99.0 99.00
2019 01 09 03 00 297 13.7 18.0 99.00 99.00 99.00 999 1006.5  10.9   6.2   8.4 99.0 99.00
2019 01 09 04 00 242  5.9  6.6 99.00 99.00 99.00 999 1005.5  10.7   6.3   7.2 99.0 99.00
2019 01 09 05 00 260  9.0 10.2 99.00 99.00 99.00 999 1005.4  11.6   6.4   6.2 99.0 99.00
2019 01 09 06 00 275 13.3 16.5 99.00 99.00 99.00 999 1005.7  11.7   6.4   0.6 99.0 99.00
2019 01 09 07 00 289 17.7 19.9 99.00 99.00 99.00 999 1007.1   9.6   6.3  -1.1 99.0 99.00
2019 01 09 08 00 286 10.0 11.4 99.00 99.00 99.00 999 1008.6   8.8   6.4  -0.9 99.0 99.00
2019 01 09 09 00 279  6.3  7.3 99.00 99.00 99.00 999 1008.7   8.3   6.3  -1.7 99.0 99.00
2019 01 09 10 00 266  5.6  6.4 99.00 99.00 99.00 999 1008.4   7.8   6.2  -1.4 99.0 99.00
2019 01 09 11 00 283 11.3 13.0 99.00 99.00 99.00 999 1008.5   8.0   6.4  -4.5 99.0 99.00
2019 01 09 12 00 276 11.6 12.8 99.00 99.00 99.00 999 1008.4   7.2   6.3  -5.1 99.0 99.00
2019 01 09 13 00 271  6.7  7.6 99.00 99.00 99.00 999 1009.0   7.1   6.3  -4.7 99.0 99.00
2019 01 09 14 00 264  6.8  7.7 99.00 99.00 99.00 999 1009.4   7.0   6.2  -4.6 99.0 99.00
2019 01 09 15 00 262  7.6  9.6 99.00 99.00 99.00 999 1009.3   7.4   6.2  -3.9 99.0 99.00
2019 01 09 16 00 271  9.0 11.6 99.00 99.00 99.00 999 1008.3   7.5   6.2  -2.9 99.0 99.00
2019 01 09 17 00 283 10.5 12.6 99.00 99.00 99.00 999 1007.5   7.6   6.2  -3.4 99.0 99.00
2019 01 09 18 00 288  8.9  9.9 99.00 99.00 99.00 999 1007.4   7.0   6.2  -3.3 99.0 99.00
2019 01 09 19 00 285 12.6 15.0 99.00 99.00 99.00 999 1008.1   6.2   6.2  -2.4 99.0 99.00
2019 01 09 20 00 274 11.3 13.4 99.00 99.00 99.00 999 1008.3   5.7   6.1  -2.5 99.0 99.00
2019 01 09 21 00 277 10.0 11.8 99.00 99.00 99.00 999 1009.5   3.9   6.1  -1.3 99.0 99.00
2019 01 09 22 00 275 11.1 12.1 99.00 99.00 99.00 999 1010.3   3.4   6.2  -3.5 99.0 99.00
2019 01 09 23 00 270 12.8 14.2 99.00 99.00 99.00 999 1010.8   3.5   6.2  -6.2 99.0 99.00
2019 01 10 00 00 280 12.4 14.3 99.00 99.00 99.00 999 1011.2   3.2   6.2  -6.6 99.0 99.00
2019 01 10 01 00 282 11.2 12.9 99.00 99.00 99.00 999 1011.4   2.5   6.1  -7.2 99.0 99.00
2019 01 10 02 00 281 14.3 17.7 99.00 99.00 99.00 999 1011.2   2.0   6.0  -7.7 99.0 99.00
2019 01 10 03 00 289 13.0 15.1 99.00 99.00 99.00 999 1011.7   1.7   5.9  -7.5 99.0 99.00
2019 01 10 04 00 299 14.4 16.6 99.00 99.00 99.00 999 1012.3   0.9   5.8  -8.7 99.0 99.00
2019 01 10 05 00 285  9.9 11.6 99.00 99.00 99.00 999 1011.9   0.5   5.8  -7.2 99.0 99.00
2019 01 10 06 00 283  9.9 11.4 99.00 99.00 99.00 999 1012.3   0.1   5.7  -8.4 99.0 99.00
2019 01 10 07 00 277 11.9 14.2 99.00 99.00 99.00 999 1012.5  -0.3   5.7  -8.9 99.0 99.00
2019 01 10 08 00 281 11.6 13.7 99.00 99.00 99.00 999 1012.3  -0.2   5.7  -9.4 99.0 99.00
2019 01 10 09 00 279 13.8 15.7 99.00 99.00 99.00 999 1011.9  -0.2   5.6  -9.6 99.0 99.00
2019 01 10 10 00 285 14.1 18.3 99.00 99.00 99.00 999 1011.8  -0.3   5.5  -9.3 99.0 99.00
2019 01 10 11 00 287 12.8 14.3 99.00 99.00 99.00 999 1012.4  -0.4   5.5  -8.7 99.0 99.00
2019 01 10 12 00 291 12.3 14.1 99.00 99.00 99.00 999 1013.1  -0.4   5.4  -8.7 99.0 99.00
2019 01 10 13 00 283 11.5 13.2 99.00 99.00 99.00 999 1013.5  -0.3   5.3  -8.4 99.0 99.00
2019 01 10 14 00 291 12.7 14.5 99.00 99.00 99.00 999 1014.5   0.1   5.3  -8.9 99.0 99.00
2019 01 10 15 00 289 12.2 13.6 99.00 99.00 99.00 999 1015.2   0.5   5.3  -8.6 99.0 99.00
2019 01 10 16 00 287 13.3 15.0 99.00 99.00 99.00 999 1015.0   0.9   5.3  -8.6 99.0 99.00
2019 01 10 17 00 287 13.6 16.7 99.00 99.00 99.00 999 1014.5   1.1   5.4  -8.9 99.0 99.00
2019 01 10 18 00 294 12.5 14.7 99.00 99.00 99.00 999 1014.7   1.7   5.6  -8.8 99.0 99.00
2019 01 10 19 00 285 12.0 15.8 99.00 99.00 99.00 999 1015.2   1.7   5.7  -7.7 99.0 99.00
2019 01 10 20 00 288 15.0 16.8 99.00 99.00 99.00 999 1016.0   1.9   5.6  -8.7 99.0 99.00
2019 01 10 21 00 287 12.5 15.3 99.00 99.00 99.00 999 1017.0   1.7   5.5  -9.4 99.0 99.00
2019 01 10 22 00 280 12.5 15.1 99.00 99.00 99.00 999 1018.0   1.0   5.5  -8.7 99.0 99.00
