#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 06 06 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1004.3  24.9  24.4  23.9 99.0 99.00
2010 06 06 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1004.1  24.9  24.4  23.9 99.0 99.00
2010 06 06 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1003.6  25.2  24.3  23.6 99.0 99.00
2010 06 06 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1003.5  25.9  24.4  23.2 99.0 99.00
2010 06 06 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.3  27.4  24.4  22.9 99.0 99.00
2010 06 06 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1001.3  26.9  24.4  24.0 99.0 99.00
2010 06 06 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1001.0  28.2  24.2  23.0 99.0 99.00
2010 06 06 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1000.3  29.0  24.6  22.7 99.0 99.00
2010 06 06 18 00 999 99.0 99.0 99.00 99.00 99.00 999  999.7  29.4  24.6  22.3 99.0 99.00
2010 06 06 19 00 999 99.0 99.0 99.00 99.00 99.00 999  999.8  29.1  24.6  22.7 99.0 99.00
2010 06 06 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1000.4  25.1  24.6  21.1 99.0 99.00
2010 06 06 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1001.2  23.7  25.0  20.8 99.0 99.00
2010 06 06 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1001.4  23.7  24.7  21.9 99.0 99.00
2010 06 06 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.1  24.3  24.0  21.7 99.0 99.00
2010 06 07 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1003.0  25.4  24.0  17.8 99.0 99.00
2010 06 07 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1004.0  24.8  24.0  15.9 99.0 99.00
2010 06 07 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.5  24.2  24.0  14.2 99.0 99.00
2010 06 07 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1006.2  23.2  23.9  13.4 99.0 99.00
2010 06 07 04 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0  22.4 999.0  13.1 99.0 99.00
2010 06 07 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1008.0  21.4  23.2  13.2 99.0 99.00
2010 06 07 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1008.5  20.4  23.7  13.3 99.0 99.00
2010 06 07 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1008.7  19.4  23.3  13.2 99.0 99.00
2010 06 07 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1009.4  19.0  23.7  12.8 99.0 99.00
2010 06 07 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1009.8  18.9  23.8  12.7 99.0 99.00
2010 06 07 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.3  18.4  23.5  12.6 99.0 99.00
2010 06 07 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.0  18.2  24.0  10.5 99.0 99.00
2010 06 07 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.1  18.4  24.1   9.6 99.0 99.00
2010 06 07 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.3  19.0  24.1   7.0 99.0 99.00
2010 06 07 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.5  19.2  24.1   7.6 99.0 99.00
2010 06 07 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.3  19.5  24.0   9.2 99.0 99.00
2010 06 07 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.1  20.3  23.7  11.2 99.0 99.00
2010 06 07 19 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.3  20.6  23.9  11.6 99.0 99.00
2010 06 07 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.3  20.8  24.1  11.9 99.0 99.00
2010 06 07 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.6  21.9  24.1  12.4 99.0 99.00
2010 06 07 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.5  23.2  24.0  10.9 99.0 99.00
2010 06 07 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.8  23.5  23.9  10.0 99.0 99.00
2010 06 08 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.6  23.1  24.1  11.0 99.0 99.00
2010 06 08 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.1  22.4  23.9  11.3 99.0 99.00
2010 06 08 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.6  21.6  23.9  13.6 99.0 99.00
2010 06 08 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.0  21.7  24.0  14.3 99.0 99.00
2010 06 08 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.3  20.5  24.0  13.6 99.0 99.00
2010 06 08 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.2  20.3  24.0  12.6 99.0 99.00
2010 06 08 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.6  19.3  23.9  11.7 99.0 99.00
2010 06 08 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.9  19.2  23.6  10.8 99.0 99.00
2010 06 08 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.4  18.6  23.7  10.2 99.0 99.00
2010 06 08 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.0  17.9  23.6  10.8 99.0 99.00
2010 06 08 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.8  16.8  23.4   9.7 99.0 99.00
2010 06 08 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1019.5  16.5  23.4   9.4 99.0 99.00
2010 06 08 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.0  17.1  23.1   9.6 99.0 99.00
2010 06 08 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.8  17.9 999.0   8.4 99.0 99.00
2010 06 08 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.9  18.6  23.1   6.6 99.0 99.00
2010 06 08 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.7  19.2  23.1   7.6 99.0 99.00
2010 06 08 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.4  19.9  23.2   6.1 99.0 99.00
2010 06 08 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.2  20.8  23.4   6.8 99.0 99.00
2010 06 08 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.0  21.6  23.8   8.3 99.0 99.00
2010 06 08 19 00 999 99.0 99.0 99.00 99.00 99.00 999 1019.8  22.5  24.0   8.2 99.0 99.00
2010 06 08 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1019.5  23.1  23.9   6.9 99.0 99.00
2010 06 08 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1019.7  23.4  23.8   7.5 99.0 99.00
2010 06 08 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1019.6  23.8  23.6   7.2 99.0 99.00
2010 06 08 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1019.9  23.0  23.6   8.5 99.0 99.00
2010 06 09 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.3  22.8  23.5  10.3 99.0 99.00
2010 06 09 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.6  22.5  23.3   9.1 99.0 99.00
2010 06 09 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1021.3  22.0  23.3   9.5 99.0 99.00
2010 06 09 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.9  21.6  23.2   9.8 99.0 99.00
2010 06 09 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1021.3  21.8  23.3   9.0 99.0 99.00
2010 06 09 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1021.0  21.6  23.5   9.3 99.0 99.00
2010 06 09 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.7  21.3  23.3   9.8 99.0 99.00
2010 06 09 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.4  21.6  22.9  11.5 99.0 99.00
2010 06 09 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.2  21.8  22.9   9.3 99.0 99.00
2010 06 09 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.6  21.4  22.8  15.0 99.0 99.00
2010 06 09 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.9  20.4  22.7  14.4 99.0 99.00
2010 06 09 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.4  19.7  22.8  14.8 99.0 99.00
2010 06 09 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1019.8  21.0  22.6  12.7 99.0 99.00
2010 06 09 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.7  20.9  22.7  13.8 99.0 99.00
2010 06 09 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.5  21.4  22.6  14.4 99.0 99.00
2010 06 09 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.1  22.0  22.5  17.0 99.0 99.00
2010 06 09 19 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.3  22.3  22.3  16.6 99.0 99.00
2010 06 09 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.3  22.3  22.2  17.7 99.0 99.00
2010 06 09 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.7  22.2  22.4  19.5 99.0 99.00
2010 06 09 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.5  22.4  22.2  19.8 99.0 99.00
2010 06 10 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.0  23.2  22.1  21.8 99.0 99.00
2010 06 10 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.3  23.3  22.0  21.0 99.0 99.00
2010 06 10 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.3  24.0  21.9  21.3 99.0 99.00
2010 06 10 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.4  23.8  21.9  21.3 99.0 99.00
2010 06 10 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.3  23.0  21.9  21.8 99.0 99.00
2010 06 10 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.3  22.7  22.1  21.7 99.0 99.00
2010 06 10 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.6  22.3  22.1  21.8 99.0 99.00
2010 06 10 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.8  21.9  22.0  21.8 99.0 99.00
2010 06 10 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.2  22.0  22.0  20.5 99.0 99.00
2010 06 10 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.0  21.7  22.0  20.0 99.0 99.00
2010 06 10 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.1  21.6  22.0  19.8 99.0 99.00
2010 06 10 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.7  22.2  21.9  19.5 99.0 99.00
2010 06 10 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.8  23.4  21.9  19.3 99.0 99.00
2010 06 10 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.8  25.0  22.1  17.5 99.0 99.00
2010 06 10 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.6  26.0  22.0  15.9 99.0 99.00
2010 06 10 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.2  26.7  22.3  15.3 99.0 99.00
2010 06 10 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.1  27.2  22.6  15.3 99.0 99.00
2010 06 10 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.5  27.8  23.1  16.1 99.0 99.00
2010 06 10 19 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.5  28.2  23.1  14.7 99.0 99.00
2010 06 10 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.2  29.1  22.9  14.7 99.0 99.00
2010 06 10 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.2  29.1  22.8  14.2 99.0 99.00
2010 06 10 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.6  29.2  22.7  14.0 99.0 99.00
2010 06 11 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.2  28.5  22.9  14.1 99.0 99.00
2010 06 11 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.3  27.2  22.9  16.2 99.0 99.00
2010 06 11 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.5  26.4  22.9  15.0 99.0 99.00
2010 06 11 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.9  25.7  22.7  14.8 99.0 99.00
2010 06 11 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.3  24.3  22.5  16.3 99.0 99.00
2010 06 11 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.7  23.2  22.5  16.1 99.0 99.00
2010 06 11 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.4  23.4  22.5  16.7 99.0 99.00
2010 06 11 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.9  22.8  22.5  16.8 99.0 99.00
2010 06 11 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.1  22.0  22.5  16.8 99.0 99.00
2010 06 11 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.9  21.1  22.4  16.8 99.0 99.00
2010 06 11 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.7  20.8  22.5  14.0 99.0 99.00
2010 06 11 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1019.4  20.6  22.5  12.8 99.0 99.00
2010 06 11 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.3  20.8  22.4  10.8 99.0 99.00
2010 06 11 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1021.1  20.8  22.4  11.9 99.0 99.00
2010 06 11 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1021.7  20.5  22.4  11.6 99.0 99.00
2010 06 11 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1021.7  20.8  22.5  12.5 99.0 99.00
2010 06 11 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1022.1  21.2  22.6  12.6 99.0 99.00
2010 06 11 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1021.7  21.7  22.8  12.7 99.0 99.00
2010 06 11 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1021.6  22.3  22.9  14.5 99.0 99.00
2010 06 11 19 00 999 99.0 99.0 99.00 99.00 99.00 999 1021.5  23.3  22.9  15.1 99.0 99.00
2010 06 11 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.9  23.5  22.5  14.6 99.0 99.00
2010 06 11 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.5  24.2  22.6  15.5 99.0 99.00
2010 06 11 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.1  24.9  22.8  16.2 99.0 99.00
2010 06 11 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.4  25.6  23.3  15.6 99.0 99.00
2010 06 12 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.8  25.1  23.8  15.8 99.0 99.00
2010 06 12 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.9  24.7  23.6  15.7 99.0 99.00
2010 06 12 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1021.5  24.2  23.5  17.7 99.0 99.00
2010 06 12 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1021.3  23.0  23.5  19.4 99.0 99.00
2010 06 12 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1021.0  22.3  23.2  20.0 99.0 99.00
2010 06 12 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.6  21.5  23.3  20.6 99.0 99.00
2010 06 12 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.7  20.7 999.0  20.4 99.0 99.00
2010 06 12 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.2  20.6  23.5  20.6 99.0 99.00
2010 06 12 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.3  20.5  23.1  20.5 99.0 99.00
2010 06 12 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.1  20.9  22.9  20.8 99.0 99.00
2010 06 12 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.5  21.4  22.9  20.9 99.0 99.00
2010 06 12 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.7  22.3  22.9  20.2 99.0 99.00
2010 06 12 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.4  22.6  22.9  19.7 99.0 99.00
2010 06 12 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.0  23.2  23.1  19.7 99.0 99.00
2010 06 12 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1019.8  23.2  23.4  21.0 99.0 99.00
2010 06 12 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1019.4  23.7  23.5  20.9 99.0 99.00
2010 06 12 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.3  24.6  23.6  21.0 99.0 99.00
2010 06 12 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.4  25.0  23.3  21.7 99.0 99.00
2010 06 12 19 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.8  24.9  23.6  22.8 99.0 99.00
2010 06 12 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.5  24.8  23.6  23.3 99.0 99.00
2010 06 12 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.5  25.6  23.9  23.0 99.0 99.00
2010 06 12 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.7  25.8  23.6  23.4 99.0 99.00
2010 06 12 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.3  25.7  23.8  22.9 99.0 99.00
2010 06 13 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.4  25.1  23.8  23.7 99.0 99.00
2010 06 13 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.2  24.9  23.8  24.0 99.0 99.00
2010 06 13 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.5  24.6  23.8  23.6 99.0 99.00
2010 06 13 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.7  24.3  23.6  23.1 99.0 99.00
2010 06 13 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.7  23.7  23.6  22.6 99.0 99.00
2010 06 13 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.4  23.3  23.5  22.8 99.0 99.00
2010 06 13 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.3  22.9  23.5  22.8 99.0 99.00
2010 06 13 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.1  22.8  23.2  22.8 99.0 99.00
2010 06 13 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.6  22.9  23.0  22.8 99.0 99.00
2010 06 13 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.4  22.9  23.1  22.9 99.0 99.00
2010 06 13 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.9  22.6  23.1  22.6 99.0 99.00
2010 06 13 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.8  22.9  23.3  22.9 99.0 99.00
2010 06 13 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.5  23.2  23.5  23.1 99.0 99.00
2010 06 13 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.0  23.5  23.3  23.4 99.0 99.00
2010 06 13 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.2  24.0  23.8  24.0 99.0 99.00
2010 06 13 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.6  24.9  23.8  24.4 99.0 99.00
2010 06 13 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.3  25.8  23.6  24.9 99.0 99.00
2010 06 13 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.2  27.4  24.1  24.7 99.0 99.00
2010 06 13 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.7  27.9  24.1  24.0 99.0 99.00
2010 06 13 19 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.2  30.0  24.2  23.5 99.0 99.00
2010 06 13 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.0  30.1  24.0  23.1 99.0 99.00
2010 06 13 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1009.6  30.4  24.2  21.9 99.0 99.00
2010 06 13 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1009.7  31.1  24.0  22.3 99.0 99.00
2010 06 13 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1009.9  30.9  24.2  21.9 99.0 99.00
2010 06 14 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.2  30.5  24.5  22.3 99.0 99.00
2010 06 14 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.3  29.6  24.9  22.6 99.0 99.00
2010 06 14 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.9  28.9  24.7  22.3 99.0 99.00
2010 06 14 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.2  28.5  24.4  21.2 99.0 99.00
2010 06 14 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.7  27.9  24.0  21.0 99.0 99.00
2010 06 14 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.8  27.0  23.9  21.1 99.0 99.00
2010 06 14 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.4  26.4  24.3  20.9 99.0 99.00
2010 06 14 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.6  25.7  24.3  21.2 99.0 99.00
2010 06 14 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.5  25.5  23.8  20.6 99.0 99.00
2010 06 14 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.3  25.3  23.8  20.3 99.0 99.00
2010 06 14 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.8  25.2  23.8  19.9 99.0 99.00
2010 06 14 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.0  24.8  23.6  20.8 99.0 99.00
2010 06 14 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.5  24.8  23.9  20.1 99.0 99.00
2010 06 14 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.7  25.0  24.1  20.5 99.0 99.00
2010 06 14 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.8  25.6  24.1  19.3 99.0 99.00
2010 06 14 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.6  26.0  24.2  19.4 99.0 99.00
2010 06 14 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.3  26.7  24.2  19.4 99.0 99.00
2010 06 14 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.2  27.6  24.4  19.7 99.0 99.00
2010 06 14 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.8  28.0  24.5  20.2 99.0 99.00
2010 06 14 19 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.3  28.5  24.9  20.3 99.0 99.00
2010 06 14 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.0  29.0  25.2  20.3 99.0 99.00
2010 06 14 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.9  28.6  24.5  22.2 99.0 99.00
2010 06 14 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.6  28.2  24.2  21.0 99.0 99.00
2010 06 14 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.7  25.8  24.0  22.5 99.0 99.00
2010 06 15 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.0  25.5  24.3  22.9 99.0 99.00
2010 06 15 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.2  25.5  24.7  23.4 99.0 99.00
2010 06 15 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.1  25.4  25.0  23.7 99.0 99.00
2010 06 15 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.7  25.3  24.8  23.6 99.0 99.00
2010 06 15 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.3  25.1  24.7  22.5 99.0 99.00
2010 06 15 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.8  24.8  24.7  21.3 99.0 99.00
2010 06 15 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.9  24.3  24.6  21.1 99.0 99.00
2010 06 15 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.0  23.8  24.8  21.5 99.0 99.00
2010 06 15 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.4  23.7  24.7  21.4 99.0 99.00
2010 06 15 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.0  23.4  24.5  21.5 99.0 99.00
2010 06 15 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.2  23.7  24.5  20.7 99.0 99.00
2010 06 15 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.6  23.4  24.4  19.5 99.0 99.00
2010 06 15 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.6  22.8  24.4  19.0 99.0 99.00
2010 06 15 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.1  22.9  24.6  18.9 99.0 99.00
2010 06 15 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.7  23.7  24.7  17.9 99.0 99.00
2010 06 15 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.6  23.7  24.8  17.3 99.0 99.00
2010 06 15 22 00 100  4.0  4.7 99.00 99.00 99.00 999 1018.7  23.8  24.8  17.0 99.0 99.00
2010 06 15 23 00 104  4.6  5.1 99.00 99.00 99.00 999 1018.9  23.7  24.9  17.2 99.0 99.00
2010 06 16 00 00 109  4.5  4.8 99.00 99.00 99.00 999 1019.1  23.5  24.9  17.2 99.0 99.00
2010 06 16 01 00 122  4.7  5.6 99.00 99.00 99.00 999 1019.2  23.4  24.8  17.1 99.0 99.00
2010 06 16 02 00 119  6.2  6.7 99.00 99.00 99.00 999 1019.4  22.9  24.8  16.5 99.0 99.00
2010 06 16 03 00 116  5.9  6.6 99.00 99.00 99.00 999 1020.1  22.4  24.8  16.6 99.0 99.00
2010 06 16 04 00 116  5.5  6.1 99.00 99.00 99.00 999 1020.5  22.1  24.7  16.4 99.0 99.00
2010 06 16 05 00 131  6.9  7.5 99.00 99.00 99.00 999 1020.3  21.7  24.8  15.4 99.0 99.00
2010 06 16 06 00 128  4.1  4.7 99.00 99.00 99.00 999 1020.4  21.4  24.4  16.4 99.0 99.00
2010 06 16 07 00 119  3.4  3.8 99.00 99.00 99.00 999 1020.2  21.2  24.6  17.2 99.0 99.00
2010 06 16 08 00 119  4.7  5.5 99.00 99.00 99.00 999 1019.9  21.2  24.7  17.3 99.0 99.00
2010 06 16 09 00 123  4.7  5.5 99.00 99.00 99.00 999 1020.0  21.1  24.7  17.8 99.0 99.00
2010 06 16 10 00 140  4.9  5.4 99.00 99.00 99.00 999 1020.1  20.9  24.6  18.5 99.0 99.00
2010 06 16 11 00 122  3.8  4.2 99.00 99.00 99.00 999 1020.4  21.0  24.4  19.0 99.0 99.00
2010 06 16 12 00 135  6.0  6.5 99.00 99.00 99.00 999 1019.9  21.2  24.3  19.3 99.0 99.00
2010 06 16 13 00 125  5.1  5.7 99.00 99.00 99.00 999 1020.0  21.8  24.3  19.6 99.0 99.00
2010 06 16 14 00 150  5.1  5.7 99.00 99.00 99.00 999 1019.6  22.4  24.2  19.9 99.0 99.00
2010 06 16 15 00 150  6.0  6.7 99.00 99.00 99.00 999 1019.0  23.1  24.2  19.9 99.0 99.00
