#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 02 25 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1007.2   2.5   2.9   2.4 99.0 99.00
2010 02 25 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1006.8   2.2   2.8   2.1 99.0 99.00
2010 02 25 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1006.2   2.2   2.8   2.1 99.0 99.00
2010 02 25 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.5   2.1   2.9   2.0 99.0 99.00
2010 02 25 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.0   1.5   2.9   1.4 99.0 99.00
2010 02 25 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1004.6   1.5   3.0   1.4 99.0 99.00
2010 02 25 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1004.1   1.5   2.9   1.4 99.0 99.00
2010 02 25 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1003.7   1.3   2.9   1.2 99.0 99.00
2010 02 25 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1003.2   1.6   2.9   1.2 99.0 99.00
2010 02 25 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.7   2.0   2.8   0.4 99.0 99.00
2010 02 25 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.4   2.3   2.8  -0.5 99.0 99.00
2010 02 25 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.3   2.7   2.9  -1.4 99.0 99.00
2010 02 25 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1001.6   3.4   2.9  -2.9 99.0 99.00
2010 02 25 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1000.6   3.3   2.8  -5.0 99.0 99.00
2010 02 25 19 00 999 99.0 99.0 99.00 99.00 99.00 999  999.9   3.5   2.9  -5.3 99.0 99.00
2010 02 25 20 00 999 99.0 99.0 99.00 99.00 99.00 999  999.6   3.6   2.9  -6.3 99.0 99.00
2010 02 25 21 00 999 99.0 99.0 99.00 99.00 99.00 999  999.3   3.6   3.4  -6.1 99.0 99.00
2010 02 25 22 00 999 99.0 99.0 99.00 99.00 99.00 999  999.2   3.5   3.0  -5.9 99.0 99.00
2010 02 25 23 00 999 99.0 99.0 99.00 99.00 99.00 999  999.3   3.0   2.8  -5.2 99.0 99.00
2010 02 26 00 00 999 99.0 99.0 99.00 99.00 99.00 999  999.5   2.5   2.8  -4.8 99.0 99.00
2010 02 26 01 00 999 99.0 99.0 99.00 99.00 99.00 999  998.8   1.7   2.8  -4.4 99.0 99.00
2010 02 26 02 00 999 99.0 99.0 99.00 99.00 99.00 999  998.0   1.6   2.7  -6.6 99.0 99.00
2010 02 26 03 00 999 99.0 99.0 99.00 99.00 99.00 999  997.5   0.8   2.6  -6.1 99.0 99.00
2010 02 26 04 00 999 99.0 99.0 99.00 99.00 99.00 999  996.9   0.2   2.5  -6.9 99.0 99.00
2010 02 26 05 00 999 99.0 99.0 99.00 99.00 99.00 999  995.8  -0.4   2.6  -8.1 99.0 99.00
2010 02 26 06 00 999 99.0 99.0 99.00 99.00 99.00 999  995.2  -0.6   2.5  -8.0 99.0 99.00
2010 02 26 07 00 999 99.0 99.0 99.00 99.00 99.00 999  994.1  -0.6   2.6  -6.7 99.0 99.00
2010 02 26 08 00 999 99.0 99.0 99.00 99.00 99.00 999  993.0  -1.3   2.5  -7.1 99.0 99.00
2010 02 26 09 00 999 99.0 99.0 99.00 99.00 99.00 999  992.9  -1.1   2.4  -6.4 99.0 99.00
2010 02 26 10 00 999 99.0 99.0 99.00 99.00 99.00 999  992.9  -0.8   2.3  -6.1 99.0 99.00
2010 02 26 11 00 999 99.0 99.0 99.00 99.00 99.00 999  993.2  -0.5   2.1  -6.0 99.0 99.00
2010 02 26 12 00 999 99.0 99.0 99.00 99.00 99.00 999  993.3  -0.6   2.3  -5.2 99.0 99.00
2010 02 26 13 00 999 99.0 99.0 99.00 99.00 99.00 999  994.0  -0.3   2.1  -4.8 99.0 99.00
2010 02 26 14 00 999 99.0 99.0 99.00 99.00 99.00 999  994.2   0.0   2.1  -5.3 99.0 99.00
2010 02 26 15 00 999 99.0 99.0 99.00 99.00 99.00 999  994.6   0.5   2.1  -6.1 99.0 99.00
2010 02 26 16 00 999 99.0 99.0 99.00 99.00 99.00 999  995.6   1.3   2.0  -6.1 99.0 99.00
2010 02 26 17 00 999 99.0 99.0 99.00 99.00 99.00 999  996.2   1.0   2.2  -5.3 99.0 99.00
2010 02 26 18 00 999 99.0 99.0 99.00 99.00 99.00 999  997.0   1.4   2.2  -5.2 99.0 99.00
2010 02 26 19 00 999 99.0 99.0 99.00 99.00 99.00 999  997.3   1.9   2.2  -5.8 99.0 99.00
2010 02 26 20 00 999 99.0 99.0 99.00 99.00 99.00 999  998.2   2.1   2.2  -4.9 99.0 99.00
2010 02 26 21 00 999 99.0 99.0 99.00 99.00 99.00 999  998.9   2.5   2.2  -5.0 99.0 99.00
2010 02 26 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1000.0   2.5   2.2  -4.4 99.0 99.00
2010 02 26 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1001.0   2.1   2.1  -3.9 99.0 99.00
2010 02 27 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.0   1.8   2.1  -3.2 99.0 99.00
2010 02 27 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.4   1.6   2.1  -2.7 99.0 99.00
2010 02 27 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.6   0.9   2.1  -1.5 99.0 99.00
2010 02 27 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.7   1.0   2.1  -1.8 99.0 99.00
2010 02 27 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.7   0.5   2.1  -1.3 99.0 99.00
2010 02 27 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.7   0.7   2.1  -2.0 99.0 99.00
2010 02 27 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.5   0.9   2.1  -2.7 99.0 99.00
2010 02 27 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.4   0.1   2.1  -1.7 99.0 99.00
2010 02 27 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.3  -0.7   2.1  -0.8 99.0 99.00
2010 02 27 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.3  -0.9   2.0  -1.0 99.0 99.00
2010 02 27 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.5  -0.7   2.1  -0.8 99.0 99.00
2010 02 27 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.7  -0.7   2.0  -0.8 99.0 99.00
2010 02 27 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.8  -0.2   1.9  -1.3 99.0 99.00
2010 02 27 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.8   0.0   1.9  -1.6 99.0 99.00
2010 02 27 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1003.0   0.8   2.0  -2.8 99.0 99.00
2010 02 27 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1003.1   1.3   2.0  -4.5 99.0 99.00
2010 02 27 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1003.4   2.2   2.1  -4.1 99.0 99.00
2010 02 27 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1003.3   3.1   2.3  -4.1 99.0 99.00
2010 02 27 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.8   3.9   2.3  -3.5 99.0 99.00
2010 02 27 19 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.6   4.5   2.3  -3.5 99.0 99.00
2010 02 27 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1003.1   5.2   2.5  -3.3 99.0 99.00
2010 02 27 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1003.2   5.6   2.5  -3.4 99.0 99.00
2010 02 27 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1004.0   5.6   2.6  -3.7 99.0 99.00
2010 02 27 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.2   5.3   2.7  -3.1 99.0 99.00
2010 02 28 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.8   5.0   2.7  -3.0 99.0 99.00
2010 02 28 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1006.1   4.7   2.7  -3.2 99.0 99.00
2010 02 28 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1006.4   4.4   2.6  -2.1 99.0 99.00
2010 02 28 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1006.2   4.0   2.4  -2.1 99.0 99.00
2010 02 28 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.9   3.7   2.5  -2.6 99.0 99.00
2010 02 28 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.5   3.4   2.5  -2.9 99.0 99.00
2010 02 28 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.1   3.1   2.5  -2.9 99.0 99.00
2010 02 28 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1004.6   3.0   2.4  -3.3 99.0 99.00
2010 02 28 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1004.1   2.5   2.4  -3.0 99.0 99.00
2010 02 28 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1003.9   2.5   2.3  -3.4 99.0 99.00
2010 02 28 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1004.4   2.7   2.4  -3.3 99.0 99.00
2010 02 28 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1004.6   2.8   2.4  -3.4 99.0 99.00
2010 02 28 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.0   2.8   2.4  -3.2 99.0 99.00
2010 02 28 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.5   2.2   2.4  -1.8 99.0 99.00
2010 02 28 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.7   2.7   2.4  -2.2 99.0 99.00
2010 02 28 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.8   2.5   2.4  -1.4 99.0 99.00
2010 02 28 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.7   3.6   2.5  -1.8 99.0 99.00
2010 02 28 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.3   4.2   2.5  -1.8 99.0 99.00
2010 02 28 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.0   4.5   2.5  -1.2 99.0 99.00
2010 02 28 19 00 999 99.0 99.0 99.00 99.00 99.00 999 1004.6   5.0   2.6  -1.8 99.0 99.00
2010 02 28 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1004.9   5.4   2.5  -2.3 99.0 99.00
2010 02 28 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.0   5.9   2.6  -2.3 99.0 99.00
2010 02 28 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.7   6.5   2.6  -2.8 99.0 99.00
2010 02 28 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1007.0   5.8   2.7  -1.8 99.0 99.00
2010 03 01 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1007.9   4.8   2.6  -0.1 99.0 99.00
2010 03 01 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1008.6   4.2   2.9   0.3 99.0 99.00
2010 03 01 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1009.2   3.8   2.6   0.7 99.0 99.00
2010 03 01 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1009.7   3.5   2.5   0.8 99.0 99.00
2010 03 01 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.2   3.3   2.5   0.2 99.0 99.00
2010 03 01 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.6   3.5   2.5  -1.0 99.0 99.00
2010 03 01 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.9   3.1   2.4  -0.2 99.0 99.00
2010 03 01 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.1   3.0   2.4  -0.6 99.0 99.00
2010 03 01 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.7   3.0   2.4  -0.6 99.0 99.00
2010 03 01 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.6   2.9   2.5  -0.4 99.0 99.00
2010 03 01 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.5   3.1   2.5  -0.2 99.0 99.00
2010 03 01 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.9   3.3   2.4  -0.1 99.0 99.00
2010 03 01 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.7   3.7   2.4  -0.8 99.0 99.00
2010 03 01 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.5   4.3   2.4  -0.9 99.0 99.00
2010 03 01 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.7   5.3   2.5  -1.5 99.0 99.00
2010 03 01 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.4   5.4   2.4  -1.6 99.0 99.00
2010 03 01 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.7   6.0   2.5  -1.9 99.0 99.00
2010 03 01 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.2   6.2   2.5  -1.7 99.0 99.00
2010 03 01 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.0   6.7   2.6  -2.1 99.0 99.00
2010 03 01 19 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.7   7.1   2.8  -1.7 99.0 99.00
2010 03 01 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.8   7.3   2.9  -2.0 99.0 99.00
2010 03 01 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.8   7.6   2.8  -2.5 99.0 99.00
2010 03 01 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.5   7.1   2.9  -2.4 99.0 99.00
2010 03 01 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.1   7.0   2.8  -2.3 99.0 99.00
2010 03 02 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.4   6.5   2.7  -2.1 99.0 99.00
2010 03 02 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.7   6.1   2.7  -2.2 99.0 99.00
2010 03 02 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.2   5.5   3.1  -1.5 99.0 99.00
2010 03 02 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.2   5.0   2.7  -1.7 99.0 99.00
2010 03 02 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.2   4.4   2.6  -1.2 99.0 99.00
2010 03 02 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.3   3.9   2.7  -0.9 99.0 99.00
2010 03 02 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.4   3.5   2.6  -1.0 99.0 99.00
2010 03 02 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.2   3.1   2.6  -1.0 99.0 99.00
2010 03 02 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.1   2.9   2.6  -1.1 99.0 99.00
2010 03 02 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.0   2.9   2.7  -0.8 99.0 99.00
2010 03 02 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.5   2.8   2.6  -0.9 99.0 99.00
2010 03 02 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.7   2.8   2.6  -1.0 99.0 99.00
2010 03 02 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.3   2.8   2.7  -0.4 99.0 99.00
2010 03 02 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.1   3.1   2.7  -0.6 99.0 99.00
2010 03 02 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.9   3.1   2.7  -0.9 99.0 99.00
2010 03 02 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.3   3.2   2.8  -0.4 99.0 99.00
2010 03 02 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.8   3.5   2.7  -0.8 99.0 99.00
2010 03 02 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.2   3.6   2.6  -1.4 99.0 99.00
2010 03 02 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.8   3.5   2.7  -1.3 99.0 99.00
2010 03 02 19 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.3   3.4   2.7  -1.0 99.0 99.00
2010 03 02 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.1   3.3   2.7  -0.4 99.0 99.00
2010 03 02 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.6   3.4   2.7   1.0 99.0 99.00
2010 03 02 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.0   3.1   2.7   1.2 99.0 99.00
2010 03 02 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1009.9   2.7   2.8   1.8 99.0 99.00
2010 03 03 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1008.8   2.5   2.8   2.3 99.0 99.00
2010 03 03 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1008.7   2.4   2.7   2.3 99.0 99.00
2010 03 03 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1007.7   2.3   2.7   2.2 99.0 99.00
2010 03 03 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1006.8   2.4   2.8   2.4 99.0 99.00
2010 03 03 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.4   2.5   2.8   2.4 99.0 99.00
2010 03 03 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1004.4   2.4   2.7   2.3 99.0 99.00
2010 03 03 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1003.9   2.6   2.7   2.5 99.0 99.00
2010 03 03 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.9   2.6   2.7   2.5 99.0 99.00
2010 03 03 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.5   2.7   2.7   2.6 99.0 99.00
2010 03 03 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1001.8   2.6   2.7   2.5 99.0 99.00
2010 03 03 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1001.5   2.6   2.7   2.4 99.0 99.00
2010 03 03 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1001.2   2.6   2.7   2.4 99.0 99.00
2010 03 03 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1001.2   2.5   2.7   2.3 99.0 99.00
2010 03 03 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1001.9   3.1   2.7   2.0 99.0 99.00
2010 03 03 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.1   3.1   2.6   1.8 99.0 99.00
2010 03 03 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.3   3.2   2.6   1.6 99.0 99.00
2010 03 03 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.4   3.5   2.8   1.5 99.0 99.00
2010 03 03 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.7   3.4   2.6   1.5 99.0 99.00
2010 03 03 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.3   3.6   2.7   1.7 99.0 99.00
2010 03 03 19 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.6   4.1   2.7   1.5 99.0 99.00
2010 03 03 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.7   4.3   2.8   1.7 99.0 99.00
2010 03 03 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1002.9   4.3   2.8   2.4 99.0 99.00
2010 03 03 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1003.6   4.6   2.7   2.5 99.0 99.00
2010 03 03 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1004.3   4.8   2.8   2.2 99.0 99.00
2010 03 04 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1004.8   4.9   2.8   2.0 99.0 99.00
2010 03 04 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.1   4.7   2.7   2.1 99.0 99.00
2010 03 04 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.4   4.8   2.7   2.1 99.0 99.00
2010 03 04 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.4   4.7   2.7   2.3 99.0 99.00
2010 03 04 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.7   4.8   2.9   1.7 99.0 99.00
2010 03 04 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1005.8   4.7   2.8   1.7 99.0 99.00
2010 03 04 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1006.1   4.6   2.7   1.1 99.0 99.00
2010 03 04 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1006.4   4.3   2.7   0.0 99.0 99.00
2010 03 04 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1006.4   3.7   2.8   0.3 99.0 99.00
2010 03 04 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1006.5   3.6   2.7  -3.2 99.0 99.00
2010 03 04 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1007.0   2.9   2.7  -5.1 99.0 99.00
2010 03 04 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1007.4   2.4   2.7  -5.6 99.0 99.00
2010 03 04 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1008.1   2.0   2.6  -5.9 99.0 99.00
2010 03 04 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1008.6   2.4   2.6  -6.3 99.0 99.00
2010 03 04 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1008.7   2.8   2.7  -6.0 99.0 99.00
2010 03 04 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1008.7   3.4   2.7  -6.0 99.0 99.00
2010 03 04 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1009.0   4.0   2.8  -5.5 99.0 99.00
2010 03 04 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1008.7   4.7   2.8  -5.8 99.0 99.00
2010 03 04 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1008.6   5.2   2.9  -6.0 99.0 99.00
2010 03 04 19 00 999 99.0 99.0 99.00 99.00 99.00 999 1008.3   5.8   3.0  -5.4 99.0 99.00
2010 03 04 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1008.8   6.3   3.1  -5.7 99.0 99.00
2010 03 04 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1009.2   6.4   3.1  -6.1 99.0 99.00
2010 03 04 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1009.9   6.3   3.1  -5.7 99.0 99.00
2010 03 04 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1010.9   6.3   3.2  -6.9 99.0 99.00
2010 03 05 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1011.6   5.9   3.1  -6.8 99.0 99.00
2010 03 05 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.0   5.5   3.2  -5.2 99.0 99.00
2010 03 05 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.6   5.3   3.0  -5.9 99.0 99.00
2010 03 05 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.8   5.1   3.0  -5.6 99.0 99.00
2010 03 05 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.0   4.8   3.0  -5.5 99.0 99.00
2010 03 05 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1013.5   4.2   3.4  -4.9 99.0 99.00
2010 03 05 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.1   3.4   3.0  -4.6 99.0 99.00
2010 03 05 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.4   2.9   3.0  -5.0 99.0 99.00
2010 03 05 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.3   2.7   3.0  -5.8 99.0 99.00
2010 03 05 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.4   2.3   3.0  -6.2 99.0 99.00
2010 03 05 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1014.7   2.5   3.0  -6.2 99.0 99.00
2010 03 05 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1015.4   2.4   2.9  -5.5 99.0 99.00
2010 03 05 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.0   2.2   2.9  -5.9 99.0 99.00
2010 03 05 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.5   2.4   2.9  -5.9 99.0 99.00
2010 03 05 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.9   2.9   2.9  -5.4 99.0 99.00
2010 03 05 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.5   2.4   3.0  -3.9 99.0 99.00
2010 03 05 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.6   3.6   3.0  -4.0 99.0 99.00
2010 03 05 17 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.5   3.6   3.2  -1.9 99.0 99.00
2010 03 05 18 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.1   3.9   3.2  -1.5 99.0 99.00
2010 03 05 19 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.6   4.7   3.3  -2.1 99.0 99.00
2010 03 05 20 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.8   6.1   3.4  -2.0 99.0 99.00
2010 03 05 21 00 999 99.0 99.0 99.00 99.00 99.00 999 1016.7   7.0   3.3  -2.9 99.0 99.00
2010 03 05 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.2   7.7   3.4  -5.0 99.0 99.00
2010 03 05 23 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.1   7.6   3.4  -5.8 99.0 99.00
2010 03 06 00 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.6   7.4   3.3  -5.9 99.0 99.00
2010 03 06 01 00 999 99.0 99.0 99.00 99.00 99.00 999 1019.0   7.1   3.3  -5.9 99.0 99.00
2010 03 06 02 00 999 99.0 99.0 99.00 99.00 99.00 999 1019.5   6.4   3.3  -4.0 99.0 99.00
2010 03 06 03 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.1   5.7   3.3  -3.1 99.0 99.00
2010 03 06 04 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.6   5.1   3.3  -3.7 99.0 99.00
2010 03 06 05 00 999 99.0 99.0 99.00 99.00 99.00 999 1020.7   4.6   3.4  -4.5 99.0 99.00
2010 03 06 06 00 999 99.0 99.0 99.00 99.00 99.00 999 1021.5   3.9   3.3  -3.6 99.0 99.00
2010 03 06 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1021.6   3.4   3.3  -4.8 99.0 99.00
2010 03 06 08 00 999 99.0 99.0 99.00 99.00 99.00 999 1021.6   2.6   3.3  -5.8 99.0 99.00
2010 03 06 09 00 999 99.0 99.0 99.00 99.00 99.00 999 1021.9   2.1   3.2  -7.0 99.0 99.00
2010 03 06 10 00 999 99.0 99.0 99.00 99.00 99.00 999 1022.4   1.5   3.2  -6.9 99.0 99.00
2010 03 06 11 00 999 99.0 99.0 99.00 99.00 99.00 999 1023.0   1.2   3.2  -7.4 99.0 99.00
2010 03 06 12 00 999 99.0 99.0 99.00 99.00 99.00 999 1023.7   0.7   3.2  -7.5 99.0 99.00
2010 03 06 13 00 999 99.0 99.0 99.00 99.00 99.00 999 1024.1   1.2   3.2  -7.7 99.0 99.00
2010 03 06 14 00 999 99.0 99.0 99.00 99.00 99.00 999 1024.3   1.8   3.1  -8.1 99.0 99.00
2010 03 06 15 00 999 99.0 99.0 99.00 99.00 99.00 999 1024.6   2.5   3.2  -7.4 99.0 99.00
2010 03 06 16 00 999 99.0 99.0 99.00 99.00 99.00 999 1024.4   3.5   3.4  -9.3 99.0 99.00
